Time,Angular velocity
0,3.15682
0.0166667,3.14725
0.0333333,3.11428
0.05,3.076
0.0666667,3.07142
0.0833333,3.06906
0.1,3.069
0.116667,3.06031
0.133333,3.05687
0.15,3.05259
0.166667,3.0495
0.183333,3.04527
0.2,3.04101
0.216667,3.03743
0.233333,3.03285
0.25,3.02847
0.266667,3.04158
0.283333,3.03742
0.3,3.03319
0.316667,2.93726
0.333333,2.93553
0.35,2.75438
0.366667,2.75657
0.383333,2.7575
0.4,2.79779
0.416667,2.79461
0.433333,2.75322
0.45,2.74989
0.466667,2.74382
0.483333,2.73812
0.5,2.70816
0.516667,2.70174
0.533333,2.69567
0.55,2.67329
0.566667,2.66191
0.583333,2.65045
0.6,2.63935
0.616667,2.63262
0.633333,2.61573
0.65,2.60645
0.666667,2.59681
0.683333,2.51396
0.7,2.51091
0.716667,2.51239
0.733333,2.50588
0.75,2.44984
0.766667,2.44194
0.783333,2.43465
0.8,2.39068
0.816667,2.38489
0.833333,2.37347
0.85,2.36055
0.866667,2.33025
0.883333,2.28586
0.9,2.27026
0.916667,2.25863
0.933333,2.32196
0.95,2.29537
0.966667,2.28668
0.983333,2.28797
1,2.27595
1.01667,2.264
1.03333,2.25208
1.05,2.24355
1.06667,2.24301
1.08333,2.21772
1.1,2.21045
1.11667,2.19092
1.13333,2.18101
1.15,2.16487
1.16667,2.15697
1.18333,2.14972
1.2,2.13356
1.21667,2.1237
1.23333,1.94084
1.25,1.93442
1.26667,1.93323
1.28333,1.93002
1.3,1.91125
1.31667,1.90988
1.33333,1.94614
1.35,1.93697
1.36667,1.93234
1.38333,1.93107
1.4,1.92631
1.41667,1.92384
1.43333,1.92173
1.45,1.91596
1.46667,1.95431
1.48333,1.95138
1.5,1.93228
1.51667,1.92911
1.53333,2.07439
1.55,2.06434
1.56667,2.06068
1.58333,1.89674
1.6,1.87884
1.61667,1.82451
1.63333,1.79117
1.65,1.76994
1.66667,1.7721
1.68333,1.76851
1.7,1.74928
1.71667,1.75442
1.73333,1.7495
1.75,1.75078
1.76667,1.51736
1.78333,1.46527
1.8,1.46318
1.81667,1.59677
1.83333,1.60185
1.85,1.60553
1.86667,1.60916
1.88333,1.60499
1.9,1.59993
1.91667,1.5843
1.93333,1.57778
1.95,1.56922
1.96667,1.553
1.98333,1.54803
2,1.5343
2.01667,1.53005
2.03333,1.51353
2.05,1.55056
2.06667,1.52406
2.08333,1.50532
2.1,1.49335
2.11667,1.48721
2.13333,1.38973
2.15,1.38561
2.16667,1.36219
2.18333,1.35727
2.2,1.3572
2.21667,1.35582
2.23333,1.3567
2.25,1.34742
2.26667,1.33079
2.28333,1.26756
2.3,1.26714
2.31667,1.25573
2.33333,1.36171
2.35,1.33055
2.36667,1.31188
2.38333,1.29845
2.4,1.27459
2.41667,1.27731
2.43333,1.27085
2.45,1.2512
2.46667,1.24447
2.48333,1.23449
2.5,1.24302
2.51667,1.23294
2.53333,1.21915
2.55,1.20492
2.56667,1.18636
2.58333,1.20746
2.6,1.20874
2.61667,1.20179
2.63333,1.18552
2.65,1.15331
2.66667,1.14725
2.68333,1.14383
2.7,1.14212
2.71667,1.09488
2.73333,1.0813
2.75,1.06539
2.76667,1.05528
2.78333,1.04791
2.8,0.874069
2.81667,0.935043
2.83333,0.905371
2.85,0.8951
2.86667,0.884077
2.88333,0.875252
2.9,0.901076
2.91667,0.937781
2.93333,0.936183
2.95,0.952186
2.96667,0.947843
2.98333,0.920992
3,0.913757
3.01667,0.9035
3.03333,0.893211
3.05,0.946804
3.06667,0.93633
3.08333,0.925046
3.1,0.922771
3.11667,0.901254
3.13333,0.89339
3.15,0.882812
3.16667,0.915918
3.18333,0.907059
3.2,0.900394
3.21667,0.88183
3.23333,0.891504
3.25,0.886059
3.26667,0.887456
3.28333,0.877267
3.3,0.78618
3.31667,0.800852
3.33333,0.799934
3.35,0.791207
3.36667,0.79942
3.38333,0.792814
3.4,0.802247
3.41667,0.794029
3.43333,0.814573
3.45,0.787055
3.46667,0.781361
3.48333,0.762055
3.5,0.767587
3.51667,0.748174
3.53333,0.738874
3.55,0.720461
3.56667,0.710402
3.58333,0.710199
3.6,0.708733
3.61667,0.70275
3.63333,0.705954
3.65,0.700136
3.66667,0.695673
3.68333,0.685659
3.7,0.682682
3.71667,0.68432
3.73333,0.694308
3.75,0.688734
3.76667,0.681449
3.78333,0.678104
3.8,0.667315
3.81667,0.651533
3.83333,0.642282
3.85,0.631612
3.86667,0.632594
3.88333,0.607844
3.9,0.611154
3.91667,0.607236
3.93333,0.598108
3.95,0.586536
3.96667,0.574805
3.98333,0.565952
4,0.563731
4.01667,0.554166
4.03333,0.549804
4.05,0.573507
4.06667,0.570964
4.08333,0.566583
4.1,0.562708
4.11667,0.55548
4.13333,0.552429
4.15,0.548404
4.16667,0.535979
4.18333,0.523143
4.2,0.514104
4.21667,0.513729
4.23333,0.50764
4.25,0.50323
4.26667,0.500928
4.28333,0.499191
4.3,0.497094
4.31667,0.497249
4.33333,0.498866
4.35,0.494111
4.36667,0.401917
4.38333,0.395441
4.4,0.39638
4.41667,0.392194
4.43333,0.414173
4.45,0.417602
4.46667,0.403021
4.48333,0.40643
4.5,0.404586
4.51667,0.403074
4.53333,0.371302
4.55,0.367188
4.56667,0.369696
4.58333,0.373279
4.6,0.36504
4.61667,0.362487
4.63333,0.379604
4.65,0.389719
4.66667,0.382264
4.68333,0.380877
4.7,0.366413
4.71667,0.361105
4.73333,0.356676
4.75,0.344422
4.76667,0.343893
4.78333,0.349602
4.8,0.351179
4.81667,0.371963
4.83333,0.375803
4.85,0.342225
4.86667,0.334882
4.88333,0.328777
4.9,0.32331
4.91667,0.307298
4.93333,0.306411
4.95,0.293761
4.96667,0.283763
4.98333,0.296708
5,0.282918
5.01667,0.28922
5.03333,0.301379
5.05,0.295566
5.06667,0.290027
5.08333,0.2872
5.1,0.287502
5.11667,0.296244
5.13333,0.293824
5.15,0.289959
5.16667,0.327247
5.18333,0.321498
5.2,0.302665
5.21667,0.297025
5.23333,0.328938
5.25,0.337995
5.26667,0.326679
5.28333,0.323797
