t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
13.5474,0.315,43.426,0.315,23.818,0.000,0.000
13.5773,0.278,43.577,0.631,22.556,0.000,0.000
13.6056,0.631,43.640,0.631,23.503,0.000,0.000
13.6367,0.965,43.659,0.789,23.345,0.000,0.000
13.6634,1.300,43.640,0.946,23.503,0.000,0.000
13.7212,2.145,43.640,1.262,23.503,0.000,0.000
13.7488,2.145,43.640,1.262,23.503,0.000,0.000
13.7791,2.461,43.306,1.577,23.345,0.000,0.000
13.8079,3.306,43.306,1.893,23.345,0.000,0.000
13.8394,3.956,43.482,2.366,23.345,0.000,0.000
13.8709,4.782,43.287,2.839,23.503,0.000,0.000
13.9008,5.785,42.953,3.312,23.345,0.000,0.000
13.9293,7.104,42.814,4.101,23.029,0.000,0.000
13.9564,8.599,42.479,4.890,22.872,0.000,0.000
14.0169,12.751,41.281,7.098,22.556,0.000,0.000
14.0459,12.751,41.281,7.098,22.556,0.000,0.000
14.0860,18.517,38.820,10.568,20.979,0.000,0.000
14.1157,18.517,38.820,10.568,20.979,0.000,0.000
14.1449,22.019,36.814,12.303,20.032,0.000,0.000
14.1838,30.776,29.394,17.351,15.616,0.000,0.000
14.2141,30.776,29.394,17.351,15.616,0.000,0.000
14.2434,35.401,23.255,20.032,12.303,0.000,0.000
14.2853,41.577,4.050,23.029,1.577,0.000,0.000
14.3166,41.577,4.050,23.029,1.577,0.000,0.000
14.3451,40.612,-9.287,22.241,-5.048,0.000,0.000
14.3765,34.845,-22.530,18.771,-12.461,0.000,0.000
14.4065,23.205,-34.334,14.196,-18.613,0.000,0.000
14.4372,8.599,-41.085,4.890,-22.714,0.000,0.000
14.4713,-9.148,-41.224,-4.732,-23.029,0.000,0.000
14.4999,-24.082,-35.085,-12.777,-19.717,0.000,0.000
14.5280,-35.356,-24.423,-18.928,-14.354,0.000,0.000
14.5547,-41.262,-12.442,-22.714,-8.202,0.000,0.000
14.6192,-42.246,10.290,-23.345,5.521,0.000,0.000
14.6512,-39.218,18.927,-22.083,10.095,0.000,0.000
14.6882,-35.495,25.558,-19.244,13.723,0.000,0.000
14.7221,-31.539,30.359,-16.878,16.405,0.000,0.000
14.7518,-27.880,33.899,-14.985,17.824,0.000,0.000
14.7867,-24.694,36.183,-13.565,19.402,0.000,0.000
14.8195,-22.410,37.678,-11.988,20.190,0.000,0.000
14.8523,-20.757,38.505,-11.042,20.663,0.000,0.000
14.8859,-19.836,38.959,-11.357,21.294,0.000,0.000
14.9202,-19.912,39.016,-10.726,20.821,0.000,0.000
14.9522,-20.561,38.662,-11.199,20.821,0.000,0.000
14.9868,-21.880,38.012,-11.988,20.348,0.000,0.000
15.0170,-24.006,36.637,-13.408,20.032,0.000,0.000
15.0517,-27.110,34.605,-14.039,17.824,0.000,0.000
15.0903,-30.442,31.363,-17.193,16.878,0.000,0.000
15.1198,-34.593,26.877,-19.402,14.512,0.000,0.000
15.1541,-38.820,20.284,-20.979,10.568,0.000,0.000
15.1925,-42.145,11.684,-22.714,5.679,0.000,0.000
15.2275,-43.735,0.196,-22.714,-0.158,0.000,0.000
15.2610,-41.318,-12.751,-22.241,-7.098,0.000,0.000
15.2932,-34.259,-25.855,-19.244,-14.196,0.000,0.000
15.3257,-21.748,-36.460,-13.092,-20.032,0.000,0.000
15.3585,-5.338,-41.773,-4.101,-22.872,0.000,0.000
15.3866,10.486,-40.555,5.363,-22.714,0.000,0.000
15.4205,24.397,-33.924,13.092,-19.086,0.000,0.000
15.4527,34.372,-23.085,18.297,-13.723,0.000,0.000
15.4851,39.748,-11.868,22.083,-7.098,0.000,0.000
15.5184,41.773,-0.789,22.872,-0.789,0.000,0.000
15.5517,40.927,8.990,22.556,4.574,0.000,0.000
15.5862,38.606,16.921,21.294,9.149,0.000,0.000
15.6208,35.615,23.079,19.717,12.303,0.000,0.000
15.6541,32.643,27.369,17.982,14.827,0.000,0.000
15.6869,29.811,30.536,16.562,16.405,0.000,0.000
15.7205,27.842,32.524,15.300,17.509,0.000,0.000
15.7525,26.505,33.647,14.669,18.455,0.000,0.000
15.7852,26.013,34.019,14.354,18.297,0.000,0.000
15.8205,26.309,33.703,14.827,17.982,0.000,0.000
15.8519,27.489,32.700,15.300,17.509,0.000,0.000
15.8872,29.476,30.889,16.405,16.405,0.000,0.000
15.9208,32.113,27.899,17.982,14.827,0.000,0.000
15.9535,35.281,23.590,19.559,12.461,0.000,0.000
15.9855,38.606,17.470,21.294,8.991,0.000,0.000
16.0214,40.814,9.129,23.503,4.890,0.000,0.000
16.0534,41.735,-1.262,23.187,-1.262,0.000,0.000
16.0885,39.293,-13.420,21.452,-7.414,0.000,0.000
16.1188,32.429,-25.502,18.297,-14.196,0.000,0.000
16.1534,20.738,-36.126,11.199,-19.875,0.000,0.000
16.1878,5.338,-41.596,4.101,-22.872,0.000,0.000
16.2196,-9.678,-41.243,-4.732,-22.872,0.000,0.000
16.2540,-24.303,-34.927,-13.881,-19.559,0.000,0.000
16.2917,-34.650,-24.972,-18.928,-14.196,0.000,0.000
16.3194,-41.060,-13.893,-21.452,-7.887,0.000,0.000
16.3567,-43.249,-2.637,-23.818,-1.577,0.000,0.000
