t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
12.2153,0.473,43.534,0.473,23.475,0.000,0.000
12.2481,0.630,43.534,0.630,23.475,0.000,0.000
12.2814,0.630,43.534,0.630,23.475,0.000,0.000
12.3151,0.806,43.534,0.630,23.475,0.000,0.000
12.3498,0.964,43.534,0.788,23.475,0.000,0.000
12.3804,1.140,43.534,0.788,23.475,0.000,0.000
12.4151,1.297,43.534,0.945,23.475,0.000,0.000
12.4454,1.455,43.358,1.103,23.475,0.000,0.000
12.4813,1.788,43.358,1.260,23.475,0.000,0.000
12.5159,1.946,43.358,1.418,23.475,0.000,0.000
12.5458,2.455,43.358,1.576,23.475,0.000,0.000
12.5805,2.965,43.358,1.733,23.475,0.000,0.000
12.6150,3.456,43.358,2.048,23.475,0.000,0.000
12.6490,4.104,43.200,2.521,23.318,0.000,0.000
12.6823,4.929,43.200,2.993,23.318,0.000,0.000
12.7166,5.911,43.043,3.624,23.160,0.000,0.000
12.7490,7.245,42.533,4.254,23.003,0.000,0.000
12.7834,8.913,42.218,5.042,22.687,0.000,0.000
12.8176,10.719,41.709,6.145,22.530,0.000,0.000
12.8492,13.035,41.060,7.405,22.057,0.000,0.000
12.8825,15.843,40.060,8.980,21.585,0.000,0.000
12.9152,18.983,38.586,10.713,20.639,0.000,0.000
12.9477,22.773,36.252,12.919,19.536,0.000,0.000
12.9838,27.071,33.130,15.282,17.646,0.000,0.000
13.0175,31.704,28.497,17.803,15.125,0.000,0.000
13.0487,36.002,22.058,20.167,11.501,0.000,0.000
13.0815,39.810,13.285,22.215,6.775,0.000,0.000
13.1183,41.709,2.056,22.530,0.473,0.000,0.000
13.1498,40.004,-11.016,22.057,-6.617,0.000,0.000
13.1828,33.584,-24.070,18.276,-13.865,0.000,0.000
13.2146,21.494,-35.511,11.816,-19.851,0.000,0.000
13.2814,-11.933,-40.635,-6.302,-22.687,0.000,0.000
13.3187,-26.024,-33.613,-13.707,-19.536,0.000,0.000
13.3494,-36.234,-22.773,-19.694,-12.919,0.000,0.000
13.3854,-41.690,-10.562,-22.687,-5.987,0.000,0.000
13.4214,-43.358,1.158,-23.475,0.630,0.000,0.000
13.4493,-41.866,11.581,-22.687,6.302,0.000,0.000
13.4871,-38.726,19.845,-20.954,10.871,0.000,0.000
13.5183,-34.779,26.320,-18.591,14.180,0.000,0.000
13.5499,-30.971,30.953,-16.543,16.700,0.000,0.000
13.5827,-27.321,34.093,-14.652,18.434,0.000,0.000
13.6143,-24.356,36.252,-12.919,19.536,0.000,0.000
13.6509,-22.198,37.744,-11.816,20.324,0.000,0.000
13.6860,-20.706,38.586,-11.029,20.639,0.000,0.000
13.7205,-20.039,38.902,-10.713,20.954,0.000,0.000
13.7569,-20.039,38.902,-10.713,20.954,0.000,0.000
13.7877,-20.864,38.411,-11.186,20.639,0.000,0.000
13.8232,-22.337,37.586,-12.131,20.167,0.000,0.000
13.8537,-24.653,36.094,-13.392,19.379,0.000,0.000
13.8812,-27.636,33.778,-14.967,18.118,0.000,0.000
13.9168,-31.462,30.480,-16.858,16.228,0.000,0.000
13.9487,-35.409,25.514,-19.221,13.549,0.000,0.000
13.9832,-39.550,18.566,-21.427,9.768,0.000,0.000
14.0178,-42.552,9.301,-22.845,4.727,0.000,0.000
14.0486,-43.358,-2.316,-23.475,-1.260,0.000,0.000
14.0803,-40.199,-15.546,-21.900,-8.508,0.000,0.000
14.1166,-31.722,-28.340,-17.646,-14.967,0.000,0.000
14.1843,-2.539,-41.866,-2.363,-22.687,0.000,0.000
14.2162,13.637,-39.264,6.775,-22.372,0.000,0.000
14.2490,26.793,-31.667,14.652,-18.118,0.000,0.000
14.2837,35.687,-21.263,19.851,-12.289,0.000,0.000
14.3158,40.320,-9.524,22.372,-5.829,0.000,0.000
14.3481,41.635,1.352,23.160,0.473,0.000,0.000
14.3818,40.320,10.756,22.372,5.829,0.000,0.000
14.4151,38.003,18.214,21.112,9.768,0.000,0.000
14.4494,34.863,24.004,19.379,12.919,0.000,0.000
14.4844,31.898,28.145,17.646,15.125,0.000,0.000
14.5161,29.248,30.953,16.228,16.700,0.000,0.000
14.5474,27.442,32.778,15.125,17.646,0.000,0.000
14.5855,26.265,33.778,14.652,18.118,0.000,0.000
14.6163,25.950,33.936,14.337,18.276,0.000,0.000
14.6515,26.441,33.621,14.652,17.961,0.000,0.000
14.6818,27.757,32.463,15.440,17.331,0.000,0.000
14.7194,29.897,30.304,16.700,16.228,0.000,0.000
14.7502,32.704,27.163,18.276,14.495,0.000,0.000
14.7812,35.845,22.374,20.009,11.816,0.000,0.000
14.8170,38.828,15.935,21.585,8.193,0.000,0.000
