Time,Position (y)
8.81667,1.51038
8.83333,1.51054
8.85,1.51073
8.86667,1.51091
8.88333,1.51116
8.9,1.51141
8.91667,1.51166
8.93333,1.51192
8.95,1.5122
8.96667,1.5125
8.98333,1.51283
9,1.51318
9.01667,1.51355
9.03333,1.51394
9.05,1.51435
9.06667,1.51479
9.08333,1.51526
9.1,1.51576
9.11667,1.5163
9.13333,1.51688
9.15,1.51749
9.16667,1.51814
9.18333,1.51883
9.2,1.51955
9.21667,1.52031
9.23333,1.52112
9.25,1.52198
9.26667,1.52287
9.28333,1.52379
9.3,1.52476
9.31667,1.52576
9.33333,1.52681
9.35,1.52791
9.36667,1.52904
9.38333,1.53021
9.4,1.53141
9.41667,1.53266
9.43333,1.53396
9.45,1.53531
9.46667,1.5367
9.48333,1.53813
9.5,1.53959
9.51667,1.54112
9.53333,1.54269
9.55,1.54427
9.56667,1.54586
9.58333,1.54744
9.6,1.54901
9.61667,1.55062
9.63333,1.55231
9.65,1.55402
9.66667,1.55574
9.68333,1.55747
9.7,1.5592
9.71667,1.56093
9.73333,1.5627
9.75,1.56449
9.76667,1.56624
9.78333,1.56798
9.8,1.56943
9.81667,1.57117
9.83333,1.57333
9.85,1.57529
9.86667,1.57726
9.88333,1.57933
9.9,1.5814
9.91667,1.58339
9.93333,1.58502
9.95,1.5869
9.96667,1.58919
9.98333,1.59126
10,1.59332
10.0167,1.59541
10.0333,1.59812
10.05,1.60112
10.0667,1.60406
10.0833,1.60687
10.1,1.60973
10.1167,1.61288
10.1333,1.61586
10.15,1.61878
10.1667,1.62132
10.1833,1.62396
10.2,1.62695
10.2167,1.62973
10.2333,1.63204
10.25,1.63441
10.2667,1.63701
10.2833,1.63929
10.3,1.64104
10.3167,1.64274
10.3333,1.64455
10.35,1.64597
10.3667,1.6473
10.3833,1.64887
10.4,1.65009
10.4167,1.65108
10.4333,1.65208
10.45,1.65261
10.4667,1.65253
10.4833,1.65219
10.5,1.65214
10.5167,1.65188
10.5333,1.65106
10.55,1.64995
10.5667,1.64807
10.5833,1.64612
10.6,1.64433
10.6167,1.64195
10.6333,1.63927
10.65,1.63559
10.6667,1.63184
10.6833,1.62814
10.7,1.62384
10.7167,1.61909
10.7333,1.61395
10.75,1.6084
10.7667,1.60238
10.7833,1.59591
10.8,1.58905
10.8167,1.58148
10.8333,1.57354
10.85,1.56543
10.8667,1.55653
10.8833,1.54749
10.9,1.53809
10.9167,1.52792
10.9333,1.52257
10.95,1.52188
10.9667,1.52002
10.9833,1.51728
11,1.51986
11.0167,1.52797
11.0333,1.53513
11.05,1.54069
11.0667,1.54491
11.0833,1.54887
11.1,1.55245
11.1167,1.55474
11.1333,1.55572
11.15,1.55524
11.1667,1.55423
11.1833,1.55266
11.2,1.54974
11.2167,1.54595
11.2333,1.5417
11.25,1.53669
11.2667,1.53332
11.2833,1.53144
11.3,1.52818
11.3167,1.52359
11.3333,1.51799
11.35,1.51147
11.3667,1.50912
11.3833,1.51148
11.4,1.51421
11.4167,1.51637
11.4333,1.5177
11.45,1.5186
11.4667,1.51961
11.4833,1.52094
11.5,1.52148
11.5167,1.52136
11.5333,1.5206
11.55,1.52007
11.5667,1.51977
11.5833,1.51901
11.6,1.51776
11.6167,1.51628
11.6333,1.51471
11.65,1.5149
11.6667,1.5164
11.6833,1.51732
11.7,1.51786
11.7167,1.51757
11.7333,1.51655
11.75,1.51633
11.7667,1.51692
11.7833,1.5168
11.8,1.51596
11.8167,1.51442
11.8333,1.51442
11.85,1.51597
11.8667,1.51682
11.8833,1.517
11.9,1.51652
11.9167,1.51539
11.9333,1.51519
11.95,1.51594
11.9667,1.51621
11.9833,1.51643
12,1.51662
12.0167,1.51677
12.0333,1.51696
12.05,1.51713
12.0667,1.51731
12.0833,1.5175
12.1,1.51771
12.1167,1.51794
12.1333,1.51819
12.15,1.51844
12.1667,1.51872
12.1833,1.51902
12.2,1.51933
12.2167,1.51964
12.2333,1.52002
12.25,1.52045
12.2667,1.5209
12.2833,1.52137
12.3,1.52186
12.3167,1.52238
12.3333,1.52292
12.35,1.52349
12.3667,1.52408
12.3833,1.52469
12.4,1.52533
12.4167,1.526
12.4333,1.52674
12.45,1.52754
12.4667,1.52835
12.4833,1.52918
12.5,1.53002
12.5167,1.53089
12.5333,1.53179
12.55,1.53271
12.5667,1.53365
12.5833,1.53462
12.6,1.5356
12.6167,1.53661
12.6333,1.53764
12.65,1.53867
12.6667,1.53975
12.6833,1.54084
12.7,1.54195
12.7167,1.54307
12.7333,1.54419
12.75,1.54531
12.7667,1.54643
12.7833,1.54754
12.8,1.54866
12.8167,1.54981
12.8333,1.55097
12.85,1.55212
12.8667,1.55324
12.8833,1.55433
12.9,1.55538
12.9167,1.55641
12.9333,1.5574
12.95,1.55836
12.9667,1.55935
12.9833,1.56009
13,1.56103
13.0167,1.56232
13.0333,1.56345
13.05,1.5645
13.0667,1.56546
13.0833,1.56642
13.1,1.56739
13.1167,1.56831
13.1333,1.56918
13.15,1.56999
13.1667,1.57086
13.1833,1.57175
13.2,1.57253
13.2167,1.57323
13.2333,1.57397
13.25,1.57474
13.2667,1.57542
13.2833,1.57574
13.3,1.5763
13.3167,1.57729
13.3333,1.57806
13.35,1.57884
13.3667,1.57968
13.3833,1.58055
13.4,1.58195
13.4167,1.58351
13.4333,1.58443
13.45,1.58572
13.4667,1.58749
13.4833,1.58904
13.5,1.59056
13.5167,1.59206
13.5333,1.59355
13.55,1.5951
13.5667,1.59668
13.5833,1.5983
13.6,1.59995
