t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
0.0295,2.061,3.529,0.783,23.494,0.000,0.000
0.0643,2.061,3.529,0.783,23.494,0.000,0.000
0.0973,2.061,3.529,0.783,23.494,0.000,0.000
0.1292,2.061,3.529,0.783,23.494,0.000,0.000
0.1629,2.061,3.529,0.783,23.494,0.000,0.000
0.1982,2.061,3.529,0.783,23.494,0.000,0.000
0.2309,2.061,3.529,0.783,23.494,0.000,0.000
0.2607,2.061,3.529,0.783,23.494,0.000,0.000
0.2999,2.061,3.529,0.783,23.494,0.000,0.000
0.3289,2.061,3.529,0.783,23.494,0.000,0.000
0.3631,2.061,3.529,0.783,23.494,0.000,0.000
0.3972,2.061,3.529,0.783,23.494,0.000,0.000
0.4300,2.061,3.529,0.783,23.494,0.000,0.000
0.4614,2.061,3.529,0.783,23.494,0.000,0.000
0.4977,2.061,3.529,0.783,23.494,0.000,0.000
0.5293,2.061,3.529,0.783,23.494,0.000,0.000
0.5634,2.061,3.529,0.783,23.494,0.000,0.000
0.5971,2.061,3.529,0.783,23.494,0.000,0.000
0.6257,2.061,3.529,0.783,23.494,0.000,0.000
0.6627,2.061,3.529,0.783,23.494,0.000,0.000
0.6990,2.061,3.529,0.783,23.494,0.000,0.000
0.7311,2.061,3.529,0.783,23.494,0.000,0.000
0.7642,2.061,3.529,0.783,23.494,0.000,0.000
0.7962,2.061,3.529,0.783,23.494,0.000,0.000
0.8306,2.061,3.529,0.783,23.494,0.000,0.000
0.8638,2.061,3.529,0.783,23.494,0.000,0.000
0.8988,2.061,3.529,0.783,23.494,0.000,0.000
0.9329,2.061,3.529,0.783,23.494,0.000,0.000
0.9625,2.061,3.529,0.783,23.494,0.000,0.000
0.9973,2.061,3.529,0.783,23.494,0.000,0.000
1.0304,2.061,3.529,0.783,23.494,0.000,0.000
1.0641,2.061,3.529,0.783,23.494,0.000,0.000
1.0961,2.061,3.529,0.783,23.494,0.000,0.000
1.1313,2.061,3.529,0.783,23.494,0.000,0.000
1.1642,2.061,3.529,0.783,23.494,0.000,0.000
1.1959,2.061,3.529,0.783,23.494,0.000,0.000
1.2331,2.061,3.529,0.783,23.494,0.000,0.000
1.2635,2.061,3.529,0.783,23.494,0.000,0.000
1.3005,2.058,3.529,0.940,23.494,0.000,0.000
1.3360,2.061,3.529,0.783,23.494,0.000,0.000
1.3636,2.061,3.529,0.783,23.494,0.000,0.000
1.3983,2.061,3.529,0.783,23.494,0.000,0.000
1.4339,2.061,3.529,0.783,23.494,0.000,0.000
1.4635,2.061,3.529,0.783,23.494,0.000,0.000
1.4974,2.061,3.529,0.783,23.494,0.000,0.000
1.5296,2.058,3.529,0.940,23.494,0.000,0.000
1.5643,2.061,3.369,0.783,23.494,0.000,0.000
1.5992,2.061,3.529,0.783,23.494,0.000,0.000
1.6300,2.061,3.529,0.783,23.494,0.000,0.000
1.6637,2.061,3.529,0.783,23.494,0.000,0.000
1.6967,2.061,3.529,0.783,23.494,0.000,0.000
1.7297,2.061,3.529,0.783,23.494,0.000,0.000
1.7633,2.061,3.529,0.783,23.494,0.000,0.000
1.7967,2.061,3.529,0.783,23.494,0.000,0.000
1.8296,2.058,3.529,0.940,23.494,0.000,0.000
1.8607,2.061,3.529,0.783,23.494,0.000,0.000
1.9004,2.061,3.529,0.783,23.494,0.000,0.000
1.9320,2.061,3.529,0.783,23.494,0.000,0.000
1.9649,2.061,3.529,0.783,23.494,0.000,0.000
1.9961,2.061,3.529,0.783,23.494,0.000,0.000
2.0342,2.061,3.529,0.783,23.494,0.000,0.000
2.0669,2.061,3.529,0.783,23.494,0.000,0.000
2.0991,2.061,3.529,0.783,23.494,0.000,0.000
2.1293,2.061,3.529,0.783,23.494,0.000,0.000
2.1637,2.058,3.529,0.940,23.494,0.000,0.000
2.1977,2.061,3.529,0.783,23.494,0.000,0.000
2.2332,2.061,3.529,0.783,23.494,0.000,0.000
2.2636,2.061,3.529,0.783,23.494,0.000,0.000
2.2980,2.061,3.529,0.783,23.494,0.000,0.000
2.3333,2.061,3.529,0.783,23.494,0.000,0.000
2.3659,2.061,3.529,0.783,23.494,0.000,0.000
2.3994,2.061,3.529,0.783,23.494,0.000,0.000
2.4327,2.061,3.529,0.783,23.494,0.000,0.000
2.4652,2.061,3.529,0.783,23.494,0.000,0.000
2.5012,2.061,3.529,0.783,23.494,0.000,0.000
2.5310,2.061,3.529,0.783,23.494,0.000,0.000
2.5647,2.061,3.529,0.783,23.494,0.000,0.000
2.6001,2.061,3.529,0.783,23.494,0.000,0.000
2.6321,2.061,3.529,0.783,23.494,0.000,0.000
2.6635,2.061,3.529,0.783,23.494,0.000,0.000
2.6987,2.061,3.529,0.783,23.494,0.000,0.000
2.7349,2.061,3.529,0.783,23.494,0.000,0.000
2.7643,2.061,3.529,0.783,23.494,0.000,0.000
2.8031,2.061,3.529,0.783,23.494,0.000,0.000
2.8327,2.061,3.529,0.783,23.494,0.000,0.000
2.8661,2.058,3.529,0.940,23.494,0.000,0.000
2.9001,2.061,3.529,0.783,23.494,0.000,0.000
2.9315,2.061,3.529,0.783,23.494,0.000,0.000
2.9660,2.061,3.529,0.783,23.494,0.000,0.000
2.9990,2.061,3.529,0.783,23.494,0.000,0.000
3.0325,2.061,3.529,0.783,23.494,0.000,0.000
3.0652,2.061,3.529,0.783,23.494,0.000,0.000
3.1008,2.061,3.529,0.783,23.494,0.000,0.000
3.1339,2.061,3.529,0.783,23.494,0.000,0.000
3.1660,2.061,3.529,0.783,23.494,0.000,0.000
3.2001,2.061,3.529,0.783,23.494,0.000,0.000
3.2337,2.061,3.529,0.783,23.494,0.000,0.000
3.2652,2.061,3.369,0.783,23.494,0.000,0.000
3.2980,2.061,3.369,0.783,23.494,0.000,0.000
3.3306,2.061,3.529,0.783,23.494,0.000,0.000
3.3644,2.061,3.369,0.783,23.494,0.000,0.000
3.3994,2.061,3.369,0.783,23.494,0.000,0.000
3.4355,2.061,3.529,0.783,23.494,0.000,0.000
3.4648,2.061,3.529,0.783,23.494,0.000,0.000
3.5010,2.061,3.529,0.783,23.494,0.000,0.000
3.5342,2.061,3.529,0.783,23.494,0.000,0.000
3.5657,2.061,3.529,0.783,23.494,0.000,0.000
3.5995,2.061,3.529,0.783,23.494,0.000,0.000
3.6319,2.061,3.529,0.783,23.494,0.000,0.000
3.6649,2.061,3.529,0.783,23.494,0.000,0.000
3.7050,2.061,3.529,0.783,23.494,0.000,0.000
3.7360,2.061,3.529,0.783,23.494,0.000,0.000
3.7672,2.061,3.529,0.783,23.494,0.000,0.000
3.8044,2.061,3.529,0.783,23.494,0.000,0.000
3.8331,2.061,3.529,0.783,23.494,0.000,0.000
3.8662,2.061,3.529,0.783,23.494,0.000,0.000
3.9005,2.061,3.529,0.783,23.494,0.000,0.000
3.9342,2.061,3.529,0.783,23.494,0.000,0.000
3.9642,2.061,3.529,0.783,23.494,0.000,0.000
3.9995,2.061,3.529,0.783,23.494,0.000,0.000
4.0338,2.061,3.529,0.783,23.494,0.000,0.000
4.0702,2.061,3.529,0.783,23.494,0.000,0.000
4.1009,2.061,3.529,0.783,23.494,0.000,0.000
4.1327,2.061,3.529,0.783,23.494,0.000,0.000
4.1654,2.061,3.529,0.783,23.494,0.000,0.000
4.2026,2.061,3.529,0.783,23.494,0.000,0.000
4.2333,2.061,3.529,0.783,23.494,0.000,0.000
4.2672,2.061,3.529,0.783,23.494,0.000,0.000
4.2988,2.061,3.529,0.783,23.494,0.000,0.000
4.3327,2.061,3.529,0.783,23.494,0.000,0.000
4.3660,2.061,3.529,0.783,23.494,0.000,0.000
4.4010,2.061,3.529,0.783,23.494,0.000,0.000
4.4330,2.061,3.529,0.783,23.494,0.000,0.000
4.4648,2.061,3.529,0.783,23.494,0.000,0.000
4.4996,2.061,3.529,0.783,23.494,0.000,0.000
