t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
0.0202,2.073,3.569,0.630,23.614,0.000,0.000
0.0644,2.073,3.412,0.630,23.457,0.000,0.000
0.0980,2.070,3.572,0.787,23.457,0.000,0.000
0.1302,2.073,3.730,0.630,23.614,0.000,0.000
0.1644,2.073,3.572,0.630,23.457,0.000,0.000
0.1989,2.073,3.569,0.630,23.614,0.000,0.000
0.2336,2.070,3.572,0.787,23.457,0.000,0.000
0.2657,2.073,3.409,0.630,23.614,0.000,0.000
0.2974,2.073,3.412,0.630,23.457,0.000,0.000
0.3294,2.070,3.572,0.787,23.457,0.000,0.000
0.3630,2.073,3.572,0.630,23.457,0.000,0.000
0.3960,2.070,3.572,0.787,23.457,0.000,0.000
0.4285,2.073,3.572,0.630,23.457,0.000,0.000
0.4644,2.073,3.412,0.630,23.457,0.000,0.000
0.4976,2.070,3.572,0.787,23.457,0.000,0.000
0.5288,2.070,3.572,0.787,23.457,0.000,0.000
0.5641,2.070,3.569,0.787,23.614,0.000,0.000
0.5963,2.070,3.572,0.787,23.457,0.000,0.000
0.6312,2.070,3.572,0.787,23.457,0.000,0.000
0.6626,2.073,3.572,0.630,23.457,0.000,0.000
0.6983,2.073,3.412,0.630,23.457,0.000,0.000
0.7313,2.070,3.412,0.787,23.457,0.000,0.000
0.7635,2.070,3.572,0.787,23.457,0.000,0.000
0.7997,2.073,3.572,0.630,23.457,0.000,0.000
0.8329,2.073,3.412,0.630,23.457,0.000,0.000
0.8658,2.073,3.412,0.630,23.457,0.000,0.000
0.8983,2.070,3.412,0.787,23.457,0.000,0.000
0.9335,2.073,3.572,0.630,23.457,0.000,0.000
0.9621,2.073,3.412,0.630,23.457,0.000,0.000
0.9845,2.073,3.412,0.630,23.457,0.000,0.000
1.0327,2.070,3.572,0.787,23.457,0.000,0.000
1.0646,2.070,3.572,0.787,23.457,0.000,0.000
1.1024,2.070,3.572,0.787,23.457,0.000,0.000
1.1304,2.073,3.572,0.630,23.457,0.000,0.000
1.1516,2.073,3.572,0.630,23.457,0.000,0.000
1.1977,2.073,3.572,0.630,23.457,0.000,0.000
1.2297,2.070,3.572,0.787,23.457,0.000,0.000
1.2658,2.070,3.572,0.787,23.457,0.000,0.000
1.2981,2.073,3.412,0.630,23.457,0.000,0.000
1.3281,2.073,3.569,0.630,23.614,0.000,0.000
1.3643,2.073,3.572,0.630,23.457,0.000,0.000
1.3973,2.070,3.412,0.787,23.457,0.000,0.000
1.4321,2.070,3.572,0.787,23.457,0.000,0.000
1.4541,2.070,3.572,0.787,23.457,0.000,0.000
1.5004,2.070,3.572,0.787,23.457,0.000,0.000
1.5238,2.070,3.572,0.787,23.457,0.000,0.000
1.5688,2.070,3.572,0.787,23.457,0.000,0.000
1.5969,2.070,3.412,0.787,23.457,0.000,0.000
1.6331,2.070,3.572,0.787,23.457,0.000,0.000
1.6650,2.073,3.730,0.630,23.614,0.000,0.000
1.6990,2.070,3.572,0.787,23.457,0.000,0.000
1.7290,2.070,3.572,0.787,23.457,0.000,0.000
1.7646,2.073,3.572,0.630,23.457,0.000,0.000
