t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
0.0380,2.069,3.538,0.786,23.426,0.000,0.000
0.0719,2.069,3.378,0.786,23.426,0.000,0.000
0.1023,2.069,3.696,0.786,23.583,0.000,0.000
0.1329,2.069,3.535,0.786,23.583,0.000,0.000
0.1731,2.069,3.378,0.786,23.426,0.000,0.000
0.2010,2.069,3.535,0.786,23.583,0.000,0.000
0.2340,2.069,3.378,0.786,23.426,0.000,0.000
0.2669,2.069,3.535,0.786,23.583,0.000,0.000
0.3071,2.069,3.535,0.786,23.583,0.000,0.000
0.3338,2.069,3.535,0.786,23.583,0.000,0.000
0.3697,2.069,3.378,0.786,23.426,0.000,0.000
0.4009,2.069,3.535,0.786,23.583,0.000,0.000
0.4323,2.069,3.535,0.786,23.583,0.000,0.000
0.4692,2.069,3.538,0.786,23.426,0.000,0.000
0.5020,2.069,3.378,0.786,23.426,0.000,0.000
0.5332,2.069,3.378,0.786,23.426,0.000,0.000
0.5681,2.069,3.378,0.786,23.426,0.000,0.000
0.6029,2.069,3.538,0.786,23.426,0.000,0.000
0.6354,2.069,3.378,0.786,23.426,0.000,0.000
0.6709,2.069,3.696,0.786,23.583,0.000,0.000
0.6998,2.069,3.696,0.786,23.583,0.000,0.000
0.7354,2.069,3.538,0.786,23.426,0.000,0.000
0.7692,2.069,3.378,0.786,23.426,0.000,0.000
0.8036,2.069,3.378,0.786,23.426,0.000,0.000
0.8341,2.069,3.378,0.786,23.426,0.000,0.000
0.8695,2.069,3.378,0.786,23.426,0.000,0.000
0.9006,2.069,3.378,0.786,23.426,0.000,0.000
0.9367,2.069,3.378,0.786,23.426,0.000,0.000
0.9688,2.069,3.378,0.786,23.426,0.000,0.000
1.0028,2.069,3.378,0.786,23.426,0.000,0.000
1.0363,2.069,3.378,0.786,23.426,0.000,0.000
1.0689,2.069,3.535,0.786,23.583,0.000,0.000
1.1019,2.069,3.538,0.786,23.426,0.000,0.000
1.1364,2.069,3.538,0.786,23.426,0.000,0.000
1.1686,2.069,3.378,0.786,23.426,0.000,0.000
1.2004,2.069,3.378,0.786,23.426,0.000,0.000
1.2350,2.069,3.538,0.786,23.426,0.000,0.000
1.2705,2.069,3.378,0.786,23.426,0.000,0.000
1.3005,2.069,3.538,0.786,23.426,0.000,0.000
1.3358,2.069,3.378,0.786,23.426,0.000,0.000
1.3689,2.069,3.538,0.786,23.426,0.000,0.000
1.3999,2.069,3.538,0.786,23.426,0.000,0.000
1.4378,2.069,3.378,0.786,23.426,0.000,0.000
1.4681,2.069,3.378,0.786,23.426,0.000,0.000
1.5015,2.069,3.378,0.786,23.426,0.000,0.000
1.5355,2.069,3.378,0.786,23.426,0.000,0.000
1.5702,2.069,3.535,0.786,23.583,0.000,0.000
1.6038,2.069,3.375,0.786,23.583,0.000,0.000
1.6368,2.069,3.538,0.786,23.426,0.000,0.000
1.6715,2.069,3.538,0.786,23.426,0.000,0.000
1.7023,2.069,3.538,0.786,23.426,0.000,0.000
1.7390,2.069,3.378,0.786,23.426,0.000,0.000
1.7686,2.069,3.378,0.786,23.426,0.000,0.000
1.8047,2.069,3.538,0.786,23.426,0.000,0.000
1.8361,2.069,3.538,0.786,23.426,0.000,0.000
1.8706,2.069,3.538,0.786,23.426,0.000,0.000
1.9025,2.069,3.378,0.786,23.426,0.000,0.000
1.9367,2.069,3.538,0.786,23.426,0.000,0.000
1.9729,2.069,3.378,0.786,23.426,0.000,0.000
2.0029,2.069,3.378,0.786,23.426,0.000,0.000
2.0348,2.069,3.378,0.786,23.426,0.000,0.000
2.0701,2.069,3.378,0.786,23.426,0.000,0.000
2.1023,2.069,3.378,0.786,23.426,0.000,0.000
2.1357,2.069,3.378,0.786,23.426,0.000,0.000
2.1716,2.069,3.538,0.786,23.426,0.000,0.000
2.2053,2.069,3.538,0.786,23.426,0.000,0.000
2.2393,2.069,3.538,0.786,23.426,0.000,0.000
2.2703,2.069,3.378,0.786,23.426,0.000,0.000
2.3048,2.069,3.378,0.786,23.426,0.000,0.000
2.3371,2.069,3.378,0.786,23.426,0.000,0.000
2.3707,2.069,3.378,0.786,23.426,0.000,0.000
2.4006,2.069,3.378,0.786,23.426,0.000,0.000
2.4375,2.069,3.538,0.786,23.426,0.000,0.000
2.4702,2.069,3.538,0.786,23.426,0.000,0.000
2.5071,2.069,3.378,0.786,23.426,0.000,0.000
2.5332,2.069,3.378,0.786,23.426,0.000,0.000
2.5714,2.069,3.378,0.786,23.426,0.000,0.000
2.6032,2.069,3.378,0.786,23.426,0.000,0.000
2.6351,2.069,3.378,0.786,23.426,0.000,0.000
2.6710,2.069,3.535,0.786,23.583,0.000,0.000
2.7068,2.069,3.378,0.786,23.426,0.000,0.000
2.7367,2.069,3.378,0.786,23.426,0.000,0.000
2.7720,2.069,3.378,0.786,23.426,0.000,0.000
2.8031,2.069,3.378,0.786,23.426,0.000,0.000
2.8353,2.069,3.538,0.786,23.426,0.000,0.000
2.8717,2.069,3.378,0.786,23.426,0.000,0.000
2.9025,2.069,3.378,0.786,23.426,0.000,0.000
2.9344,2.069,3.378,0.786,23.426,0.000,0.000
2.9694,2.069,3.378,0.786,23.426,0.000,0.000
3.0058,2.069,3.535,0.786,23.583,0.000,0.000
3.0392,2.069,3.378,0.786,23.426,0.000,0.000
3.0725,2.069,3.378,0.786,23.426,0.000,0.000
3.1040,2.069,3.378,0.786,23.426,0.000,0.000
3.1367,2.069,3.378,0.786,23.426,0.000,0.000
3.1715,2.069,3.696,0.786,23.583,0.000,0.000
3.2041,2.069,3.378,0.786,23.426,0.000,0.000
3.2389,2.069,3.378,0.786,23.426,0.000,0.000
3.2708,2.069,3.538,0.786,23.426,0.000,0.000
