Time,Position (x)
14.7833,-1.79934
14.8,-1.80651
14.8167,-1.81404
14.8333,-1.82207
14.85,-1.83047
14.8667,-1.83924
14.8833,-1.84831
14.9,-1.85771
14.9167,-1.86756
14.9333,-1.87788
14.95,-1.88854
14.9667,-1.89957
14.9833,-1.91092
15,-1.92266
15.0167,-1.93488
15.0333,-1.94747
15.05,-1.96037
15.0667,-1.9736
15.0833,-1.98731
15.1,-2.00141
15.1167,-2.01023
15.1333,-2.01384
15.15,-2.01773
15.1667,-2.02185
15.1833,-2.02451
15.2,-2.02558
15.2167,-2.02671
15.2333,-2.02958
15.25,-2.03417
15.2667,-2.03881
15.2833,-2.0435
15.3,-2.04824
15.3167,-2.05218
15.3333,-2.05532
15.35,-2.0585
15.3667,-2.06199
15.3833,-2.06579
15.4,-2.06973
15.4167,-2.07381
15.4333,-2.07797
15.45,-2.07965
15.4667,-2.07904
15.4833,-2.07887
15.5,-2.07906
15.5167,-2.07913
15.5333,-2.07904
15.55,-2.07902
15.5667,-2.07899
15.5833,-2.07895
15.6,-2.07802
15.6167,-2.07634
15.6333,-2.07464
15.65,-2.07266
15.6667,-2.07037
15.6833,-2.06776
15.7,-2.06478
15.7167,-2.06148
15.7333,-2.0578
15.75,-2.05374
15.7667,-2.04934
15.7833,-2.04459
15.8,-2.0412
15.8167,-2.03933
15.8333,-2.03745
15.85,-2.03554
15.8667,-2.0336
15.8833,-2.03153
15.9,-2.02936
15.9167,-2.02725
15.9333,-2.0251
15.95,-2.02291
15.9667,-2.02067
15.9833,-2.01833
16,-2.01569
16.0167,-2.01274
16.0333,-2.00972
16.05,-2.00665
16.0667,-2.00351
16.0833,-2.00033
16.1,-1.99709
16.1167,-1.99463
16.1333,-1.99305
16.15,-1.9915
16.1667,-1.98967
16.1833,-1.98753
16.2,-1.98531
16.2167,-1.98306
16.2333,-1.98078
16.25,-1.97844
16.2667,-1.97603
16.2833,-1.97358
16.3,-1.97111
16.3167,-1.96862
16.3333,-1.96609
16.35,-1.96349
16.3667,-1.9608
16.3833,-1.95805
16.4,-1.9553
16.4167,-1.95258
16.4333,-1.94989
16.45,-1.94723
16.4667,-1.94456
16.4833,-1.94188
16.5,-1.93922
16.5167,-1.93656
16.5333,-1.934
16.55,-1.93159
16.5667,-1.92921
16.5833,-1.92701
16.6,-1.92503
16.6167,-1.92319
16.6333,-1.9215
16.65,-1.91994
16.6667,-1.91853
16.6833,-1.91667
16.7,-1.91428
16.7167,-1.91193
16.7333,-1.90961
16.75,-1.90723
16.7667,-1.90467
16.7833,-1.90191
16.8,-1.89907
16.8167,-1.89617
16.8333,-1.89323
16.85,-1.89032
16.8667,-1.88744
16.8833,-1.88448
16.9,-1.88142
16.9167,-1.87827
16.9333,-1.87565
16.95,-1.87369
16.9667,-1.87175
16.9833,-1.87002
