time_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
33.1188,0.000,43.500,0.000,23.500,0.000,0.000
33.1739,-1.174,43.465,0.000,23.500,0.000,0.000
33.3067,-0.526,43.493,0.000,23.500,0.000,0.000
33.3650,-0.554,43.496,-0.255,23.499,0.000,0.000
33.4170,-0.780,43.493,-0.359,23.497,0.000,0.000
33.4897,-0.779,43.493,-0.441,23.496,0.000,0.000
33.5424,-0.717,43.493,-0.263,23.499,0.000,0.000
33.5980,-0.661,43.495,-0.375,23.497,0.000,0.000
33.6502,-0.651,43.495,-0.367,23.497,0.000,0.000
33.7322,-0.657,43.495,-0.371,23.497,0.000,0.000
33.8096,-0.671,43.495,-0.379,23.497,0.000,0.000
33.8672,-0.690,43.495,-0.389,23.497,0.000,0.000
33.9502,-0.559,43.496,-0.403,23.497,0.000,0.000
34.0113,-0.717,43.493,-0.556,23.493,0.000,0.000
34.0929,-0.740,43.492,-0.573,23.493,0.000,0.000
34.1523,-0.614,43.495,-0.443,23.496,0.000,0.000
34.2148,-0.630,43.495,-0.455,23.496,0.000,0.000
34.2763,-0.642,43.495,-0.464,23.495,0.000,0.000
34.3328,-0.650,43.494,-0.470,23.495,0.000,0.000
34.3837,-0.655,43.494,-0.473,23.495,0.000,0.000
34.4380,-0.658,43.494,-0.476,23.495,0.000,0.000
34.5151,-0.660,43.494,-0.476,23.495,0.000,0.000
34.5924,-0.661,43.494,-0.476,23.495,0.000,0.000
34.6727,-0.688,43.494,-0.318,23.498,0.000,0.000
34.7255,-0.684,43.494,-0.318,23.498,0.000,0.000
34.8064,-0.682,43.495,-0.315,23.498,0.000,0.000
34.8841,-0.657,43.494,-0.473,23.495,0.000,0.000
34.9428,-0.681,43.495,-0.318,23.498,0.000,0.000
35.6663,-0.679,43.495,-0.315,23.498,0.000,0.000
35.7491,-0.703,43.492,-0.158,23.499,0.000,0.000
35.8255,-0.679,43.495,-0.315,23.498,0.000,0.000
35.8839,-0.657,43.494,-0.473,23.495,0.000,0.000
35.9404,-0.682,43.495,-0.315,23.498,0.000,0.000
35.9978,-0.682,43.495,-0.315,23.498,0.000,0.000
36.0557,-0.655,43.494,-0.470,23.495,0.000,0.000
36.1177,-0.655,43.494,-0.470,23.495,0.000,0.000
36.1998,-0.655,43.494,-0.470,23.495,0.000,0.000
36.2877,-0.653,43.494,-0.470,23.495,0.000,0.000
36.3682,-0.653,43.494,-0.470,23.495,0.000,0.000
36.4525,-0.653,43.494,-0.470,23.495,0.000,0.000
36.5336,-0.657,43.494,-0.473,23.495,0.000,0.000
36.5944,-0.653,43.494,-0.470,23.495,0.000,0.000
36.6757,-0.653,43.494,-0.470,23.495,0.000,0.000
36.7608,-0.653,43.494,-0.470,23.495,0.000,0.000
36.8311,-0.653,43.494,-0.470,23.495,0.000,0.000
36.9078,-0.657,43.494,-0.473,23.495,0.000,0.000
36.9643,-0.657,43.494,-0.473,23.495,0.000,0.000
37.0421,-0.658,43.494,-0.473,23.495,0.000,0.000
37.1244,-0.658,43.494,-0.473,23.495,0.000,0.000
37.1765,-0.709,43.492,-0.159,23.499,0.000,0.000
37.2294,-0.709,43.492,-0.159,23.499,0.000,0.000
37.2906,-0.709,43.492,-0.159,23.499,0.000,0.000
37.3761,-0.709,43.492,-0.159,23.499,0.000,0.000
37.4277,-0.684,43.494,-0.318,23.498,0.000,0.000
37.4847,-0.684,43.494,-0.318,23.498,0.000,0.000
37.5647,-0.682,43.495,-0.315,23.498,0.000,0.000
37.6174,-0.682,43.495,-0.315,23.498,0.000,0.000
37.6912,-0.682,43.495,-0.315,23.498,0.000,0.000
37.7409,-0.684,43.494,-0.313,23.498,0.000,0.000
37.8158,-0.684,43.494,-0.313,23.498,0.000,0.000
37.8650,-0.684,43.494,-0.313,23.498,0.000,0.000
37.9439,-4.307,43.164,-3.940,23.167,0.000,0.000
37.9975,-3.331,43.287,-3.147,23.288,0.000,0.000
38.0479,-2.370,43.380,-2.370,23.380,0.000,0.000
38.1241,-1.757,43.446,-1.574,23.447,0.000,0.000
38.1758,-1.134,43.480,-0.952,23.481,0.000,0.000
38.2505,-0.817,43.491,-0.635,23.491,0.000,0.000
38.3049,-0.655,43.494,-0.473,23.495,0.000,0.000
38.3809,-0.497,43.497,-0.315,23.498,0.000,0.000
38.4353,-0.340,43.499,-0.158,23.499,0.000,0.000
38.5113,-0.340,43.499,-0.158,23.499,0.000,0.000
38.5855,-0.340,43.499,-0.157,23.499,0.000,0.000
38.6402,-0.340,43.499,-0.157,23.499,0.000,0.000
38.7290,-0.340,43.499,-0.157,23.499,0.000,0.000
38.7874,-0.340,43.499,-0.157,23.499,0.000,0.000
38.8461,-0.497,43.497,-0.313,23.498,0.000,0.000
38.9112,-0.497,43.497,-0.313,23.498,0.000,0.000
38.9689,-0.497,43.497,-0.315,23.498,0.000,0.000
39.0494,-0.497,43.497,-0.315,23.498,0.000,0.000
39.1303,-0.499,43.497,-0.318,23.498,0.000,0.000
39.1858,-0.499,43.497,-0.318,23.498,0.000,0.000
39.2706,-0.681,43.495,-0.318,23.498,0.000,0.000
39.3283,-0.840,43.492,-0.476,23.495,0.000,0.000
39.4135,-0.840,43.492,-0.476,23.495,0.000,0.000
39.4686,-0.837,43.492,-0.473,23.495,0.000,0.000
39.5509,-0.837,43.492,-0.473,23.495,0.000,0.000
39.6053,-0.837,43.492,-0.473,23.495,0.000,0.000
39.6859,-0.837,43.492,-0.473,23.495,0.000,0.000
39.7699,-0.837,43.492,-0.473,23.495,0.000,0.000
39.8531,-0.837,43.492,-0.470,23.495,0.000,0.000
39.9399,-0.840,43.492,-0.473,23.495,0.000,0.000
40.0168,-0.840,43.492,-0.473,23.495,0.000,0.000
40.0702,-0.861,43.490,-0.315,23.498,0.000,0.000
40.1238,-0.837,43.492,-0.473,23.495,0.000,0.000
40.1969,-0.655,43.494,-0.473,23.495,0.000,0.000
40.2487,-0.655,43.494,-0.473,23.495,0.000,0.000
40.3268,-0.655,43.494,-0.473,23.495,0.000,0.000
40.5350,-0.497,43.497,-0.315,23.498,0.000,0.000
40.6094,-0.498,43.497,-0.318,23.498,0.000,0.000
40.6869,-0.476,43.495,-0.476,23.495,0.000,0.000
40.7653,-0.496,43.497,-0.315,23.498,0.000,0.000
40.8180,-0.496,43.497,-0.315,23.498,0.000,0.000
40.8944,-0.495,43.497,-0.313,23.498,0.000,0.000
40.9701,-0.497,43.497,-0.313,23.498,0.000,0.000
41.0255,-0.497,43.497,-0.313,23.498,0.000,0.000
41.0974,-0.497,43.497,-0.313,23.498,0.000,0.000
41.1742,-0.497,43.497,-0.313,23.498,0.000,0.000
41.2496,-0.524,43.496,-0.157,23.499,0.000,0.000
41.3289,-0.521,43.496,-0.158,23.499,0.000,0.000
41.4053,-0.703,43.492,-0.158,23.499,0.000,0.000
41.4809,-0.698,43.492,-0.158,23.499,0.000,0.000
41.5600,-0.676,43.495,-0.315,23.498,0.000,0.000
41.6340,-0.676,43.495,-0.315,23.498,0.000,0.000
41.7185,-0.676,43.495,-0.315,23.498,0.000,0.000
41.8003,-0.833,43.492,-0.473,23.495,0.000,0.000
41.8830,-0.833,43.492,-0.473,23.495,0.000,0.000
41.9637,-0.856,43.491,-0.315,23.498,0.000,0.000
42.0252,-0.833,43.492,-0.473,23.495,0.000,0.000
42.1032,-0.837,43.492,-0.476,23.495,0.000,0.000
42.1802,-0.837,43.492,-0.476,23.495,0.000,0.000
42.2367,-0.840,43.492,-0.476,23.495,0.000,0.000
42.3160,-0.840,43.492,-0.476,23.495,0.000,0.000
42.3768,-0.657,43.494,-0.473,23.495,0.000,0.000
42.4696,-0.682,43.495,-0.315,23.498,0.000,0.000
42.5314,-0.657,43.494,-0.473,23.495,0.000,0.000
42.6156,-0.657,43.494,-0.473,23.495,0.000,0.000
42.6741,-0.658,43.494,-0.473,23.495,0.000,0.000
42.7540,-0.657,43.494,-0.473,23.495,0.000,0.000
42.8314,-0.657,43.494,-0.473,23.495,0.000,0.000
42.8948,-0.499,43.497,-0.315,23.498,0.000,0.000
42.9745,-0.499,43.497,-0.315,23.498,0.000,0.000
43.0347,-0.497,43.497,-0.315,23.498,0.000,0.000
43.1169,-0.498,43.497,-0.318,23.498,0.000,0.000
43.1963,-0.496,43.497,-0.315,23.498,0.000,0.000
43.2721,-0.496,43.497,-0.315,23.498,0.000,0.000
43.3491,-0.496,43.497,-0.315,23.498,0.000,0.000
43.4275,-0.497,43.497,-0.315,23.498,0.000,0.000
43.5035,-0.679,43.495,-0.315,23.498,0.000,0.000
43.5564,-0.679,43.495,-0.315,23.498,0.000,0.000
43.6325,-0.680,43.495,-0.313,23.498,0.000,0.000
43.7085,-0.680,43.495,-0.313,23.498,0.000,0.000
43.7618,-0.680,43.495,-0.313,23.498,0.000,0.000
43.8361,-0.834,43.492,-0.467,23.495,0.000,0.000
43.9100,-0.861,43.490,-0.311,23.498,0.000,0.000
43.9861,-0.864,43.490,-0.313,23.498,0.000,0.000
44.0590,-0.837,43.492,-0.473,23.495,0.000,0.000
44.1134,-0.837,43.492,-0.470,23.495,0.000,0.000
44.1676,-0.837,43.492,-0.470,23.495,0.000,0.000
44.2442,-0.837,43.492,-0.470,23.495,0.000,0.000
44.3274,-0.837,43.492,-0.470,23.495,0.000,0.000
44.4015,-0.653,43.494,-0.470,23.495,0.000,0.000
44.4541,-0.653,43.494,-0.470,23.495,0.000,0.000
44.5306,-0.677,43.495,-0.313,23.498,0.000,0.000
44.6039,-0.676,43.495,-0.315,23.498,0.000,0.000
44.6768,-0.679,43.495,-0.315,23.498,0.000,0.000
44.7651,-0.679,43.495,-0.315,23.498,0.000,0.000
44.8269,-0.655,43.494,-0.473,23.495,0.000,0.000
44.9049,-0.497,43.497,-0.315,23.498,0.000,0.000
44.9889,-0.497,43.497,-0.315,23.498,0.000,0.000
45.0657,-0.497,43.497,-0.315,23.498,0.000,0.000
45.1231,-0.497,43.497,-0.315,23.498,0.000,0.000
45.2019,-0.497,43.497,-0.315,23.498,0.000,0.000
45.2819,-0.497,43.497,-0.315,23.498,0.000,0.000
45.3473,-0.470,43.495,-0.470,23.495,0.000,0.000
45.4315,-0.470,43.495,-0.470,23.495,0.000,0.000
45.5145,-0.652,43.494,-0.470,23.495,0.000,0.000
45.5915,-0.679,43.495,-0.315,23.498,0.000,0.000
45.6670,-0.679,43.495,-0.315,23.498,0.000,0.000
45.7411,-0.680,43.495,-0.313,23.498,0.000,0.000
45.8154,-0.707,43.492,-0.157,23.499,0.000,0.000
45.8676,-0.864,43.490,-0.313,23.498,0.000,0.000
45.9344,-0.837,43.492,-0.470,23.495,0.000,0.000
46.0043,-0.837,43.492,-0.470,23.495,0.000,0.000
46.0714,-0.837,43.492,-0.470,23.495,0.000,0.000
46.1412,-0.864,43.490,-0.313,23.498,0.000,0.000
46.1884,-0.861,43.490,-0.311,23.498,0.000,0.000
46.2548,-0.834,43.492,-0.467,23.495,0.000,0.000
46.3275,-0.834,43.492,-0.467,23.495,0.000,0.000
46.3990,-0.650,43.495,-0.467,23.495,0.000,0.000
46.4664,-0.652,43.495,-0.467,23.495,0.000,0.000
46.5344,-0.652,43.495,-0.467,23.495,0.000,0.000
46.6010,-0.652,43.495,-0.467,23.495,0.000,0.000
46.6675,-0.652,43.495,-0.467,23.495,0.000,0.000
46.7350,-0.653,43.494,-0.470,23.495,0.000,0.000
46.8007,-0.657,43.494,-0.473,23.495,0.000,0.000
46.8692,-0.499,43.497,-0.315,23.498,0.000,0.000
46.9368,-0.499,43.497,-0.315,23.498,0.000,0.000
47.0021,-0.499,43.497,-0.315,23.498,0.000,0.000
47.0680,-0.499,43.497,-0.315,23.498,0.000,0.000
47.1368,-0.499,43.497,-0.315,23.498,0.000,0.000
47.2052,-0.499,43.497,-0.315,23.498,0.000,0.000
47.2718,-0.525,43.496,-0.158,23.499,0.000,0.000
47.3425,-0.525,43.496,-0.158,23.499,0.000,0.000
47.4127,-0.703,43.492,-0.158,23.499,0.000,0.000
47.4594,-0.703,43.492,-0.158,23.499,0.000,0.000
47.5258,-0.703,43.492,-0.158,23.499,0.000,0.000
47.5791,-0.703,43.492,-0.158,23.499,0.000,0.000
47.6524,-0.703,43.492,-0.158,23.499,0.000,0.000
47.7079,-0.861,43.490,-0.315,23.498,0.000,0.000
47.7598,-0.864,43.490,-0.313,23.498,0.000,0.000
47.8316,-0.837,43.492,-0.470,23.495,0.000,0.000
47.9064,-0.837,43.492,-0.470,23.495,0.000,0.000
47.9603,-0.837,43.492,-0.470,23.495,0.000,0.000
48.0326,-0.837,43.492,-0.470,23.495,0.000,0.000
48.0973,-0.833,43.492,-0.470,23.495,0.000,0.000
48.1648,-0.837,43.492,-0.470,23.495,0.000,0.000
48.2321,-0.653,43.494,-0.470,23.495,0.000,0.000
48.3009,-0.653,43.494,-0.470,23.495,0.000,0.000
48.3474,-0.653,43.494,-0.470,23.495,0.000,0.000
48.4165,-0.653,43.494,-0.470,23.495,0.000,0.000
48.4876,-0.653,43.494,-0.470,23.495,0.000,0.000
48.5626,-0.653,43.494,-0.470,23.495,0.000,0.000
48.6318,-0.653,43.494,-0.470,23.495,0.000,0.000
48.7012,-0.497,43.497,-0.313,23.498,0.000,0.000
48.7678,-0.497,43.497,-0.313,23.498,0.000,0.000
48.8348,-0.473,43.495,-0.473,23.495,0.000,0.000
48.9023,-0.473,43.495,-0.473,23.495,0.000,0.000
48.9704,-0.497,43.497,-0.315,23.498,0.000,0.000
49.0422,-0.497,43.497,-0.315,23.498,0.000,0.000
49.1114,-0.497,43.497,-0.315,23.498,0.000,0.000
49.1779,-0.521,43.496,-0.158,23.499,0.000,0.000
49.2463,-0.679,43.495,-0.315,23.498,0.000,0.000
49.3131,-0.679,43.495,-0.315,23.498,0.000,0.000
49.3850,-0.679,43.495,-0.315,23.498,0.000,0.000
49.4445,-0.679,43.495,-0.315,23.498,0.000,0.000
49.5554,-0.679,43.495,-0.315,23.498,0.000,0.000
49.6261,-0.837,43.492,-0.473,23.495,0.000,0.000
49.6692,-0.837,43.492,-0.473,23.495,0.000,0.000
49.7367,-0.861,43.490,-0.315,23.498,0.000,0.000
49.8026,-0.837,43.492,-0.470,23.495,0.000,0.000
49.8465,-0.837,43.492,-0.470,23.495,0.000,0.000
49.9020,-0.834,43.492,-0.467,23.495,0.000,0.000
49.9522,-0.834,43.492,-0.467,23.495,0.000,0.000
50.0022,-0.834,43.492,-0.467,23.495,0.000,0.000
50.0534,-0.650,43.495,-0.467,23.495,0.000,0.000
50.1212,-0.650,43.495,-0.467,23.495,0.000,0.000
50.1859,-0.650,43.495,-0.467,23.495,0.000,0.000
50.2306,-0.650,43.495,-0.467,23.495,0.000,0.000
50.2756,-0.650,43.495,-0.467,23.495,0.000,0.000
50.3467,-0.626,43.492,-0.626,23.492,0.000,0.000
52.6330,-0.653,43.494,-0.470,23.495,0.000,0.000
52.7090,-0.497,43.497,-0.315,23.498,0.000,0.000
52.7682,-0.496,43.497,-0.315,23.498,0.000,0.000
52.8462,-0.496,43.497,-0.315,23.498,0.000,0.000
52.9156,-0.496,43.497,-0.315,23.498,0.000,0.000
52.9900,-0.496,43.497,-0.315,23.498,0.000,0.000
53.0679,-0.496,43.497,-0.315,23.498,0.000,0.000
53.1515,-0.496,43.497,-0.315,23.498,0.000,0.000
53.2348,-0.496,43.497,-0.315,23.498,0.000,0.000
53.2870,-0.679,43.495,-0.315,23.498,0.000,0.000
53.3368,-0.677,43.495,-0.313,23.498,0.000,0.000
53.4176,-0.702,43.492,-0.157,23.499,0.000,0.000
53.4873,-0.706,43.492,-0.156,23.499,0.000,0.000
53.5402,-0.706,43.492,-0.156,23.499,0.000,0.000
53.6160,-0.861,43.490,-0.311,23.498,0.000,0.000
53.6815,-0.834,43.492,-0.467,23.495,0.000,0.000
53.7460,-0.830,43.492,-0.467,23.495,0.000,0.000
53.7947,-0.830,43.492,-0.467,23.495,0.000,0.000
53.8642,-0.830,43.492,-0.467,23.495,0.000,0.000
53.9311,-0.833,43.492,-0.473,23.495,0.000,0.000
53.9979,-0.833,43.492,-0.473,23.495,0.000,0.000
54.0504,-0.833,43.492,-0.473,23.495,0.000,0.000
54.1201,-0.653,43.494,-0.473,23.495,0.000,0.000
54.1908,-0.653,43.494,-0.473,23.495,0.000,0.000
54.2635,-0.631,43.492,-0.631,23.492,0.000,0.000
54.3324,-0.655,43.494,-0.473,23.495,0.000,0.000
54.3979,-0.652,43.494,-0.470,23.495,0.000,0.000
54.4428,-0.652,43.494,-0.470,23.495,0.000,0.000
54.5133,-0.652,43.494,-0.470,23.495,0.000,0.000
54.5798,-0.495,43.497,-0.313,23.498,0.000,0.000
54.6252,-0.470,43.495,-0.470,23.495,0.000,0.000
54.6919,-0.473,43.495,-0.473,23.495,0.000,0.000
54.7581,-0.497,43.497,-0.315,23.498,0.000,0.000
54.8243,-0.497,43.497,-0.313,23.498,0.000,0.000
54.8711,-0.497,43.497,-0.313,23.498,0.000,0.000
54.9157,-0.497,43.497,-0.313,23.498,0.000,0.000
54.9582,-0.497,43.497,-0.313,23.498,0.000,0.000
55.0253,-0.678,43.495,-0.311,23.498,0.000,0.000
55.0918,-0.680,43.495,-0.313,23.498,0.000,0.000
55.1400,-0.680,43.495,-0.313,23.498,0.000,0.000
55.2049,-0.680,43.495,-0.313,23.498,0.000,0.000
55.2703,-0.680,43.495,-0.313,23.498,0.000,0.000
55.3371,-0.837,43.492,-0.470,23.495,0.000,0.000
55.3823,-0.810,43.491,-0.626,23.492,0.000,0.000
55.4513,-0.837,43.492,-0.470,23.495,0.000,0.000
55.5232,-0.837,43.492,-0.470,23.495,0.000,0.000
55.5930,-0.837,43.492,-0.470,23.495,0.000,0.000
55.6443,-0.837,43.492,-0.470,23.495,0.000,0.000
55.6901,-0.833,43.492,-0.470,23.495,0.000,0.000
55.7543,-0.833,43.492,-0.473,23.495,0.000,0.000
55.7988,-0.652,43.494,-0.470,23.495,0.000,0.000
55.8456,-0.652,43.494,-0.470,23.495,0.000,0.000
55.9153,-0.652,43.494,-0.470,23.495,0.000,0.000
55.9614,-0.652,43.494,-0.470,23.495,0.000,0.000
56.0266,-0.652,43.494,-0.470,23.495,0.000,0.000
56.0920,-0.655,43.494,-0.473,23.495,0.000,0.000
56.1562,-0.655,43.494,-0.473,23.495,0.000,0.000
56.2043,-0.497,43.497,-0.315,23.498,0.000,0.000
56.2743,-0.497,43.497,-0.315,23.498,0.000,0.000
56.3393,-0.499,43.497,-0.315,23.498,0.000,0.000
56.4064,-0.497,43.497,-0.315,23.498,0.000,0.000
56.4729,-0.497,43.497,-0.315,23.498,0.000,0.000
56.5454,-0.497,43.497,-0.315,23.498,0.000,0.000
56.5905,-0.497,43.497,-0.315,23.498,0.000,0.000
56.6587,-0.497,43.497,-0.315,23.498,0.000,0.000
56.7246,-0.679,43.495,-0.315,23.498,0.000,0.000
56.7916,-0.680,43.495,-0.313,23.498,0.000,0.000
56.8386,-0.680,43.495,-0.313,23.498,0.000,0.000
56.9078,-0.680,43.495,-0.313,23.498,0.000,0.000
56.9721,-0.678,43.495,-0.311,23.498,0.000,0.000
57.0163,-0.864,43.490,-0.313,23.498,0.000,0.000
57.0641,-0.837,43.492,-0.470,23.495,0.000,0.000
57.1316,-0.837,43.492,-0.470,23.495,0.000,0.000
57.1974,-0.837,43.492,-0.470,23.495,0.000,0.000
57.2407,-0.834,43.492,-0.467,23.495,0.000,0.000
57.3071,-0.837,43.492,-0.470,23.495,0.000,0.000
57.3764,-0.837,43.492,-0.470,23.495,0.000,0.000
57.4468,-0.837,43.492,-0.470,23.495,0.000,0.000
57.5196,-0.653,43.494,-0.470,23.495,0.000,0.000
57.5919,-0.655,43.494,-0.473,23.495,0.000,0.000
57.6481,-0.652,43.494,-0.470,23.495,0.000,0.000
57.6925,-0.650,43.495,-0.467,23.495,0.000,0.000
57.7624,-0.650,43.495,-0.467,23.495,0.000,0.000
57.8054,-0.650,43.495,-0.467,23.495,0.000,0.000
57.8558,-0.650,43.495,-0.467,23.495,0.000,0.000
57.9284,-0.495,43.497,-0.311,23.498,0.000,0.000
57.9970,-0.495,43.497,-0.311,23.498,0.000,0.000
58.0659,-0.497,43.497,-0.315,23.498,0.000,0.000
58.1363,-0.499,43.497,-0.315,23.498,0.000,0.000
58.2044,-0.499,43.497,-0.315,23.498,0.000,0.000
58.2522,-0.499,43.497,-0.315,23.498,0.000,0.000
58.3017,-0.499,43.497,-0.315,23.498,0.000,0.000
58.3705,-0.497,43.497,-0.315,23.498,0.000,0.000
58.4403,-0.679,43.495,-0.315,23.498,0.000,0.000
58.5068,-0.679,43.495,-0.315,23.498,0.000,0.000
58.5730,-0.679,43.495,-0.315,23.498,0.000,0.000
58.7356,-0.681,43.495,-0.318,23.498,0.000,0.000
58.7789,-0.679,43.495,-0.315,23.498,0.000,0.000
58.8418,-0.837,43.492,-0.473,23.495,0.000,0.000
58.9057,-0.837,43.492,-0.473,23.495,0.000,0.000
58.9521,-0.837,43.492,-0.473,23.495,0.000,0.000
58.9972,-0.837,43.492,-0.470,23.495,0.000,0.000
59.0651,-0.837,43.492,-0.470,23.495,0.000,0.000
59.1327,-0.837,43.492,-0.470,23.495,0.000,0.000
59.1765,-0.834,43.492,-0.467,23.495,0.000,0.000
59.2473,-0.837,43.492,-0.470,23.495,0.000,0.000
59.2913,-0.653,43.494,-0.470,23.495,0.000,0.000
59.3574,-0.653,43.494,-0.470,23.495,0.000,0.000
59.4235,-0.652,43.494,-0.470,23.495,0.000,0.000
59.4683,-0.652,43.494,-0.470,23.495,0.000,0.000
59.5194,-0.652,43.494,-0.470,23.495,0.000,0.000
59.5928,-0.649,43.495,-0.467,23.495,0.000,0.000
59.6585,-0.652,43.494,-0.470,23.495,0.000,0.000
59.7047,-0.497,43.497,-0.313,23.498,0.000,0.000
59.8800,-0.497,43.497,-0.313,23.498,0.000,0.000
59.9454,-0.497,43.497,-0.313,23.498,0.000,0.000
59.9872,-0.497,43.497,-0.313,23.498,0.000,0.000
60.0561,-0.497,43.497,-0.313,23.498,0.000,0.000
60.1019,-0.498,43.497,-0.313,23.498,0.000,0.000
60.1464,-0.498,43.497,-0.313,23.498,0.000,0.000
60.2111,-0.497,43.497,-0.313,23.498,0.000,0.000
60.2827,-0.680,43.495,-0.313,23.498,0.000,0.000
60.3309,-0.679,43.495,-0.315,23.498,0.000,0.000
60.3986,-0.679,43.495,-0.315,23.498,0.000,0.000
60.4664,-0.679,43.495,-0.315,23.498,0.000,0.000
60.5343,-0.679,43.495,-0.315,23.498,0.000,0.000
60.6034,-0.837,43.492,-0.473,23.495,0.000,0.000
60.6520,-0.837,43.492,-0.473,23.495,0.000,0.000
60.7182,-0.837,43.492,-0.473,23.495,0.000,0.000
60.7864,-0.837,43.492,-0.473,23.495,0.000,0.000
60.8342,-0.837,43.492,-0.473,23.495,0.000,0.000
60.9028,-0.837,43.492,-0.473,23.495,0.000,0.000
60.9689,-0.837,43.492,-0.473,23.495,0.000,0.000
61.0377,-0.837,43.492,-0.473,23.495,0.000,0.000
61.0851,-0.631,43.492,-0.631,23.492,0.000,0.000
62.5619,-0.626,43.492,-0.626,23.492,0.000,0.000
62.6369,-0.650,43.495,-0.467,23.495,0.000,0.000
62.7114,-0.650,43.495,-0.467,23.495,0.000,0.000
62.7674,-0.652,43.495,-0.467,23.495,0.000,0.000
62.8417,-0.652,43.495,-0.467,23.495,0.000,0.000
62.9105,-0.652,43.495,-0.467,23.495,0.000,0.000
62.9874,-0.496,43.497,-0.311,23.498,0.000,0.000
63.0433,-0.496,43.497,-0.311,23.498,0.000,0.000
63.1034,-0.496,43.497,-0.311,23.498,0.000,0.000
63.1562,-0.496,43.497,-0.311,23.498,0.000,0.000
63.2275,-0.496,43.497,-0.311,23.498,0.000,0.000
63.2873,-0.495,43.497,-0.311,23.498,0.000,0.000
63.3376,-0.495,43.497,-0.311,23.498,0.000,0.000
63.4092,-0.497,43.497,-0.313,23.498,0.000,0.000
64.1332,-0.680,43.495,-0.313,23.498,0.000,0.000
64.2031,-0.680,43.495,-0.313,23.498,0.000,0.000
64.2744,-0.679,43.495,-0.315,23.498,0.000,0.000
64.3233,-0.679,43.495,-0.315,23.498,0.000,0.000
64.3824,-0.682,43.495,-0.315,23.498,0.000,0.000
64.4330,-0.861,43.490,-0.315,23.498,0.000,0.000
64.5025,-0.837,43.492,-0.473,23.495,0.000,0.000
64.5676,-0.837,43.492,-0.473,23.495,0.000,0.000
64.6114,-0.837,43.492,-0.473,23.495,0.000,0.000
64.6826,-0.837,43.492,-0.473,23.495,0.000,0.000
64.7268,-0.833,43.492,-0.473,23.495,0.000,0.000
64.7930,-0.837,43.492,-0.473,23.495,0.000,0.000
64.8373,-0.837,43.492,-0.473,23.495,0.000,0.000
64.8849,-0.655,43.494,-0.473,23.495,0.000,0.000
64.9527,-0.655,43.494,-0.473,23.495,0.000,0.000
65.0012,-0.655,43.494,-0.473,23.495,0.000,0.000
65.0677,-0.655,43.494,-0.473,23.495,0.000,0.000
65.1351,-0.653,43.494,-0.470,23.495,0.000,0.000
65.2025,-0.653,43.494,-0.470,23.495,0.000,0.000
65.2483,-0.652,43.494,-0.470,23.495,0.000,0.000
65.3152,-0.495,43.497,-0.313,23.498,0.000,0.000
65.3593,-0.497,43.497,-0.313,23.498,0.000,0.000
65.4281,-0.497,43.497,-0.313,23.498,0.000,0.000
65.4964,-0.497,43.497,-0.313,23.498,0.000,0.000
65.5419,-0.497,43.497,-0.313,23.498,0.000,0.000
65.6090,-0.497,43.497,-0.313,23.498,0.000,0.000
65.6590,-0.524,43.496,-0.157,23.499,0.000,0.000
65.7036,-0.497,43.497,-0.313,23.498,0.000,0.000
65.7482,-0.679,43.495,-0.315,23.498,0.000,0.000
65.8148,-0.679,43.495,-0.315,23.498,0.000,0.000
65.8566,-0.655,43.494,-0.473,23.495,0.000,0.000
65.9235,-0.655,43.494,-0.473,23.495,0.000,0.000
65.9685,-0.682,43.495,-0.315,23.498,0.000,0.000
66.0344,-0.834,43.492,-0.467,23.495,0.000,0.000
66.0778,-0.834,43.492,-0.467,23.495,0.000,0.000
66.1429,-0.810,43.491,-0.626,23.492,0.000,0.000
66.2118,-0.810,43.491,-0.626,23.492,0.000,0.000
66.2762,-0.810,43.491,-0.626,23.492,0.000,0.000
66.3272,-0.837,43.492,-0.470,23.495,0.000,0.000
66.3952,-0.840,43.492,-0.473,23.495,0.000,0.000
66.4494,-0.840,43.492,-0.473,23.495,0.000,0.000
66.4923,-0.682,43.495,-0.315,23.498,0.000,0.000
66.5577,-0.679,43.495,-0.315,23.498,0.000,0.000
66.6029,-0.679,43.495,-0.315,23.498,0.000,0.000
66.6518,-0.655,43.494,-0.473,23.495,0.000,0.000
66.7196,-0.655,43.494,-0.473,23.495,0.000,0.000
66.7662,-0.655,43.494,-0.473,23.495,0.000,0.000
66.8351,-0.655,43.494,-0.473,23.495,0.000,0.000
66.8788,-0.499,43.497,-0.315,23.498,0.000,0.000
66.9429,-0.497,43.497,-0.315,23.498,0.000,0.000
66.9912,-0.495,43.497,-0.313,23.498,0.000,0.000
67.0388,-0.495,43.497,-0.313,23.498,0.000,0.000
67.1057,-0.495,43.497,-0.313,23.498,0.000,0.000
67.1493,-0.495,43.497,-0.311,23.498,0.000,0.000
67.2181,-0.495,43.497,-0.311,23.498,0.000,0.000
67.2647,-0.494,43.497,-0.309,23.498,0.000,0.000
67.3321,-0.675,43.495,-0.311,23.498,0.000,0.000
67.3765,-0.677,43.495,-0.313,23.498,0.000,0.000
67.4428,-0.680,43.495,-0.313,23.498,0.000,0.000
67.4902,-0.653,43.494,-0.470,23.495,0.000,0.000
67.5363,-0.680,43.495,-0.313,23.498,0.000,0.000
