time_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
146.2263,-14.468,36.794,0.470,23.495,0.000,0.000
146.2970,-15.288,36.012,0.313,23.498,0.000,0.000
146.3669,-15.077,37.153,-0.467,23.495,0.000,0.000
146.4136,-13.407,39.458,-1.407,23.458,0.000,0.000
146.4852,-6.248,43.049,-3.301,23.267,0.000,0.000
146.5569,2.296,42.028,-4.218,23.118,0.000,0.000
146.6027,7.151,39.440,-4.368,23.090,0.000,0.000
146.6484,9.624,38.084,-3.737,23.201,0.000,0.000
146.6949,10.608,38.613,-2.354,23.382,0.000,0.000
146.7637,8.608,42.179,1.606,23.445,0.000,0.000
146.8112,4.597,43.005,4.793,23.006,0.000,0.000
146.8888,1.564,41.791,6.811,22.491,0.000,0.000
146.9405,-0.408,40.550,7.618,22.231,0.000,0.000
146.9999,0.967,42.538,5.031,22.955,0.000,0.000
147.0494,2.885,43.398,1.925,23.421,0.000,0.000
147.1191,4.583,42.584,-1.286,23.465,0.000,0.000
147.1636,5.123,40.978,-3.966,23.163,0.000,0.000
147.2108,1.475,41.782,-5.181,22.922,0.000,0.000
147.2845,-3.246,42.779,-5.330,22.888,0.000,0.000
147.3551,-8.181,42.723,-4.519,23.061,0.000,0.000
147.3985,-12.518,41.008,-3.280,23.270,0.000,0.000
147.4677,-13.859,38.999,-1.260,23.466,0.000,0.000
147.5127,-13.073,38.356,0.315,23.498,0.000,0.000
147.5827,-11.107,39.314,1.103,23.474,0.000,0.000
147.6520,-3.767,43.111,0.156,23.499,0.000,0.000
147.6958,6.249,42.274,-0.622,23.492,0.000,0.000
147.7688,12.081,38.382,-1.243,23.467,0.000,0.000
147.8150,14.304,35.846,-1.398,23.458,0.000,0.000
147.8852,13.533,38.766,0.622,23.492,0.000,0.000
147.9548,10.601,41.602,2.354,23.382,0.000,0.000
147.9981,5.885,43.074,3.914,23.172,0.000,0.000
148.0431,0.782,42.513,4.999,22.962,0.000,0.000
148.1131,-3.574,41.803,3.762,23.197,0.000,0.000
148.1836,-5.494,41.858,2.198,23.397,0.000,0.000
148.2320,-6.325,42.474,0.000,23.500,0.000,0.000
148.3026,-5.916,43.063,-2.370,23.380,0.000,0.000
148.3471,-4.304,42.942,-5.031,22.955,0.000,0.000
148.4173,-3.411,42.434,-6.290,22.643,0.000,0.000
148.4623,-3.483,42.338,-6.538,22.572,0.000,0.000
148.5314,-4.477,42.750,-5.736,22.789,0.000,0.000
148.5803,-6.862,42.890,-2.543,23.362,0.000,0.000
148.6511,-7.660,41.764,0.479,23.495,0.000,0.000
148.6985,-7.743,40.401,2.700,23.344,0.000,0.000
148.7670,-6.989,39.813,4.066,23.146,0.000,0.000
148.8126,0.095,43.015,3.280,23.270,0.000,0.000
148.8883,8.189,42.479,2.198,23.397,0.000,0.000
148.9451,13.103,39.474,1.103,23.474,0.000,0.000
149.0227,12.529,39.451,0.470,23.495,0.000,0.000
149.0994,10.570,40.758,0.470,23.495,0.000,0.000
149.1736,6.663,42.558,0.622,23.492,0.000,0.000
149.2290,-1.588,43.294,1.095,23.474,0.000,0.000
149.2848,-8.011,41.285,1.088,23.475,0.000,0.000
149.3554,-9.863,41.233,-0.631,23.492,0.000,0.000
149.4341,-8.926,42.408,-2.992,23.309,0.000,0.000
149.4779,-6.742,42.901,-4.881,22.988,0.000,0.000
149.5531,-3.854,42.567,-6.104,22.693,0.000,0.000
149.6220,-1.743,42.683,-5.031,22.955,0.000,0.000
149.6910,-0.776,43.107,-3.301,23.267,0.000,0.000
149.7403,-0.270,43.359,-1.887,23.424,0.000,0.000
149.7863,-0.783,43.456,0.476,23.495,0.000,0.000
149.8562,-0.042,43.071,3.012,23.306,0.000,0.000
149.8990,1.491,42.831,4.519,23.061,0.000,0.000
149.9430,3.589,43.002,4.669,23.032,0.000,0.000
150.0143,5.029,43.028,4.669,23.032,0.000,0.000
150.0578,8.651,42.431,2.664,23.349,0.000,0.000
150.1292,9.417,41.384,0.473,23.495,0.000,0.000
150.1729,9.636,40.244,-1.252,23.467,0.000,0.000
150.2427,7.330,40.990,-2.184,23.398,0.000,0.000
150.2886,0.748,43.287,-1.707,23.438,0.000,0.000
150.3578,-6.384,42.795,-1.243,23.467,0.000,0.000
150.4053,-11.362,40.547,-0.933,23.481,0.000,0.000
150.4830,-13.936,38.549,-0.778,23.487,0.000,0.000
150.5321,-15.086,37.305,-0.622,23.492,0.000,0.000
150.5826,-13.223,39.804,-1.730,23.436,0.000,0.000
150.6529,-9.386,42.226,-2.837,23.328,0.000,0.000
150.6968,-4.344,43.189,-3.762,23.197,0.000,0.000
150.7450,0.224,42.596,-4.273,23.108,0.000,0.000
150.8145,3.643,42.320,-2.682,23.346,0.000,0.000
150.8850,5.321,42.529,-0.793,23.487,0.000,0.000
150.9313,5.671,42.947,1.110,23.474,0.000,0.000
151.0038,5.123,43.190,3.168,23.285,0.000,0.000
151.0729,4.340,43.061,4.519,23.061,0.000,0.000
151.1201,3.777,43.012,4.669,23.032,0.000,0.000
151.1646,4.015,43.087,4.368,23.090,0.000,0.000
151.2317,5.081,43.138,1.584,23.447,0.000,0.000
151.2845,5.037,42.618,-0.793,23.487,0.000,0.000
151.3593,4.022,42.190,-2.682,23.346,0.000,0.000
151.4098,2.057,42.247,-3.940,23.167,0.000,0.000
151.4597,-4.107,43.248,-3.323,23.264,0.000,0.000
151.5290,-9.532,42.092,-2.509,23.366,0.000,0.000
151.5782,-12.939,40.093,-1.887,23.424,0.000,0.000
151.6480,-11.774,40.645,-1.563,23.448,0.000,0.000
151.6905,-9.243,41.915,-1.563,23.448,0.000,0.000
151.7585,-5.468,43.100,-1.874,23.425,0.000,0.000
151.8252,-0.722,43.392,-1.874,23.425,0.000,0.000
151.8697,3.378,42.663,-2.043,23.411,0.000,0.000
151.9161,6.827,41.980,-0.788,23.487,0.000,0.000
151.9840,8.322,41.825,0.315,23.498,0.000,0.000
152.0320,8.521,42.288,1.874,23.425,0.000,0.000
152.1037,6.750,42.971,3.433,23.248,0.000,0.000
152.1496,3.883,43.145,4.066,23.146,0.000,0.000
152.1956,1.671,43.009,4.040,23.150,0.000,0.000
152.2632,0.554,43.040,3.433,23.248,0.000,0.000
152.3077,0.070,43.314,2.043,23.411,0.000,0.000
152.3819,-0.218,43.467,-0.952,23.481,0.000,0.000
152.4257,-0.979,43.165,-3.168,23.285,0.000,0.000
152.4975,-2.029,42.944,-4.397,23.085,0.000,0.000
152.5411,-3.932,42.925,-5.031,22.955,0.000,0.000
152.6101,-6.108,42.931,-4.999,22.962,0.000,0.000
152.6616,-9.015,42.434,-3.301,23.267,0.000,0.000
152.7333,-10.325,41.557,-1.887,23.424,0.000,0.000
152.8023,-10.196,41.056,-0.631,23.492,0.000,0.000
152.8717,-5.322,42.821,-0.157,23.499,0.000,0.000
152.9398,0.396,43.496,0.000,23.500,0.000,0.000
152.9854,5.494,42.730,0.000,23.500,0.000,0.000
153.0323,9.168,41.275,0.000,23.500,0.000,0.000
153.1046,9.737,41.442,0.939,23.481,0.000,0.000
153.1483,9.188,42.044,1.887,23.424,0.000,0.000
153.2189,7.626,42.744,2.818,23.330,0.000,0.000
153.2679,4.726,43.206,3.433,23.248,0.000,0.000
153.3420,0.956,43.247,2.800,23.333,0.000,0.000
153.4012,-1.560,43.128,1.874,23.425,0.000,0.000
153.4485,-3.108,43.173,0.470,23.495,0.000,0.000
153.5159,-3.687,43.343,-2.056,23.410,0.000,0.000
153.5636,-4.120,43.167,-3.940,23.167,0.000,0.000
153.6373,-4.699,43.025,-4.699,23.025,0.000,0.000
153.7054,-5.577,42.948,-5.031,22.955,0.000,0.000
153.7495,-7.153,42.893,-3.301,23.267,0.000,0.000
153.7973,-8.048,42.451,-1.887,23.424,0.000,0.000
153.8642,-7.651,42.104,-0.315,23.498,0.000,0.000
153.9087,-6.486,42.117,0.788,23.487,0.000,0.000
153.9753,-4.382,42.544,1.563,23.448,0.000,0.000
154.0199,1.398,43.458,1.398,23.458,0.000,0.000
154.0883,6.324,42.811,1.243,23.467,0.000,0.000
154.1349,9.731,41.511,1.088,23.475,0.000,0.000
154.1824,11.229,40.631,0.939,23.481,0.000,0.000
154.2541,9.216,41.926,1.563,23.448,0.000,0.000
154.2993,6.026,42.991,1.887,23.424,0.000,0.000
154.3670,2.423,43.407,2.043,23.411,0.000,0.000
154.4370,-0.760,43.214,2.043,23.411,0.000,0.000
154.5049,-3.730,43.049,0.473,23.495,0.000,0.000
154.5510,-5.403,43.006,-1.103,23.474,0.000,0.000
154.5999,-6.276,43.009,-2.526,23.364,0.000,0.000
154.6711,-6.134,43.061,-3.609,23.221,0.000,0.000
154.7400,-5.834,43.053,-4.218,23.118,0.000,0.000
154.8080,-5.709,43.091,-3.914,23.172,0.000,0.000
154.8521,-5.605,43.129,-3.455,23.245,0.000,0.000
154.8998,-5.612,43.115,-2.354,23.382,0.000,0.000
154.9736,-4.083,43.167,-0.473,23.495,0.000,0.000
155.0184,-1.959,43.269,0.946,23.481,0.000,0.000
155.0862,0.592,43.384,1.874,23.425,0.000,0.000
155.1312,3.263,43.362,2.338,23.383,0.000,0.000
155.2025,6.880,42.815,2.029,23.412,0.000,0.000
155.2528,8.861,42.118,1.719,23.437,0.000,0.000
155.3291,9.386,41.794,1.398,23.458,0.000,0.000
155.3766,8.858,41.961,1.243,23.467,0.000,0.000
155.4519,4.506,43.181,1.095,23.474,0.000,0.000
155.5029,0.022,43.472,0.783,23.487,0.000,0.000
155.5758,-3.632,43.070,0.470,23.495,0.000,0.000
155.6359,-5.867,42.898,-1.103,23.474,0.000,0.000
155.7082,-6.709,42.882,-2.198,23.397,0.000,0.000
155.7531,-6.921,42.936,-3.280,23.270,0.000,0.000
155.7987,-6.461,43.000,-4.093,23.141,0.000,0.000
155.8679,-5.264,43.151,-3.633,23.218,0.000,0.000
155.9144,-4.269,43.278,-2.818,23.330,0.000,0.000
155.9836,-3.697,43.342,-1.887,23.424,0.000,0.000
156.0294,-2.800,43.374,-0.631,23.492,0.000,0.000
156.0988,-0.505,43.428,0.946,23.481,0.000,0.000
156.1487,1.691,43.424,1.874,23.425,0.000,0.000
156.2207,3.956,43.314,2.493,23.367,0.000,0.000
156.2913,6.425,42.943,2.184,23.398,0.000,0.000
156.3352,7.549,42.568,1.719,23.437,0.000,0.000
156.4047,7.458,42.477,1.243,23.467,0.000,0.000
156.4737,6.596,42.663,0.933,23.481,0.000,0.000
156.5210,2.330,43.419,0.622,23.492,0.000,0.000
156.5677,-1.771,43.389,0.313,23.498,0.000,0.000
156.6384,-5.007,42.902,-0.157,23.499,0.000,0.000
156.6828,-7.330,42.335,-0.626,23.492,0.000,0.000
156.7266,-8.523,42.044,-1.095,23.474,0.000,0.000
156.7941,-7.764,42.607,-2.198,23.397,0.000,0.000
156.8393,-6.438,43.009,-2.973,23.311,0.000,0.000
156.8835,-4.757,43.215,-3.280,23.270,0.000,0.000
156.9273,-3.301,43.267,-3.301,23.267,0.000,0.000
156.9948,-1.902,43.309,-2.818,23.330,0.000,0.000
157.0398,-0.748,43.344,-2.198,23.397,0.000,0.000
157.0842,0.010,43.426,-1.260,23.466,0.000,0.000
157.1561,1.018,43.488,0.473,23.495,0.000,0.000
157.2239,1.914,43.435,1.730,23.436,0.000,0.000
157.2685,2.859,43.364,2.493,23.367,0.000,0.000
157.3378,4.542,43.262,2.354,23.382,0.000,0.000
157.4085,5.704,43.072,2.029,23.412,0.000,0.000
157.4706,6.172,42.882,1.407,23.458,0.000,0.000
157.5451,3.944,43.215,0.626,23.492,0.000,0.000
157.5942,1.266,43.469,0.157,23.499,0.000,0.000
157.6714,-1.607,43.456,-0.313,23.498,0.000,0.000
157.7399,-4.509,43.110,-0.622,23.492,0.000,0.000
157.7854,-6.521,42.758,-1.243,23.467,0.000,0.000
157.8338,-7.333,42.633,-1.719,23.437,0.000,0.000
157.9051,-7.274,42.715,-2.043,23.411,0.000,0.000
157.9730,-4.950,43.207,-2.198,23.397,0.000,0.000
158.0168,-2.968,43.390,-2.043,23.411,0.000,0.000
158.0838,-0.997,43.423,-1.730,23.436,0.000,0.000
158.1268,0.543,43.406,-1.103,23.474,0.000,0.000
158.1979,1.439,43.458,0.158,23.499,0.000,0.000
158.2404,2.359,43.436,1.260,23.466,0.000,0.000
158.3080,2.763,43.399,2.029,23.412,0.000,0.000
158.3586,3.081,43.369,2.354,23.382,0.000,0.000
158.4274,3.901,43.322,1.874,23.425,0.000,0.000
158.4982,4.003,43.276,1.252,23.467,0.000,0.000
158.5685,3.736,43.248,0.626,23.492,0.000,0.000
158.6165,3.131,43.227,-0.157,23.499,0.000,0.000
158.6847,0.497,43.460,-0.622,23.492,0.000,0.000
158.7277,-2.239,43.439,-0.933,23.481,0.000,0.000
158.7948,-4.585,43.167,-1.088,23.475,0.000,0.000
158.8611,-5.775,42.973,-1.398,23.458,0.000,0.000
158.9077,-6.103,42.924,-1.553,23.449,0.000,0.000
158.9543,-5.747,43.027,-1.719,23.437,0.000,0.000
159.0254,-4.650,43.221,-1.719,23.437,0.000,0.000
159.0951,-2.148,43.444,-1.407,23.458,0.000,0.000
159.1414,-0.043,43.473,-0.783,23.487,0.000,0.000
159.1858,1.713,43.395,-0.313,23.498,0.000,0.000
159.2346,2.884,43.332,0.313,23.498,0.000,0.000
159.3077,3.510,43.315,0.939,23.481,0.000,0.000
159.3544,3.579,43.346,1.553,23.449,0.000,0.000
159.3996,3.368,43.369,1.707,23.438,0.000,0.000
159.4715,3.000,43.396,1.719,23.437,0.000,0.000
159.5431,2.689,43.417,1.407,23.458,0.000,0.000
159.5942,1.569,43.465,0.470,23.495,0.000,0.000
159.6618,0.420,43.484,-0.313,23.498,0.000,0.000
159.7082,-0.756,43.480,-0.939,23.481,0.000,0.000
159.7525,-2.134,43.445,-1.407,23.458,0.000,0.000
159.7980,-3.183,43.383,-1.719,23.437,0.000,0.000
159.8661,-4.468,43.236,-1.563,23.448,0.000,0.000
159.9110,-5.347,43.087,-1.563,23.448,0.000,0.000
159.9779,-5.347,43.087,-1.563,23.448,0.000,0.000
160.0441,-5.225,43.090,-1.407,23.458,0.000,0.000
160.0895,-3.096,43.381,-1.252,23.467,0.000,0.000
160.1337,-1.131,43.480,-0.946,23.481,0.000,0.000
160.2034,0.479,43.461,-0.631,23.492,0.000,0.000
160.2723,1.916,43.373,-0.313,23.498,0.000,0.000
160.3189,2.751,43.330,0.157,23.499,0.000,0.000
160.3873,2.997,43.364,0.788,23.487,0.000,0.000
160.4539,3.104,43.381,1.260,23.466,0.000,0.000
160.5010,2.683,43.416,1.574,23.447,0.000,0.000
160.5680,2.019,43.453,1.103,23.474,0.000,0.000
160.6115,1.338,43.479,0.788,23.487,0.000,0.000
160.6854,0.550,43.492,0.000,23.500,0.000,0.000
160.7320,-0.109,43.492,-0.473,23.495,0.000,0.000
160.8065,-1.679,43.468,-0.939,23.481,0.000,0.000
160.8539,-2.912,43.398,-1.252,23.467,0.000,0.000
160.8989,-3.798,43.314,-1.407,23.458,0.000,0.000
160.9670,-4.338,43.242,-1.407,23.458,0.000,0.000
161.0151,-4.725,43.181,-1.407,23.458,0.000,0.000
161.0841,-4.003,43.276,-1.252,23.467,0.000,0.000
161.1325,-2.939,43.389,-1.095,23.474,0.000,0.000
161.2010,-1.679,43.468,-0.939,23.481,0.000,0.000
161.2426,-0.598,43.486,-0.783,23.487,0.000,0.000
161.3112,0.612,43.477,-0.313,23.498,0.000,0.000
161.3548,1.477,43.445,0.000,23.500,0.000,0.000
161.4002,1.972,43.429,0.311,23.498,0.000,0.000
161.4715,2.100,43.437,0.622,23.492,0.000,0.000
161.5442,1.732,43.461,0.622,23.492,0.000,0.000
161.5969,1.177,43.484,0.626,23.492,0.000,0.000
161.6503,0.655,43.494,0.473,23.495,0.000,0.000
161.7200,0.158,43.499,0.158,23.499,0.000,0.000
161.7652,-0.521,43.496,-0.158,23.499,0.000,0.000
161.8339,-1.176,43.484,-0.631,23.492,0.000,0.000
161.9017,-1.877,43.457,-0.788,23.487,0.000,0.000
161.9687,-2.396,43.428,-0.946,23.481,0.000,0.000
162.0393,-2.773,43.388,-0.783,23.487,0.000,0.000
162.0851,-2.594,43.405,-0.783,23.487,0.000,0.000
162.1522,-2.414,43.420,-0.783,23.487,0.000,0.000
162.2016,-1.378,43.475,-0.470,23.495,0.000,0.000
162.2689,-0.470,43.495,-0.470,23.495,0.000,0.000
162.3361,0.237,43.490,-0.313,23.498,0.000,0.000
162.3792,0.943,43.469,-0.157,23.499,0.000,0.000
162.4450,1.099,43.470,0.000,23.500,0.000,0.000
162.4933,1.081,43.478,0.156,23.499,0.000,0.000
162.5632,0.867,43.490,0.311,23.498,0.000,0.000
162.6095,0.311,43.498,0.311,23.498,0.000,0.000
162.6757,-0.185,43.499,0.000,23.500,0.000,0.000
162.7444,-0.523,43.496,-0.156,23.499,0.000,0.000
162.7881,-1.017,43.488,-0.467,23.495,0.000,0.000
162.8345,-1.173,43.484,-0.622,23.492,0.000,0.000
162.9024,-1.516,43.474,-0.783,23.487,0.000,0.000
162.9455,-1.882,43.457,-0.783,23.487,0.000,0.000
163.0122,-1.882,43.457,-0.783,23.487,0.000,0.000
163.0793,-1.882,43.457,-0.783,23.487,0.000,0.000
163.1452,-1.543,43.471,-0.626,23.492,0.000,0.000
163.1894,-1.020,43.488,-0.470,23.495,0.000,0.000
163.2367,-0.470,43.495,-0.470,23.495,0.000,0.000
163.2832,-0.103,43.492,-0.470,23.495,0.000,0.000
163.3507,0.232,43.490,-0.313,23.498,0.000,0.000
163.3991,0.239,43.490,-0.311,23.498,0.000,0.000
163.4719,0.367,43.497,0.000,23.500,0.000,0.000
163.5463,0.183,43.499,0.000,23.500,0.000,0.000
163.5964,0.000,43.500,0.000,23.500,0.000,0.000
163.6460,-0.370,43.497,0.000,23.500,0.000,0.000
163.7214,-0.711,43.492,-0.156,23.499,0.000,0.000
163.7726,-0.867,43.490,-0.311,23.498,0.000,0.000
163.8227,-1.047,43.484,-0.313,23.498,0.000,0.000
163.8689,-1.203,43.482,-0.470,23.495,0.000,0.000
163.9135,-1.386,43.474,-0.470,23.495,0.000,0.000
163.9790,-1.203,43.482,-0.470,23.495,0.000,0.000
164.0212,-1.203,43.482,-0.470,23.495,0.000,0.000
164.0665,-1.051,43.484,-0.311,23.498,0.000,0.000
164.1355,-0.684,43.494,-0.313,23.498,0.000,0.000
164.1803,-0.498,43.497,-0.313,23.498,0.000,0.000
164.2495,-0.313,43.498,-0.313,23.498,0.000,0.000
164.2932,-0.128,43.497,-0.313,23.498,0.000,0.000
164.3590,-0.130,43.497,-0.313,23.498,0.000,0.000
164.4029,-0.158,43.499,-0.158,23.499,0.000,0.000
164.4497,-0.134,43.497,-0.315,23.498,0.000,0.000
164.5192,-0.315,43.498,-0.315,23.498,0.000,0.000
164.5665,-0.497,43.497,-0.315,23.498,0.000,0.000
164.6368,-0.655,43.494,-0.473,23.495,0.000,0.000
164.7040,-0.837,43.492,-0.473,23.495,0.000,0.000
164.7505,-0.994,43.488,-0.631,23.492,0.000,0.000
164.8223,-1.176,43.484,-0.631,23.492,0.000,0.000
164.8667,-1.176,43.484,-0.631,23.492,0.000,0.000
164.9355,-1.176,43.484,-0.631,23.492,0.000,0.000
164.9797,-0.990,43.488,-0.626,23.492,0.000,0.000
165.0479,-0.859,43.490,-0.313,23.498,0.000,0.000
165.0949,-0.833,43.492,-0.470,23.495,0.000,0.000
165.1651,-0.652,43.494,-0.470,23.495,0.000,0.000
165.2089,-0.470,43.495,-0.470,23.495,0.000,0.000
165.2777,-0.495,43.497,-0.311,23.498,0.000,0.000
165.3469,-0.496,43.497,-0.311,23.498,0.000,0.000
165.3895,-0.496,43.497,-0.311,23.498,0.000,0.000
165.4370,-0.496,43.497,-0.311,23.498,0.000,0.000
165.4831,-0.341,43.499,-0.156,23.499,0.000,0.000
165.5532,-0.526,43.496,-0.156,23.499,0.000,0.000
165.5970,-0.526,43.496,-0.156,23.499,0.000,0.000
165.6727,-0.682,43.495,-0.311,23.498,0.000,0.000
165.7490,-0.682,43.495,-0.311,23.498,0.000,0.000
165.8004,-0.867,43.490,-0.311,23.498,0.000,0.000
165.8693,-0.682,43.495,-0.311,23.498,0.000,0.000
165.9201,-0.684,43.494,-0.313,23.498,0.000,0.000
165.9919,-0.684,43.494,-0.313,23.498,0.000,0.000
166.0359,-0.684,43.494,-0.313,23.498,0.000,0.000
166.0795,-0.498,43.497,-0.313,23.498,0.000,0.000
166.1521,-0.497,43.497,-0.313,23.498,0.000,0.000
166.1964,-0.521,43.496,-0.158,23.499,0.000,0.000
166.2665,-0.521,43.496,-0.158,23.499,0.000,0.000
166.3125,-0.679,43.495,-0.315,23.498,0.000,0.000
166.3852,-0.679,43.495,-0.315,23.498,0.000,0.000
166.4315,-0.679,43.495,-0.315,23.498,0.000,0.000
166.5000,-0.679,43.495,-0.315,23.498,0.000,0.000
166.5447,-0.679,43.495,-0.315,23.498,0.000,0.000
166.6134,-0.861,43.490,-0.315,23.498,0.000,0.000
166.6838,-0.861,43.490,-0.315,23.498,0.000,0.000
166.7291,-0.861,43.490,-0.315,23.498,0.000,0.000
166.7981,-0.859,43.490,-0.313,23.498,0.000,0.000
166.8444,-0.859,43.490,-0.313,23.498,0.000,0.000
166.9126,-0.861,43.490,-0.311,23.498,0.000,0.000
166.9788,-0.861,43.490,-0.311,23.498,0.000,0.000
167.0208,-0.861,43.490,-0.311,23.498,0.000,0.000
167.0712,-0.837,43.492,-0.467,23.495,0.000,0.000
167.1435,-0.837,43.492,-0.467,23.495,0.000,0.000
167.2131,-0.840,43.492,-0.470,23.495,0.000,0.000
167.2594,-0.684,43.494,-0.313,23.498,0.000,0.000
167.3041,-0.684,43.494,-0.313,23.498,0.000,0.000
167.3506,-0.684,43.494,-0.313,23.498,0.000,0.000
167.4194,-0.498,43.497,-0.313,23.498,0.000,0.000
167.4679,-0.498,43.497,-0.313,23.498,0.000,0.000
167.5367,-0.496,43.497,-0.311,23.498,0.000,0.000
167.6075,-0.496,43.497,-0.311,23.498,0.000,0.000
167.6603,-0.496,43.497,-0.311,23.498,0.000,0.000
167.7134,-0.499,43.497,-0.315,23.498,0.000,0.000
167.7643,-0.499,43.497,-0.315,23.498,0.000,0.000
167.8401,-0.499,43.497,-0.315,23.498,0.000,0.000
167.8876,-0.521,43.496,-0.158,23.499,0.000,0.000
167.9571,-0.521,43.496,-0.158,23.499,0.000,0.000
168.0259,-0.521,43.496,-0.158,23.499,0.000,0.000
168.0750,-0.679,43.495,-0.315,23.498,0.000,0.000
168.1474,-0.679,43.495,-0.315,23.498,0.000,0.000
168.2180,-0.679,43.495,-0.315,23.498,0.000,0.000
168.2614,-0.677,43.495,-0.313,23.498,0.000,0.000
168.3303,-0.859,43.490,-0.313,23.498,0.000,0.000
168.3976,-0.859,43.490,-0.313,23.498,0.000,0.000
168.4480,-0.859,43.490,-0.313,23.498,0.000,0.000
168.4956,-0.861,43.490,-0.311,23.498,0.000,0.000
168.5393,-0.861,43.490,-0.311,23.498,0.000,0.000
168.5846,-0.861,43.490,-0.311,23.498,0.000,0.000
168.6533,-0.861,43.490,-0.311,23.498,0.000,0.000
168.6992,-0.861,43.490,-0.311,23.498,0.000,0.000
168.7707,-0.861,43.490,-0.311,23.498,0.000,0.000
168.8216,-0.867,43.490,-0.311,23.498,0.000,0.000
168.8923,-0.867,43.490,-0.311,23.498,0.000,0.000
168.9371,-0.682,43.495,-0.311,23.498,0.000,0.000
169.0069,-0.682,43.495,-0.311,23.498,0.000,0.000
169.0776,-0.837,43.492,-0.467,23.495,0.000,0.000
169.1449,-0.840,43.492,-0.470,23.495,0.000,0.000
169.1906,-0.840,43.492,-0.470,23.495,0.000,0.000
169.2370,-0.655,43.494,-0.470,23.495,0.000,0.000
169.3069,-0.655,43.494,-0.470,23.495,0.000,0.000
169.3544,-0.657,43.494,-0.473,23.495,0.000,0.000
169.4217,-0.657,43.494,-0.473,23.495,0.000,0.000
169.4675,-0.499,43.497,-0.315,23.498,0.000,0.000
169.5374,-0.499,43.497,-0.315,23.498,0.000,0.000
169.5811,-0.499,43.497,-0.315,23.498,0.000,0.000
169.6581,-0.497,43.497,-0.315,23.498,0.000,0.000
169.7117,-0.521,43.496,-0.158,23.499,0.000,0.000
169.7635,-0.521,43.496,-0.158,23.499,0.000,0.000
169.8185,-0.521,43.496,-0.158,23.499,0.000,0.000
169.8620,-0.521,43.496,-0.158,23.499,0.000,0.000
169.9270,-0.677,43.495,-0.313,23.498,0.000,0.000
169.9731,-0.677,43.495,-0.313,23.498,0.000,0.000
170.0207,-0.677,43.495,-0.313,23.498,0.000,0.000
170.0876,-0.677,43.495,-0.313,23.498,0.000,0.000
170.1349,-0.859,43.490,-0.313,23.498,0.000,0.000
170.2028,-0.859,43.490,-0.313,23.498,0.000,0.000
170.2484,-0.859,43.490,-0.313,23.498,0.000,0.000
170.3153,-0.702,43.492,-0.157,23.499,0.000,0.000
170.3815,-0.702,43.492,-0.157,23.499,0.000,0.000
170.4464,-0.706,43.492,-0.156,23.499,0.000,0.000
170.4958,-0.706,43.492,-0.156,23.499,0.000,0.000
170.5397,-0.682,43.495,-0.311,23.498,0.000,0.000
170.5846,-0.682,43.495,-0.311,23.498,0.000,0.000
170.6501,-0.682,43.495,-0.311,23.498,0.000,0.000
170.6958,-0.682,43.495,-0.311,23.498,0.000,0.000
170.7402,-0.682,43.495,-0.311,23.498,0.000,0.000
170.8087,-0.682,43.495,-0.311,23.498,0.000,0.000
170.8537,-0.682,43.495,-0.311,23.498,0.000,0.000
170.8988,-0.496,43.497,-0.311,23.498,0.000,0.000
170.9645,-0.498,43.497,-0.313,23.498,0.000,0.000
171.0106,-0.498,43.497,-0.313,23.498,0.000,0.000
171.0632,-0.655,43.494,-0.470,23.495,0.000,0.000
171.1120,-0.655,43.494,-0.470,23.495,0.000,0.000
171.1604,-0.657,43.494,-0.473,23.495,0.000,0.000
171.2049,-0.682,43.495,-0.315,23.498,0.000,0.000
171.2488,-0.679,43.495,-0.315,23.498,0.000,0.000
171.3171,-0.679,43.495,-0.315,23.498,0.000,0.000
171.3631,-0.679,43.495,-0.315,23.498,0.000,0.000
171.4308,-0.679,43.495,-0.315,23.498,0.000,0.000
171.4768,-0.679,43.495,-0.315,23.498,0.000,0.000
171.5229,-0.679,43.495,-0.315,23.498,0.000,0.000
171.5731,-0.679,43.495,-0.315,23.498,0.000,0.000
171.6438,-0.679,43.495,-0.315,23.498,0.000,0.000
171.7159,-0.679,43.495,-0.315,23.498,0.000,0.000
171.7665,-0.859,43.490,-0.313,23.498,0.000,0.000
171.8158,-0.859,43.490,-0.313,23.498,0.000,0.000
171.8820,-0.859,43.490,-0.313,23.498,0.000,0.000
171.9528,-0.859,43.490,-0.313,23.498,0.000,0.000
171.9963,-0.861,43.490,-0.311,23.498,0.000,0.000
172.0723,-0.834,43.492,-0.467,23.495,0.000,0.000
172.1144,-0.678,43.495,-0.311,23.498,0.000,0.000
172.1848,-0.684,43.494,-0.313,23.498,0.000,0.000
172.2282,-0.684,43.494,-0.313,23.498,0.000,0.000
172.2970,-0.684,43.494,-0.313,23.498,0.000,0.000
172.3444,-0.684,43.494,-0.313,23.498,0.000,0.000
172.3893,-0.684,43.494,-0.313,23.498,0.000,0.000
172.4568,-0.684,43.494,-0.313,23.498,0.000,0.000
172.5039,-0.684,43.494,-0.313,23.498,0.000,0.000
172.5737,-0.496,43.497,-0.311,23.498,0.000,0.000
172.6422,-0.496,43.497,-0.311,23.498,0.000,0.000
172.7091,-0.496,43.497,-0.311,23.498,0.000,0.000
172.7565,-0.496,43.497,-0.311,23.498,0.000,0.000
