t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
13.1409,1.918,4.204,0.552,23.596,0.000,0.000
13.3414,2.205,4.060,1.932,22.906,0.000,0.000
13.4096,2.487,3.791,2.760,23.320,0.000,0.000
13.4339,2.487,3.791,2.760,23.320,0.000,0.000
13.4564,2.630,3.790,3.450,23.182,0.000,0.000
13.5071,3.058,3.514,5.243,22.906,0.000,0.000
13.5405,3.481,3.376,6.485,22.768,0.000,0.000
13.5773,4.044,3.233,8.141,22.216,0.000,0.000
13.6073,4.610,2.541,10.073,21.250,0.000,0.000
13.6305,4.610,2.541,10.073,21.250,0.000,0.000
13.6739,6.576,0.596,15.317,18.076,0.000,0.000
13.6982,6.576,0.596,15.317,18.076,0.000,0.000
13.7204,7.565,-1.485,18.490,14.903,0.000,0.000
13.7423,8.687,-4.812,21.388,10.073,0.000,0.000
13.7785,9.254,-9.793,23.320,3.864,0.000,0.000
13.8088,9.114,-17.109,23.044,-3.726,0.000,0.000
14.0755,9.114,-17.109,23.044,-3.726,0.000,0.000
14.1430,9.114,-17.109,23.044,-3.726,0.000,0.000
14.1684,9.114,-17.109,23.044,-3.726,0.000,0.000
14.1907,9.114,-17.109,23.044,-3.726,0.000,0.000
14.2148,9.114,-17.109,23.044,-3.726,0.000,0.000
14.2408,9.114,-17.109,23.044,-3.726,0.000,0.000
14.2772,9.114,-17.109,23.044,-3.726,0.000,0.000
14.3082,9.114,-17.109,23.044,-3.726,0.000,0.000
14.3484,9.114,-17.109,23.044,-3.726,0.000,0.000
14.3838,-2.273,-5.012,23.044,-3.726,0.000,0.000
14.4169,0.906,-18.859,23.044,-3.726,0.000,0.000
14.5502,-4.356,-17.258,23.044,-3.726,0.000,0.000
14.5824,0.883,-6.692,23.044,-3.726,0.000,0.000
14.6169,6.645,3.327,21.940,-8.417,0.000,0.000
14.6493,12.938,12.249,23.044,-4.002,0.000,0.000
14.6858,20.317,18.435,23.458,-0.138,0.000,0.000
14.7162,27.832,20.789,23.872,3.036,0.000,0.000
14.7521,34.784,18.907,22.630,5.933,0.000,0.000
14.7838,38.878,13.060,22.354,8.417,0.000,0.000
14.8175,38.867,4.871,21.250,8.831,0.000,0.000
14.8530,35.460,-3.743,21.940,7.865,0.000,0.000
14.8853,29.872,-11.550,23.044,5.657,0.000,0.000
14.9170,23.049,-17.880,23.596,0.966,0.000,0.000
14.9448,16.759,-23.684,22.768,-5.657,0.000,0.000
14.9758,11.537,-30.043,19.594,-13.109,0.000,0.000
15.1801,11.537,-30.043,19.594,-13.109,0.000,0.000
15.2096,11.537,-30.043,19.594,-13.109,0.000,0.000
15.2420,11.537,-30.043,19.594,-13.109,0.000,0.000
15.2770,11.537,-30.043,19.594,-13.109,0.000,0.000
15.3090,11.537,-30.043,19.594,-13.109,0.000,0.000
15.3424,11.537,-30.043,19.594,-13.109,0.000,0.000
15.3785,11.537,-30.043,19.594,-13.109,0.000,0.000
15.4100,11.537,-30.043,19.594,-13.109,0.000,0.000
15.4459,11.537,-30.043,19.594,-13.109,0.000,0.000
15.4800,11.537,-30.043,19.594,-13.109,0.000,0.000
