t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
12.5890,1.972,3.212,0.832,23.582,0.000,0.000
12.6204,2.107,3.350,1.110,23.721,0.000,0.000
12.6391,2.107,3.350,1.110,23.721,0.000,0.000
12.7765,2.336,3.073,3.191,23.443,0.000,0.000
12.8101,2.598,3.077,4.023,23.305,0.000,0.000
12.8348,2.598,3.077,4.023,23.305,0.000,0.000
12.8572,2.857,2.938,4.994,23.166,0.000,0.000
12.9123,3.502,2.668,7.491,22.611,0.000,0.000
12.9453,4.023,2.263,9.294,21.779,0.000,0.000
12.9686,4.023,2.263,9.294,21.779,0.000,0.000
12.9917,4.815,1.581,11.652,20.669,0.000,0.000
13.0167,5.876,0.486,14.565,19.004,0.000,0.000
13.0450,6.941,-1.434,17.340,16.230,0.000,0.000
13.1119,8.932,-8.576,17.340,16.230,0.000,0.000
13.1464,9.187,-15.077,17.340,16.230,0.000,0.000
13.1690,9.187,-15.077,17.340,16.230,0.000,0.000
13.2754,12.685,-30.723,17.340,16.230,0.000,0.000
13.4147,12.685,-30.723,17.340,16.230,0.000,0.000
13.4457,12.685,-30.723,17.340,16.230,0.000,0.000
13.4769,12.685,-30.723,17.340,16.230,0.000,0.000
13.5401,12.685,-30.723,17.340,16.230,0.000,0.000
13.5643,12.685,-30.723,17.340,16.230,0.000,0.000
13.6089,12.685,-30.723,17.340,16.230,0.000,0.000
13.6308,12.685,-30.723,17.340,16.230,0.000,0.000
13.6781,12.685,-30.723,17.340,16.230,0.000,0.000
13.7034,12.685,-30.723,17.340,16.230,0.000,0.000
13.7280,12.685,-30.723,17.340,16.230,0.000,0.000
13.7522,-2.761,-25.287,17.340,16.230,0.000,0.000
13.8139,-15.775,-33.696,17.340,16.230,0.000,0.000
13.8380,-15.775,-33.696,17.340,16.230,0.000,0.000
13.8610,-12.992,-22.191,17.340,16.230,0.000,0.000
13.8837,-5.487,-11.871,17.340,16.230,0.000,0.000
13.9422,-5.487,-11.871,17.340,16.230,0.000,0.000
13.9660,-5.487,-11.871,17.340,16.230,0.000,0.000
13.9857,-5.487,-11.871,17.340,16.230,0.000,0.000
14.0119,-5.487,-11.871,17.340,16.230,0.000,0.000
14.0458,-5.487,-11.871,17.340,16.230,0.000,0.000
14.0773,-5.487,-11.871,17.340,16.230,0.000,0.000
14.1098,-5.487,-11.871,22.611,8.739,0.000,0.000
14.1458,-5.487,-11.871,22.056,8.878,0.000,0.000
14.2088,-5.487,-11.871,23.305,4.162,0.000,0.000
14.2356,-5.487,-11.871,23.305,4.162,0.000,0.000
14.2596,-5.487,-11.871,23.582,-1.526,0.000,0.000
14.2832,6.814,-22.546,22.056,-9.155,0.000,0.000
14.3763,6.814,-22.546,22.056,-9.155,0.000,0.000
14.4842,-8.250,-22.295,22.056,-9.155,0.000,0.000
14.5304,-11.909,-17.911,22.056,-9.155,0.000,0.000
14.5591,-16.193,-14.218,22.056,-9.155,0.000,0.000
14.5901,-20.785,-11.193,22.056,-9.155,0.000,0.000
14.6210,-25.089,-7.845,22.056,-9.155,0.000,0.000
14.6551,-29.235,-4.459,22.056,-9.155,0.000,0.000
14.6845,-32.657,-1.614,22.056,-9.155,0.000,0.000
14.7159,-35.488,0.410,22.056,-9.155,0.000,0.000
14.7531,-37.883,1.606,22.056,-9.155,0.000,0.000
14.7860,-39.705,2.130,22.056,-9.155,0.000,0.000
14.8182,-40.541,1.987,22.056,-9.155,0.000,0.000
14.8550,-38.854,0.310,22.056,-9.155,0.000,0.000
14.8855,-35.525,-3.364,22.056,-9.155,0.000,0.000
