t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
12.6774,2.094,3.529,0.687,23.366,0.000,0.000
12.7126,2.088,3.385,0.962,23.503,0.000,0.000
12.7455,2.081,3.526,1.237,23.503,0.000,0.000
12.7776,2.078,3.385,1.374,23.503,0.000,0.000
12.8132,2.212,3.385,1.649,23.503,0.000,0.000
12.8422,2.202,3.248,2.062,23.366,0.000,0.000
12.8742,2.333,3.251,2.474,23.229,0.000,0.000
12.9154,2.461,3.248,3.024,23.366,0.000,0.000
12.9434,2.726,3.251,3.711,23.229,0.000,0.000
12.9785,2.844,3.113,4.673,23.091,0.000,0.000
13.0113,3.240,2.976,5.773,22.954,0.000,0.000
13.0434,3.349,2.567,7.147,22.404,0.000,0.000
13.0767,4.010,2.436,8.934,21.992,0.000,0.000
13.1114,4.521,1.899,11.133,20.892,0.000,0.000
13.1433,5.585,0.953,13.745,19.243,0.000,0.000
13.1790,6.636,-0.552,16.906,17.456,0.000,0.000
13.2124,7.556,-2.984,19.655,13.195,0.000,0.000
13.2419,8.617,-6.938,22.404,7.834,0.000,0.000
13.2726,8.865,-12.688,23.778,1.100,0.000,0.000
13.3095,8.741,-21.075,23.091,-7.147,0.000,0.000
13.4061,13.427,-33.505,23.091,-7.147,0.000,0.000
13.4396,8.115,-25.810,23.091,-7.147,0.000,0.000
13.5080,-4.828,-17.430,23.091,-7.147,0.000,0.000
13.5425,-11.849,-15.354,23.091,-7.147,0.000,0.000
13.5730,-20.025,-12.533,23.091,-7.147,0.000,0.000
13.6059,-28.358,-6.571,23.091,-7.147,0.000,0.000
13.6415,-34.561,1.282,23.091,-7.147,0.000,0.000
13.6765,-37.503,10.299,23.091,-7.147,0.000,0.000
13.7055,-35.232,18.232,23.091,-7.147,0.000,0.000
13.7390,-28.601,22.390,23.091,-7.147,0.000,0.000
13.7738,-20.006,21.342,23.091,-7.147,0.000,0.000
13.8065,-11.702,14.818,23.091,-7.147,0.000,0.000
13.8409,-4.687,3.663,23.091,-7.147,0.000,0.000
13.8781,0.048,-9.867,23.091,-7.147,0.000,0.000
13.9106,2.624,-24.928,23.091,-7.147,0.000,0.000
14.0061,-7.159,-25.260,23.091,-7.147,0.000,0.000
14.0415,-2.797,-12.980,23.091,-7.147,0.000,0.000
14.0777,1.765,-4.230,20.617,-11.546,0.000,0.000
14.1097,8.201,7.049,22.129,-6.597,0.000,0.000
14.1415,15.049,15.397,24.053,-2.611,0.000,0.000
14.1758,22.659,20.377,23.503,0.962,0.000,0.000
14.2116,30.404,21.294,23.229,3.849,0.000,0.000
14.2424,36.888,18.278,22.679,6.460,0.000,0.000
14.2719,40.278,11.345,22.129,8.109,0.000,0.000
14.3072,39.574,2.613,22.129,8.522,0.000,0.000
14.3409,35.907,-6.077,22.541,7.147,0.000,0.000
14.3754,29.978,-14.159,23.366,3.849,0.000,0.000
14.4108,23.644,-20.649,23.503,-1.374,0.000,0.000
14.4413,17.761,-27.099,22.404,-8.247,0.000,0.000
14.5434,8.496,-37.444,22.404,-8.247,0.000,0.000
14.6432,8.496,-37.444,22.404,-8.247,0.000,0.000
14.6806,8.496,-37.444,22.404,-8.247,0.000,0.000
14.7116,8.496,-37.444,22.404,-8.247,0.000,0.000
14.7415,8.496,-37.444,22.404,-8.247,0.000,0.000
14.7777,8.496,-37.444,22.404,-8.247,0.000,0.000
14.8096,8.496,-37.444,22.404,-8.247,0.000,0.000
14.8428,8.496,-37.444,22.404,-8.247,0.000,0.000
14.8750,8.496,-37.444,22.404,-8.247,0.000,0.000
14.9107,8.496,-37.444,22.404,-8.247,0.000,0.000
14.9403,8.496,-37.444,22.404,-8.247,0.000,0.000
14.9779,8.496,-37.444,22.404,-8.247,0.000,0.000
15.0485,8.496,-37.444,22.404,-8.247,0.000,0.000
15.0794,8.496,-37.444,22.404,-8.247,0.000,0.000
