time,actual_temp,actual_pressure,actual_humidity,pred24_temp,pred24_pressure,pred24_humidity,pred48_temp,pred48_pressure,pred48_humidity,pred72_temp,pred72_pressure,pred72_humidity
2025-02-09 05:00:00,4.8,1025.6,81.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 06:00:00,4.9,1025.5,87.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 07:00:00,5.9,1025.7,87.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 08:00:00,5.8,1026.2,93.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 09:00:00,5.7,1026.6,94.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 10:00:00,7.0,1026.7,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 11:00:00,8.6,1027.1,90.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 12:00:00,10.9,1026.4,80.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 13:00:00,12.4,1025.4,71.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 14:00:00,12.8,1024.8,66.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 15:00:00,13.2,1024.1,65.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 16:00:00,12.5,1023.8,70.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 17:00:00,11.8,1024.0,74.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 18:00:00,10.4,1024.4,82.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 19:00:00,8.4,1024.7,89.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 20:00:00,7.7,1024.6,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
