time,actual_temp,actual_pressure,actual_humidity,actual_rain,pred24_temp,pred24_pressure,pred24_humidity,pred24_rain,pred48_temp,pred48_pressure,pred48_humidity,pred48_rain,pred72_temp,pred72_pressure,pred72_humidity,pred72_rain
2025-01-07 00:00:00,4.3,1018.3,80.0,0.0,12.068679,1009.5235,82.878746,0.3492076,8.302376,1019.33105,81.739494,0.21438634,7.942234,1020.2256,76.14059,0.06832419
2025-01-07 01:00:00,4.4,1019.1,80.0,0.0,11.684124,1009.2529,84.353584,0.37339845,9.270398,1019.2771,78.18177,0.19153327,7.3174047,1020.4011,77.23492,0.06985208
2025-01-07 02:00:00,3.4,1019.2,83.0,0.0,11.68017,1009.12396,84.46746,0.37787595,9.443617,1018.8883,77.88152,0.20547608,6.599191,1020.5264,78.74524,0.07423172
2025-01-07 03:00:00,2.9,1019.5,84.0,0.0,11.836799,1009.1293,83.90632,0.3721081,9.648491,1018.1546,78.77574,0.23478366,7.0223494,1020.557,76.89997,0.07007737
2025-01-07 04:00:00,2.2,1019.9,87.0,0.0,11.934494,1009.1851,82.881996,0.36111188,9.761792,1017.502,79.16013,0.2551154,6.6756516,1020.5763,77.64158,0.07397089
2025-01-07 05:00:00,1.8,1020.5,88.0,0.0,11.549012,1008.7115,83.50401,0.3832165,9.885992,1016.9842,79.37449,0.2698643,6.696933,1020.54535,76.94044,0.073419295
2025-01-07 06:00:00,1.3,1020.7,88.0,0.0,11.416884,1008.52966,83.52248,0.38751975,9.934519,1016.49,79.87074,0.28733206,6.6181493,1020.4897,76.56752,0.07349983
2025-01-07 07:00:00,1.4,1020.8,87.0,0.0,11.337397,1008.3779,83.56645,0.39131087,9.8578205,1016.1475,80.80606,0.3027912,6.817987,1020.5022,75.14194,0.07060234
2025-01-07 08:00:00,1.1,1021.3,86.0,0.0,11.030927,1008.1025,84.383026,0.41077685,9.848781,1015.9516,81.34908,0.31185836,6.550786,1020.48035,75.89765,0.0730098
2025-01-07 09:00:00,1.0,1021.7,86.0,0.0,10.863787,1008.12994,84.84679,0.4157651,9.884537,1015.74,81.75193,0.32159632,6.7286367,1020.52057,74.92903,0.07047991
2025-01-07 10:00:00,3.6,1021.8,78.0,0.0,10.827233,1008.2676,84.82966,0.41458735,9.942423,1015.50995,81.76937,0.32936925,8.145018,1020.6602,69.26809,0.058729053
2025-01-07 11:00:00,5.6,1022.6,69.0,0.0,11.544172,1008.8086,82.11112,0.37246785,10.168266,1015.3652,80.98815,0.32885838,9.942774,1020.6579,63.039394,0.04994058
2025-01-07 12:00:00,6.7,1022.6,62.0,0.0,14.019448,1009.91406,72.90692,0.2598752,11.075436,1015.1329,77.66518,0.31887412,10.642998,1020.732,61.566708,0.049546987
2025-01-07 13:00:00,6.5,1022.3,63.0,0.0,15.5272255,1009.98584,67.192856,0.21463664,12.806919,1014.92114,71.5953,0.28582713,12.168196,1020.7515,57.82006,0.045139655
2025-01-07 14:00:00,7.9,1021.6,62.0,0.0,16.62487,1009.5732,63.201096,0.19031875,15.3078,1014.3879,64.3476,0.25191164,13.829954,1020.3178,54.269184,0.043473475
2025-01-07 15:00:00,7.1,1021.5,68.0,0.0,16.562857,1008.8534,63.379543,0.19518887,15.230255,1013.32104,66.37998,0.2812885,15.166567,1019.78876,52.503937,0.043589517
2025-01-07 16:00:00,6.3,1022.1,76.0,0.0,16.239838,1008.5466,64.3154,0.19819091,15.067749,1013.02155,68.027374,0.29190674,15.608673,1019.2516,54.135387,0.047658525
2025-01-07 17:00:00,6.2,1022.2,81.0,0.0,15.787616,1008.78046,65.48534,0.1943027,14.647402,1012.36865,70.84413,0.31955954,15.43409,1018.85535,57.619255,0.053227406
2025-01-07 18:00:00,5.2,1022.7,88.0,0.0,14.708248,1008.8615,68.058784,0.20392533,14.457037,1012.16187,72.51747,0.33089787,13.920242,1018.76227,63.858257,0.06258882
2025-01-07 19:00:00,4.2,1023.0,95.0,0.0,13.404566,1009.55457,70.95799,0.21115012,14.522476,1012.0044,73.18046,0.33515814,12.676947,1018.91583,68.58092,0.06911355
2025-01-07 20:00:00,4.0,1023.4,95.0,0.0,12.357796,1011.0797,73.12665,0.19741446,14.535086,1012.28564,73.174614,0.3216512,12.180565,1018.9991,71.1263,0.07260347
2025-01-07 21:00:00,4.7,1023.5,93.0,0.0,11.704976,1012.64825,74.339355,0.17691822,14.119667,1012.31586,74.67948,0.32841656,11.393705,1019.18134,73.93124,0.07779826
2025-01-07 22:00:00,4.6,1023.6,95.0,0.0,11.290982,1014.07477,75.01919,0.15817966,13.540651,1012.5555,76.35487,0.33270612,10.214695,1019.4282,76.96641,0.084796004
2025-01-07 23:00:00,4.9,1023.9,93.0,0.0,10.843289,1015.1507,75.85478,0.14857303,12.744831,1012.5744,78.85737,0.3531246,9.195788,1019.53143,79.249115,0.09094913
2025-01-08 00:00:00,4.8,1023.5,93.0,0.0,10.838403,1016.0669,75.63834,0.13490358,12.188875,1012.61206,80.55972,0.36939037,8.335634,1019.5748,81.01821,0.09657112
2025-01-08 01:00:00,4.8,1023.5,93.0,0.0,11.122652,1016.7331,74.6441,0.12226867,11.821575,1012.4997,81.916885,0.38668463,9.247118,1019.38434,77.74343,0.08765707
2025-01-08 02:00:00,5.3,1023.2,97.0,0.0,11.457449,1017.2523,73.43683,0.11217095,11.81036,1012.4139,82.03641,0.38942754,9.511857,1019.2285,77.20818,0.0911293
2025-01-08 03:00:00,5.3,1023.0,99.0,0.0,10.454102,1017.12317,75.60658,0.12647292,11.952198,1012.402,81.519035,0.38459814,9.835281,1018.7362,77.74819,0.100418866
2025-01-08 04:00:00,5.2,1022.8,100.0,0.0,9.673757,1017.39197,76.65429,0.12607147,12.057379,1012.4316,80.550156,0.37596852,10.037346,1018.2706,77.89988,0.10759227
2025-01-08 05:00:00,5.5,1022.2,100.0,0.0,8.58388,1017.53235,78.39731,0.13150875,11.7310295,1012.17786,81.009895,0.3897684,10.214426,1017.8702,77.980545,0.11230489
2025-01-08 06:00:00,5.6,1021.7,100.0,0.0,7.7867613,1017.87756,79.274734,0.1280353,11.619135,1012.06537,81.00998,0.39248368,10.326305,1017.5143,78.3006,0.11866136
2025-01-08 07:00:00,5.7,1021.1,100.0,0.0,6.985733,1017.90533,80.18117,0.13007374,11.553116,1011.9649,81.03356,0.39477107,10.283762,1017.24976,79.11074,0.124543
2025-01-08 08:00:00,5.6,1020.9,100.0,0.0,6.613224,1017.8687,79.791435,0.12612762,11.285976,1011.8484,81.722496,0.40785637,10.288557,1017.1122,79.57365,0.1284626
2025-01-08 09:00:00,5.5,1020.6,100.0,0.0,6.156039,1017.686,79.52805,0.12619916,11.133045,1011.8964,82.15719,0.4118229,10.346382,1016.962,79.89052,0.13235058
2025-01-08 10:00:00,5.6,1020.9,99.0,0.0,5.882418,1017.652,78.470024,0.12038245,11.115889,1012.0127,82.12689,0.4110908,10.436987,1016.8112,79.82323,0.13532735
2025-01-08 11:00:00,6.2,1021.1,96.0,0.0,9.6015835,1017.98663,65.67557,0.07139487,11.809162,1012.3156,79.64819,0.38209662,10.675598,1016.71246,79.0285,0.13397066
2025-01-08 12:00:00,6.7,1020.7,94.0,0.0,14.460916,1017.83185,52.5813,0.045175195,14.184486,1012.8681,71.16583,0.30186042,11.621935,1016.6307,75.67034,0.12796737
2025-01-08 13:00:00,7.2,1019.5,91.0,0.1,17.459341,1017.2612,44.132305,0.035488565,15.675007,1012.781,65.738655,0.26605606,13.340662,1016.466,69.77718,0.11244482
