Time,Angular velocity
0,3.15682
0.0166667,3.14725
0.0333333,3.11428
0.05,3.076
0.0666667,3.07142
0.0833333,3.06906
0.1,3.069
0.116667,3.06031
0.133333,3.05687
0.15,3.05258
0.166667,3.0495
0.183333,3.04527
0.2,3.04101
0.216667,3.03743
0.233333,3.03285
0.25,3.02846
0.266667,3.04158
0.283333,3.03831
0.3,3.03408
0.316667,2.93808
0.333333,2.93634
0.35,2.75516
0.366667,2.75736
0.383333,2.75829
0.4,2.7986
0.416667,2.79541
0.433333,2.75404
0.45,2.75071
0.466667,2.74464
0.483333,2.73894
0.5,2.70897
0.516667,2.70256
0.533333,2.6965
0.55,2.67674
0.566667,2.66722
0.583333,2.65386
0.6,2.64242
0.616667,2.63568
0.633333,2.61884
0.65,2.60954
0.666667,2.59958
0.683333,2.51418
0.7,2.50963
0.716667,2.50976
0.733333,2.50227
0.75,2.44661
0.766667,2.43806
0.783333,2.42982
0.8,2.37659
0.816667,2.37092
0.833333,2.35966
0.85,2.34603
0.866667,2.33316
0.883333,2.31856
0.9,2.3056
0.916667,2.29467
0.933333,2.35502
0.95,2.32783
0.966667,2.31875
0.983333,2.31918
1,2.30661
1.01667,2.29395
1.03333,2.28142
1.05,2.27218
1.06667,2.26244
1.08333,2.24212
1.1,2.23611
1.11667,2.22822
1.13333,2.20682
1.15,2.19458
1.16667,2.19346
1.18333,2.17638
1.2,2.16044
1.21667,2.15146
1.23333,1.95612
1.25,1.94938
1.26667,1.94798
1.28333,1.94667
1.3,1.92683
1.31667,1.92475
1.33333,1.96699
1.35,1.95054
1.36667,1.94676
1.38333,1.94319
1.4,1.91919
1.41667,1.9159
1.43333,1.91217
1.45,1.90877
1.46667,1.97531
1.48333,1.97119
1.5,1.92987
1.51667,1.91704
1.53333,1.91281
1.55,2.022
1.56667,1.87197
1.58333,1.86916
1.6,1.86673
1.61667,1.84153
1.63333,1.83801
1.65,1.84391
1.66667,1.84157
1.68333,1.8142
1.7,1.81221
1.71667,1.81134
1.73333,1.80605
1.75,1.80518
1.76667,1.49486
1.78333,1.4977
1.8,1.49627
1.81667,1.6306
1.83333,1.62863
1.85,1.62662
1.86667,1.67086
1.88333,1.61287
1.9,1.60878
1.91667,1.60536
1.93333,1.60233
1.95,1.56056
1.96667,1.54961
1.98333,1.54184
2,1.51125
2.01667,1.54405
2.03333,1.5338
2.05,1.52752
2.06667,1.51246
2.08333,1.5042
2.1,1.49517
2.11667,1.48149
2.13333,1.37938
2.15,1.35663
2.16667,1.34694
2.18333,1.34274
2.2,1.33631
2.21667,1.333
2.23333,1.32952
2.25,1.31931
2.26667,1.31397
2.28333,1.25186
2.3,1.36618
2.31667,1.33883
2.33333,1.31691
2.35,1.30189
2.36667,1.30409
2.38333,1.29053
2.4,1.27511
2.41667,1.26348
2.43333,1.24929
2.45,1.23913
2.46667,1.2258
2.48333,1.22092
2.5,1.23405
2.51667,1.22409
2.53333,1.21577
2.55,1.20334
2.56667,1.19061
2.58333,1.20575
2.6,1.19228
2.61667,1.18174
2.63333,1.16844
2.65,1.14263
2.66667,1.11524
2.68333,1.10124
2.7,1.08562
2.71667,1.09744
2.73333,1.07835
2.75,1.06068
2.76667,1.05047
2.78333,0.840837
2.8,0.840409
2.81667,0.84065
2.83333,0.835556
2.85,0.82798
2.86667,0.85923
2.88333,0.875764
2.9,0.8805
2.91667,0.894427
2.93333,0.894241
2.95,0.882217
2.96667,0.88228
2.98333,0.882749
3,0.858391
3.01667,0.866178
3.03333,0.902317
3.05,0.892602
3.06667,0.882483
3.08333,0.871165
3.1,0.869487
3.11667,0.848539
3.13333,0.887908
3.15,0.881736
3.16667,0.861576
3.18333,0.849674
3.2,0.878
3.21667,0.850636
3.23333,0.847427
3.25,0.856816
3.26667,0.851346
3.28333,0.854533
3.3,0.837895
3.31667,0.767595
3.33333,0.766899
3.35,0.772021
3.36667,0.77414
3.38333,0.770556
3.4,0.789794
3.41667,0.782774
3.43333,0.787759
3.45,0.784666
3.46667,0.790002
3.48333,0.788116
3.5,0.736008
3.51667,0.742332
3.53333,0.727182
3.55,0.725938
3.56667,0.703717
3.58333,0.666639
3.6,0.673824
3.61667,0.670118
3.63333,0.667663
3.65,0.663978
3.66667,0.660095
3.68333,0.656074
3.7,0.662851
3.71667,0.650182
3.73333,0.646779
3.75,0.653692
3.76667,0.653721
3.78333,0.65362
3.8,0.659129
3.81667,0.651013
3.83333,0.65445
3.85,0.639291
3.86667,0.61728
3.88333,0.637459
3.9,0.642036
3.91667,0.639806
3.93333,0.640891
3.95,0.639226
3.96667,0.638406
3.98333,0.657028
4,0.662223
4.01667,0.680845
4.03333,0.68239
4.05,0.679179
4.06667,0.683359
4.08333,0.683488
4.1,0.681246
4.11667,0.685563
4.13333,0.689228
4.15,0.686694
4.16667,0.692414
4.18333,0.687535
4.2,0.699925
4.21667,0.704148
4.23333,0.712162
4.25,0.721428
4.26667,0.729423
4.28333,0.731966
4.3,0.741902
4.31667,0.625559
4.33333,0.621826
4.35,0.625231
4.36667,0.643328
4.38333,0.6497
4.4,0.654183
4.41667,0.665622
4.43333,0.673688
4.45,0.6847
4.46667,0.697458
4.48333,0.710276
4.5,0.721162
4.51667,0.726371
4.53333,0.723558
4.55,0.726915
4.56667,0.730637
4.58333,0.724813
4.6,0.727811
4.61667,0.728068
4.63333,0.740908
4.65,0.755096
4.66667,0.76322
4.68333,0.737237
4.7,0.731127
4.71667,0.730657
4.73333,0.738603
4.75,0.727147
4.76667,0.716518
4.78333,0.720908
4.8,0.721317
4.81667,0.723091
4.83333,0.733548
4.85,0.736156
4.86667,0.739434
4.88333,0.754536
4.9,0.753982
4.91667,0.74885
4.93333,0.744399
4.95,0.741612
4.96667,0.742015
4.98333,0.747528
5,0.739576
5.01667,0.748259
5.03333,0.745874
5.05,0.769813
5.06667,0.772644
5.08333,0.780945
5.1,0.790752
5.11667,0.792324
5.13333,0.780779
5.15,0.79397
5.16667,0.791777
5.18333,0.776774
5.2,0.771557
5.21667,0.766256
5.23333,0.764958
5.25,0.75343
5.26667,0.654104
5.28333,0.652948
