time,temp_real,hum_real,rain_real,pres_real,wind_real,temp_pred_24,hum_pred_24,rain_pred_24,pres_pred_24,wind_pred_24,temp_pred_48,hum_pred_48,rain_pred_48,pres_pred_48,wind_pred_48,temp_pred_72,hum_pred_72,rain_pred_72,pres_pred_72,wind_pred_72
2025-01-11 10:00:00,11.5,88.0,0.1,1025.6,19.9,-0.9151734,1.000961,-0.031301945,1.1863487,-0.46704242,-0.93217367,0.98773825,0.1401516,0.31879535,-0.10981843,-1.0275077,1.0945926,0.08999264,0.2770151,-0.1112025
2025-01-11 11:00:00,11.5,88.0,0.1,1026.0,25.0,-0.8137749,0.88799924,-0.030832665,1.2724543,-0.5158487,-0.7882598,0.8026844,0.12301422,0.47047487,-0.115101814,-1.009027,1.0532402,0.093557715,0.31941077,-0.07653803
2025-01-11 12:00:00,11.8,84.0,0.0,1026.4,27.0,-0.70839643,0.749644,-0.047390096,1.3594786,-0.6290439,-0.66627127,0.6623737,0.10943946,0.6484128,-0.15143709,-0.9990219,1.0093004,0.086305365,0.37465382,-0.04360667
2025-01-11 13:00:00,13.1,67.0,0.0,1026.1,20.6,-0.5834618,0.59672683,-0.037294894,1.3720257,-0.56130326,-0.5316927,0.47488195,0.098239474,0.7289846,-0.09813026,-0.99415576,0.97996044,0.08885989,0.39069816,0.0018326507
2025-01-11 14:00:00,14.3,65.0,0.0,1025.3,21.7,-0.4432117,0.41043082,-0.03344044,1.3456175,-0.44395837,-0.40862712,0.33596823,0.10554618,0.71965814,-0.024508128,-0.9735693,0.9740763,0.107012495,0.30392808,0.034568682
2025-01-11 15:00:00,14.6,60.0,0.0,1025.4,22.6,-0.266098,0.16228552,-0.042218797,1.2802703,-0.34025836,-0.21006119,0.056050137,0.094392054,0.63761723,0.14868498,-0.9137404,0.80808866,0.089597195,0.3061184,0.20184371
2025-01-11 16:00:00,14.5,60.0,0.0,1025.7,25.0,-0.15504318,0.0007807268,-0.02137387,1.1884079,-0.10036401,-0.14970994,0.0038691326,0.089783765,0.6147661,0.15948494,-0.9304155,0.8263284,0.08767156,0.25626308,0.2514931
2025-01-11 17:00:00,13.3,63.0,0.0,1026.2,22.0,-0.12949125,-0.043473486,-0.0059536826,1.1407905,0.05057326,-0.124951616,-0.03356573,0.071449,0.5893694,0.15945615,-0.9238037,0.8348148,0.09058462,0.21116583,0.25979927
2025-01-11 18:00:00,12.1,69.0,0.0,1026.6,18.2,-0.13401414,0.057622876,-0.0043161158,1.0285715,-0.11127812,-0.183736,0.102303594,0.06061363,0.60106194,0.00579386,-0.9570697,0.9203648,0.0950905,0.16347834,0.191859
2025-01-11 19:00:00,11.2,74.0,0.0,1026.8,9.8,-0.40973422,0.4818969,0.0066715237,0.97237504,-0.33431336,-0.3233837,0.28771445,0.02447419,0.65203714,-0.19747685,-0.98140883,0.96353084,0.08572244,0.10737828,0.14263663
2025-01-11 20:00:00,9.2,85.0,0.0,1027.6,7.2,-0.5353134,0.6464823,-0.011331035,0.984202,-0.43125087,-0.46233705,0.48718792,0.018223437,0.6945964,-0.32821646,-1.0055845,1.0340571,0.08513242,0.14641866,0.0063076336
2025-01-11 21:00:00,8.8,87.0,0.0,1028.3,6.5,-0.6098017,0.7287797,-0.033583112,1.0400229,-0.504033,-0.5743708,0.588825,-0.0030101389,0.76605237,-0.4066872,-1.0363055,1.0731969,0.08153503,0.14610411,-0.049736768
2025-01-11 22:00:00,7.6,90.0,0.0,1029.1,4.2,-0.6729831,0.82625496,-0.032964304,1.0135205,-0.5825443,-0.6503795,0.66797775,-0.0050650183,0.8190758,-0.44674653,-1.0344833,1.0866102,0.09150177,0.1802035,-0.09340603
2025-01-11 23:00:00,7.5,91.0,0.0,1029.4,6.2,-0.77521545,0.922006,-0.031831257,1.0891128,-0.6310691,-0.7229394,0.70425236,-0.018000688,0.8410983,-0.42382023,-1.0376126,1.0628353,0.07261735,0.21726389,-0.10565776
2025-01-12 00:00:00,6.5,92.0,0.0,1029.3,8.7,-0.79766405,0.9104546,-0.034513585,1.0955286,-0.57452905,-0.7511422,0.7471596,-0.012752498,0.865922,-0.42495725,-1.0371772,1.0766149,0.08156714,0.22401479,-0.09229338
2025-01-12 01:00:00,5.8,87.0,0.0,1029.5,10.3,-0.8057253,0.93363243,-0.02163535,1.0925586,-0.52513677,-0.8185938,0.81677866,-0.007833345,0.8847536,-0.40959865,-1.0571204,1.0943097,0.08387352,0.23163708,-0.078387484
2025-01-12 02:00:00,6.1,78.0,0.0,1028.9,12.2,-0.7514544,0.8834588,-0.0034157913,1.1024383,-0.46985516,-0.8527291,0.8743608,0.002141703,0.9038764,-0.39738598,-1.050562,1.1100312,0.10049085,0.22389442,-0.07857168
2025-01-12 03:00:00,5.5,72.0,0.0,1029.5,14.3,-0.8268523,1.0079556,0.021239607,1.0612888,-0.4456838,-0.8742936,0.89423,-0.0040654773,0.90061927,-0.3451497,-1.0969919,1.135378,0.093575254,0.2221027,-0.03862664
2025-01-12 04:00:00,5.3,55.0,0.0,1029.5,15.2,-0.78980875,1.005413,0.025806779,1.023083,-0.40159324,-0.9314383,0.9573456,-0.00409045,0.9069545,-0.32664153,-1.074901,1.1397163,0.09983756,0.23752168,-0.06451577
2025-01-12 05:00:00,5.3,38.0,0.0,1029.3,17.2,-0.78341717,1.0308653,0.03003891,0.9353084,-0.39637008,-0.98205763,1.0088506,-0.015461205,0.8869988,-0.31714043,-1.0940782,1.1512223,0.09499044,0.21860036,-0.05777037
2025-01-12 06:00:00,4.8,47.0,0.0,1029.6,19.8,-0.75132966,1.0743977,0.059170812,0.89373773,-0.39957604,-1.0201167,1.0452774,-0.02558984,0.88082457,-0.34359077,-1.10046,1.159016,0.105372936,0.18065643,-0.057817876
2025-01-12 07:00:00,4.1,61.0,0.0,1030.2,18.7,-0.6794742,0.94840425,0.07403817,0.94623524,-0.23538855,-1.0030953,0.9941019,-0.046274725,0.9040526,-0.37555286,-1.0804793,1.1094134,0.08677769,0.2027415,-0.0795996
2025-01-12 08:00:00,3.7,71.0,0.0,1030.9,18.2,-0.642042,0.9277101,0.07793685,0.86393327,-0.22815403,-0.98090965,0.9830154,-0.037766498,0.9003861,-0.3907893,-1.048142,1.0728749,0.09680877,0.19214116,-0.07664983
2025-01-12 09:00:00,3.5,72.0,0.0,1030.8,17.6,-0.54232794,0.8513451,0.09332103,0.8472014,-0.21348634,-0.93836397,0.9483451,-0.030858604,0.92301583,-0.4129962,-0.9858427,0.98681355,0.09422534,0.23372066,-0.06790755
2025-01-12 10:00:00,5.7,63.0,0.0,1031.2,15.9,-0.48051035,0.8000003,0.153304,0.83940476,-0.080717325,-0.9055939,0.8981798,-0.023187695,0.9973278,-0.42354673,-0.9378476,0.9238423,0.09457633,0.308853,-0.0769076
2025-01-12 11:00:00,8.1,58.0,0.0,1031.5,11.9,-0.40254536,0.63136834,0.14860812,0.95938534,0.040615857,-0.80057234,0.77223504,-0.015502736,1.083226,-0.43217483,-0.7888082,0.74549544,0.09245542,0.41090852,-0.072533935
2025-01-12 12:00:00,9.8,53.0,0.0,1030.6,14.7,-0.39817482,0.5631253,0.17523046,0.9843102,0.23454426,-0.7011969,0.6434399,-0.009346499,1.1744934,-0.47598547,-0.66468525,0.60927176,0.09449847,0.5358024,-0.08972889
2025-01-12 13:00:00,10.7,50.0,0.0,1029.7,15.7,-0.4178241,0.5141424,0.13999932,1.0973476,0.30156484,-0.58492285,0.5009546,0.008469552,1.1919696,-0.40192598,-0.5294121,0.4293793,0.09204682,0.58373916,-0.033331424
2025-01-12 14:00:00,11.5,50.0,0.0,1029.1,14.4,-0.27835384,0.36962417,0.106141455,1.1265354,0.20782106,-0.45377964,0.32974193,0.020865459,1.1631336,-0.29451877,-0.40897122,0.29404894,0.10253085,0.56206477,0.041421294
2025-01-12 15:00:00,10.7,55.0,0.0,1029.3,19.0,-0.26152003,0.3162749,0.09704253,1.0814663,0.27705202,-0.28962606,0.115553595,0.025068497,1.0927787,-0.18927348,-0.20581862,0.02505259,0.095974036,0.46331936,0.19766335
2025-01-12 16:00:00,10.1,54.0,0.0,1029.4,20.4,-0.17122906,0.17705104,0.0894094,1.0611434,0.33825076,-0.16716994,-0.052148134,0.04104699,0.96602666,-0.020489605,-0.14602013,-0.026497649,0.093752086,0.42841673,0.21412854
2025-01-12 17:00:00,9.1,56.0,0.0,1029.8,20.4,-0.16879795,0.13245502,0.08709723,1.0489578,0.40136352,-0.12815446,-0.11116147,0.046030685,0.88528955,0.06817484,-0.119064145,-0.06283106,0.077725574,0.3881234,0.21371722
2025-01-12 18:00:00,7.6,62.0,0.0,1030.3,18.2,-0.17385763,0.12756379,0.052043922,1.0945294,0.28208795,-0.1515636,-0.0015742169,0.049402937,0.80105114,-0.030393792,-0.18438329,0.0674887,0.069362946,0.4049071,0.07952641
2025-01-12 19:00:00,6.5,64.0,0.0,1030.4,20.6,-0.27091008,0.22547981,0.014352137,1.1487962,0.117880315,-0.43271372,0.39622748,0.0503596,0.7829617,-0.21104206,-0.32134536,0.24559711,0.03953915,0.45916644,-0.116234735
2025-01-12 20:00:00,5.8,65.0,0.0,1030.6,23.9,-0.3456829,0.33947638,-0.03249748,1.1523921,-0.19142099,-0.54635215,0.5431368,0.028342402,0.79633486,-0.31358105,-0.45799544,0.43351,0.031608105,0.5170496,-0.24840286
2025-01-12 21:00:00,5.5,58.0,0.0,1030.4,26.4,-0.50482446,0.5583945,-0.025918147,1.1700016,-0.31640586,-0.61799455,0.63051057,0.00854831,0.8316308,-0.4012955,-0.5674937,0.5352583,0.009141399,0.5896356,-0.3345985
2025-01-12 22:00:00,4.8,47.0,0.0,1030.3,24.0,-0.5705596,0.6227422,-0.04557451,1.2051706,-0.41828093,-0.6889606,0.7385726,0.01334249,0.8250898,-0.46156678,-0.64421433,0.6154921,0.005555653,0.6443816,-0.3754579
2025-01-12 23:00:00,4.0,40.0,0.0,1030.1,24.1,-0.71060795,0.77132064,-0.05000691,1.2356108,-0.4851108,-0.79710215,0.84917223,0.015586888,0.9028393,-0.5030926,-0.7151145,0.6554982,-0.012230016,0.6731027,-0.36167696
2025-01-13 00:00:00,3.4,37.0,0.0,1030.0,22.8,-0.7537263,0.795104,-0.05494187,1.2728983,-0.45563397,-0.8160797,0.8443153,0.009718465,0.9027282,-0.47068313,-0.7462182,0.6972892,-0.007943829,0.70435613,-0.35884067
2025-01-13 01:00:00,2.5,40.0,0.0,1029.3,21.7,-0.8583457,0.885313,-0.03145902,1.2653449,-0.3608038,-0.8222522,0.8586514,0.012972005,0.9001434,-0.43589208,-0.8151287,0.762247,-0.008547573,0.73850375,-0.34386092
2025-01-13 02:00:00,2.5,45.0,0.0,1027.9,21.8,-0.8716444,0.832247,-0.05398476,1.3080353,-0.2998698,-0.7673166,0.81082815,0.024686689,0.8998929,-0.3979635,-0.8536879,0.81995356,0.00038597663,0.76049125,-0.3266853
2025-01-13 03:00:00,1.8,50.0,0.0,1027.6,21.3,-0.8595011,0.75920314,-0.060692072,1.2930081,-0.20594639,-0.8518261,0.9315144,0.04621878,0.8802873,-0.3653644,-0.8765908,0.84285843,-0.005688618,0.756569,-0.2801346
2025-01-13 04:00:00,1.1,53.0,0.0,1027.6,21.2,-0.87350994,0.6681127,-0.10516442,1.402253,-0.1881795,-0.81333137,0.914612,0.049983803,0.8429564,-0.3244932,-0.9330901,0.9035031,-0.010427429,0.7607799,-0.2668723
2025-01-13 05:00:00,0.6,55.0,0.0,1027.5,21.6,-0.87155336,0.5074108,-0.1135428,1.4368194,-0.14807314,-0.8125894,0.94018936,0.05017927,0.7691016,-0.319994,-0.98215336,0.95333356,-0.029837737,0.7437085,-0.27033672
2025-01-13 06:00:00,0.8,48.0,0.0,1027.1,21.6,-0.80811876,0.20771536,-0.15541221,1.4243726,-0.09904313,-0.77802646,0.9686194,0.060619917,0.72575796,-0.34823295,-1.018314,0.99200493,-0.042768054,0.73398656,-0.3030835
2025-01-13 07:00:00,0.8,43.0,0.0,1026.9,21.3,-0.84885806,0.16187344,-0.1689596,1.49,-0.03979896,-0.69020474,0.83969843,0.05616274,0.73868024,-0.28331128,-1.0011064,0.9515404,-0.063583076,0.7430131,-0.3387359
2025-01-13 08:00:00,0.5,43.0,0.0,1027.2,21.0,-0.87665325,0.15675253,-0.20243417,1.5872076,-0.105303735,-0.6527228,0.823523,0.052453723,0.6569365,-0.2855908,-0.9804774,0.9381624,-0.06054186,0.75099754,-0.3557444
2025-01-13 09:00:00,0.3,44.0,0.0,1027.8,20.2,-0.9394519,0.2443861,-0.20229782,1.6469023,-0.1139746,-0.55180615,0.7408724,0.059294168,0.6411592,-0.27338994,-0.9382006,0.8972029,-0.059540153,0.78661174,-0.37799796
2025-01-13 10:00:00,2.7,41.0,0.0,1028.6,17.6,-0.9196792,0.19532955,-0.19444637,1.6017165,-0.059146196,-0.4810804,0.67966187,0.07687538,0.6284983,-0.20942146,-0.90339386,0.84096384,-0.050083168,0.8596726,-0.38079044
2025-01-13 11:00:00,6.2,47.0,0.0,1029.1,11.1,-0.84310716,0.07986889,-0.19089614,1.6471901,-0.093894064,-0.3870049,0.5025837,0.07521033,0.7080679,-0.1205782,-0.79409003,0.7092707,-0.032582384,0.9325233,-0.37284124
2025-01-13 12:00:00,8.8,38.0,0.0,1029.5,2.7,-0.7205072,-0.063292556,-0.19314028,1.6778361,-0.20191671,-0.36960536,0.43129563,0.083113484,0.7111708,-0.0044107456,-0.69667995,0.5859222,-0.00467367,1.0133083,-0.389115
