latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.597538,-4.0735474,885.0,3600,Europe/Berlin,GMT+1

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),pressure_msl (hPa),wind_speed_10m (km/h),wind_direction_10m (°)
2025-02-09T00:00,3.1,57,0.00,1025.6,12.7,321
2025-02-09T01:00,3.4,54,0.00,1025.9,11.1,320
2025-02-09T02:00,4.3,62,0.00,1025.7,7.5,327
2025-02-09T03:00,4.5,68,0.00,1025.8,4.8,315
2025-02-09T04:00,4.0,78,0.00,1025.9,4.1,308
2025-02-09T05:00,4.8,81,0.00,1025.6,4.5,304
2025-02-09T06:00,4.9,87,0.00,1025.5,4.7,302
2025-02-09T07:00,5.9,87,0.00,1025.7,2.8,297
2025-02-09T08:00,5.8,93,0.00,1026.2,1.1,288
2025-02-09T09:00,5.7,94,0.10,1026.6,2.3,309
2025-02-09T10:00,7.0,92,0.00,1026.7,2.8,310
2025-02-09T11:00,8.6,90,0.00,1027.1,1.6,264
2025-02-09T12:00,10.9,80,0.00,1026.4,1.5,201
2025-02-09T13:00,12.4,71,0.00,1025.4,4.9,176
2025-02-09T14:00,12.8,66,0.00,1024.8,3.8,185
2025-02-09T15:00,13.2,65,0.00,1024.1,8.1,180
2025-02-09T16:00,12.5,70,0.00,1023.8,9.1,171
2025-02-09T17:00,11.8,74,0.00,1024.0,8.8,165
2025-02-09T18:00,10.4,82,0.00,1024.4,5.3,152
2025-02-09T19:00,8.4,89,0.00,1024.7,0.4,360
2025-02-09T20:00,7.7,92,0.00,1024.6,2.3,321
2025-02-09T21:00,6.9,93,0.00,1024.4,2.4,318
2025-02-09T22:00,6.5,93,0.00,1024.6,1.9,304
2025-02-09T23:00,5.9,93,0.00,1024.6,1.7,311
2025-02-10T00:00,5.7,92,0.00,1024.3,2.4,318
2025-02-10T01:00,7.1,90,0.00,1024.0,2.8,325
2025-02-10T02:00,7.0,92,0.00,1023.6,2.7,340
2025-02-10T03:00,6.4,92,0.00,1023.2,1.8,336
2025-02-10T04:00,6.1,91,0.00,1022.7,3.4,342
2025-02-10T05:00,5.6,92,0.00,1022.4,3.1,329
2025-02-10T06:00,5.2,92,0.00,1022.4,2.5,330
2025-02-10T07:00,5.3,92,0.00,1022.1,2.9,338
2025-02-10T08:00,5.4,91,0.00,1021.9,4.4,341
2025-02-10T09:00,6.3,90,0.00,1022.1,4.9,354
2025-02-10T10:00,8.6,85,0.00,1022.2,5.4,37
2025-02-10T11:00,9.7,81,0.00,1022.1,6.5,87
2025-02-10T12:00,10.5,77,0.00,1021.8,7.7,102
2025-02-10T13:00,11.3,73,0.00,1020.8,8.9,117
2025-02-10T14:00,10.9,75,1.70,1020.3,9.2,123
2025-02-10T15:00,11.1,76,0.40,1019.4,6.3,127
2025-02-10T16:00,10.8,76,0.80,1018.8,7.6,135
2025-02-10T17:00,10.0,79,1.60,1018.9,5.6,147
2025-02-10T18:00,9.6,84,0.50,1018.9,1.9,73
2025-02-10T19:00,8.6,91,0.10,1018.9,1.8,11
2025-02-10T20:00,7.7,91,0.10,1019.0,0.7,360
2025-02-10T21:00,7.0,90,0.00,1019.0,0.2,360
2025-02-10T22:00,6.5,91,0.00,1019.3,0.9,307
2025-02-10T23:00,6.0,92,0.00,1019.7,2.4,287
2025-02-11T00:00,5.9,92,0.00,1019.7,2.1,308
2025-02-11T01:00,5.3,92,0.00,1019.7,0.6,342
2025-02-11T02:00,6.2,89,0.00,1019.4,0.4,360
2025-02-11T03:00,5.6,91,0.00,1019.5,0.4,333
2025-02-11T04:00,5.5,92,0.10,1019.4,0.8,333
2025-02-11T05:00,5.2,94,0.10,1019.3,0.6,342
2025-02-11T06:00,4.4,97,0.00,1019.2,2.0,355
2025-02-11T07:00,4.3,97,0.00,1019.2,2.2,5
2025-02-11T08:00,4.7,97,0.00,1019.4,2.7,23
2025-02-11T09:00,5.4,96,0.00,1019.7,4.2,31
2025-02-11T10:00,6.2,96,0.00,1019.9,4.4,83
2025-02-11T11:00,6.7,94,0.00,1020.0,5.4,110
2025-02-11T12:00,7.5,90,0.10,1019.7,6.7,121
2025-02-11T13:00,9.2,74,0.20,1018.8,8.6,157
2025-02-11T14:00,9.4,71,0.20,1018.2,8.8,161
2025-02-11T15:00,10.6,63,0.10,1016.7,11.6,172
2025-02-11T16:00,10.7,61,0.00,1015.7,13.0,178
2025-02-11T17:00,10.9,59,0.00,1015.1,11.5,170
2025-02-11T18:00,9.8,66,0.00,1015.2,9.2,154
2025-02-11T19:00,8.4,77,0.30,1015.7,4.6,126
2025-02-11T20:00,7.8,83,0.10,1015.5,3.2,124
2025-02-11T21:00,7.1,94,0.60,1015.8,7.6,183
2025-02-11T22:00,6.8,95,1.40,1016.3,4.4,173
2025-02-11T23:00,6.5,97,0.80,1016.3,4.6,54
2025-02-12T00:00,6.3,97,0.80,1016.1,6.8,32
2025-02-12T01:00,6.1,97,0.50,1015.9,5.1,67
2025-02-12T02:00,6.2,98,0.10,1014.9,5.1,352
2025-02-12T03:00,6.3,95,0.10,1014.9,5.4,312
2025-02-12T04:00,6.3,98,0.40,1014.7,3.9,304
2025-02-12T05:00,6.3,97,0.10,1014.3,6.0,291
2025-02-12T06:00,5.9,96,0.10,1014.5,8.3,283
2025-02-12T07:00,6.7,88,0.00,1014.7,15.7,312
2025-02-12T08:00,6.5,87,0.00,1015.3,18.1,317
2025-02-12T09:00,6.8,85,0.10,1016.0,16.6,319
2025-02-12T10:00,6.8,85,0.20,1017.1,17.0,326
2025-02-12T11:00,7.0,79,0.00,1018.3,17.6,331
2025-02-12T12:00,7.7,73,0.00,1018.8,17.8,329
2025-02-12T13:00,9.3,61,0.00,1018.5,17.6,334
2025-02-12T14:00,9.8,57,0.00,1017.9,17.8,330
2025-02-12T15:00,10.1,54,0.00,1017.5,19.9,331
2025-02-12T16:00,9.4,55,0.00,1018.2,23.4,328
2025-02-12T17:00,9.2,52,0.00,1018.8,20.9,331
2025-02-12T18:00,8.7,53,0.00,1019.3,14.4,334
2025-02-12T19:00,7.1,57,0.00,1020.1,9.2,327
2025-02-12T20:00,6.3,61,0.00,1021.1,8.8,319
2025-02-12T21:00,5.4,66,0.00,1021.5,8.3,311
2025-02-12T22:00,4.4,75,0.00,1022.0,9.4,310
2025-02-12T23:00,3.9,81,0.00,1022.3,12.6,319
2025-02-13T00:00,3.9,82,0.00,1022.3,14.6,320
2025-02-13T01:00,3.8,81,0.00,1022.5,15.8,322
2025-02-13T02:00,3.2,88,0.00,1022.5,11.7,326
2025-02-13T03:00,3.2,88,0.00,1022.6,13.7,325
2025-02-13T04:00,3.5,87,0.00,1022.2,14.6,328
2025-02-13T05:00,3.8,87,0.00,1022.1,13.8,328
2025-02-13T06:00,4.1,87,0.00,1022.4,11.7,328
2025-02-13T07:00,3.7,90,0.00,1022.7,7.9,336
2025-02-13T08:00,3.0,91,0.00,1022.8,6.5,321
2025-02-13T09:00,3.4,91,0.00,1022.6,10.8,316
2025-02-13T10:00,7.2,78,0.00,1022.6,8.4,320
2025-02-13T11:00,9.6,68,0.00,1022.5,4.3,338
2025-02-13T12:00,11.0,64,0.00,1022.2,2.3,321
2025-02-13T13:00,13.1,57,0.00,1020.9,3.6,327
2025-02-13T14:00,13.1,58,0.00,1020.6,8.7,318
2025-02-13T15:00,13.2,59,0.00,1020.0,9.9,323
2025-02-13T16:00,13.3,59,0.00,1019.8,10.1,329
2025-02-13T17:00,12.8,59,0.00,1019.7,7.5,327
2025-02-13T18:00,12.0,71,0.00,1019.7,2.3,288
2025-02-13T19:00,8.5,79,0.00,1020.3,3.4,264
2025-02-13T20:00,7.4,84,0.00,1020.7,4.6,309
2025-02-13T21:00,5.1,94,0.00,1020.8,6.8,320
2025-02-13T22:00,3.9,98,0.00,1021.0,7.1,322
2025-02-13T23:00,3.8,97,0.00,1020.8,6.9,323
2025-02-14T00:00,3.9,96,0.00,1020.8,5.9,322
2025-02-14T01:00,4.0,95,0.00,1020.8,5.0,322
2025-02-14T02:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T03:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T04:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T05:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T06:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T07:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T08:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T09:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T10:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T11:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T12:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T13:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T14:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T15:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T16:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T17:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T18:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T19:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T20:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T21:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T22:00,NaN,NaN,NaN,NaN,NaN,NaN
2025-02-14T23:00,NaN,NaN,NaN,NaN,NaN,NaN
