t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
0.0358,0.023,-43.303,-0.194,-23.309,0.000,0.000
0.0695,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.0961,0.046,-43.498,-0.388,-23.503,0.000,0.000
0.1346,0.000,-43.452,0.000,-23.891,0.000,0.000
0.1637,0.000,-43.498,0.000,-23.503,0.000,0.000
0.1971,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.2315,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.2654,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.2961,0.046,-43.475,-0.388,-23.697,0.000,0.000
0.3310,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.3637,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.3976,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.4315,0.023,-43.521,-0.194,-23.309,0.000,0.000
0.4643,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.4953,0.000,-43.452,0.000,-23.891,0.000,0.000
0.5326,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.5633,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.5978,0.000,-43.521,0.000,-23.309,0.000,0.000
0.6295,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.6654,0.000,-43.544,0.000,-23.114,0.000,0.000
0.7005,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.7293,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.7652,0.023,-43.521,-0.194,-23.309,0.000,0.000
0.7996,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.8312,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.8643,0.023,-43.475,-0.194,-23.697,0.000,0.000
0.8979,0.023,-43.498,-0.194,-23.503,0.000,0.000
0.9330,0.000,-43.428,0.000,-24.086,0.000,0.000
0.9675,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.0001,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.0310,0.046,-43.475,-0.388,-23.697,0.000,0.000
1.0658,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.0990,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.1328,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.1677,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.1966,0.000,-43.475,0.000,-23.697,0.000,0.000
1.2306,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.2659,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.2981,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.3420,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.3645,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.3983,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.4343,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.4638,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.4957,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.5343,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.5653,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.5997,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.6326,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.6627,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.6997,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.7331,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.7664,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.7994,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.8314,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.8664,0.023,-43.452,-0.194,-23.891,0.000,0.000
1.9015,0.023,-43.498,-0.194,-23.503,0.000,0.000
1.9322,0.046,-43.498,-0.388,-23.503,0.000,0.000
1.9692,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.0006,0.023,-43.405,-0.194,-24.280,0.000,0.000
2.0315,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.0652,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.1050,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.1370,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.1662,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.2008,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.2311,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.2666,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.2979,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.3314,0.046,-43.475,-0.388,-23.697,0.000,0.000
2.3662,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.4009,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.4372,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.4663,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.4984,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.5338,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.5660,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.6005,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.6335,0.023,-43.521,-0.194,-23.309,0.000,0.000
2.6646,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.6989,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.7349,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.7664,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.7992,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.8331,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.8665,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.8981,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.9338,0.023,-43.498,-0.194,-23.503,0.000,0.000
2.9662,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.0009,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.0366,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.0682,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.1006,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.1359,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.1687,0.023,-43.498,-0.194,-23.891,0.000,0.000
3.2005,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.2351,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.2661,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.2997,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.3355,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.3697,0.046,-43.544,-0.388,-23.114,0.000,0.000
3.4029,0.046,-43.544,-0.388,-23.503,0.000,0.000
3.4315,0.069,-43.613,-0.583,-22.532,0.000,0.000
3.4684,0.000,-43.452,0.000,-23.891,0.000,0.000
3.4998,0.000,-43.521,0.000,-23.309,0.000,0.000
3.5338,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.5680,0.023,-43.521,-0.194,-23.309,0.000,0.000
3.5989,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.6369,0.023,-43.428,-0.194,-24.086,0.000,0.000
3.6675,0.023,-43.428,-0.388,-23.503,0.000,0.000
3.7019,0.023,-43.428,-0.194,-23.503,0.000,0.000
3.7338,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.7654,0.023,-43.498,-0.388,-23.114,0.000,0.000
3.8017,0.046,-43.590,-0.388,-22.726,0.000,0.000
3.8358,0.046,-43.521,-0.388,-23.309,0.000,0.000
3.8738,0.000,-43.452,0.000,-23.891,0.000,0.000
3.9023,0.023,-43.498,-0.194,-23.503,0.000,0.000
3.9353,0.023,-43.498,-0.388,-23.503,0.000,0.000
3.9688,0.023,-43.498,-0.388,-23.503,0.000,0.000
4.0000,0.023,-43.498,-0.194,-23.503,0.000,0.000
4.0341,0.023,-43.498,-0.194,-23.503,0.000,0.000
4.0671,0.023,-43.498,0.000,-23.309,0.000,0.000
4.1047,0.023,-43.498,-0.194,-23.503,0.000,0.000
4.1351,0.023,-43.498,-0.583,-23.309,0.000,0.000
4.1695,0.023,-43.498,-0.388,-23.697,0.000,0.000
4.2021,0.023,-43.498,-0.388,-23.309,0.000,0.000
4.2365,0.023,-43.498,0.000,-23.503,0.000,0.000
4.2681,0.023,-43.498,-0.388,-23.891,0.000,0.000
6.1028,0.023,-43.498,-0.388,-23.891,0.000,0.000
6.1392,0.023,-43.498,-0.388,-23.891,0.000,0.000
6.1725,0.023,-43.498,-0.388,-23.891,0.000,0.000
6.2062,0.023,-43.498,-0.388,-23.891,0.000,0.000
8.9071,0.023,-43.498,-0.388,-23.891,0.000,0.000
8.9745,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.0058,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.0402,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.0737,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.1068,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.1464,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.1759,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.2093,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.2431,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.2728,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.3085,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.3416,0.023,-43.498,-0.388,-23.891,0.000,0.000
9.3756,0.023,-43.498,-6.410,-22.337,0.000,0.000
9.4081,0.023,-43.498,-3.108,-23.503,0.000,0.000
9.4435,0.023,-43.498,3.496,-23.309,0.000,0.000
9.4748,0.023,-43.498,11.654,-20.395,0.000,0.000
9.5189,0.023,-43.498,18.841,-14.374,0.000,0.000
9.5477,0.023,-43.498,22.726,-6.798,0.000,0.000
9.5786,0.023,-43.498,23.697,0.777,0.000,0.000
9.6147,0.023,-43.498,22.143,8.741,0.000,0.000
9.6464,0.023,-43.498,19.230,13.791,0.000,0.000
9.6788,0.023,-43.498,16.122,17.287,0.000,0.000
9.7172,0.023,-43.498,13.402,19.424,0.000,0.000
9.7503,0.023,-43.498,11.266,21.366,0.000,0.000
9.7804,0.023,-43.498,9.323,21.755,0.000,0.000
9.8129,0.023,-43.498,8.547,21.949,0.000,0.000
9.8476,0.023,-43.498,8.741,21.755,0.000,0.000
9.8805,0.023,-43.498,9.518,21.561,0.000,0.000
9.9126,0.023,-43.498,10.489,20.978,0.000,0.000
9.9469,0.023,-43.498,11.266,20.784,0.000,0.000
