Time,Angular velocity
8.01667,-0.392019
8.03333,-0.374804
8.05,-0.368783
8.06667,-0.365412
8.08333,-0.365373
8.1,-0.364303
8.11667,-0.379538
8.13333,-0.380913
8.15,-0.381543
8.16667,-0.403279
8.18333,-0.373736
8.2,-0.378713
8.21667,-0.398502
8.23333,-0.387988
8.25,-0.380116
8.26667,-0.393484
8.28333,-0.393291
8.3,-0.41468
8.31667,-0.415728
8.33333,-0.423262
8.35,-0.420519
8.36667,-0.419785
8.38333,-0.428143
8.4,-0.410818
8.41667,-0.400486
8.43333,-0.396495
8.45,-0.416571
8.46667,-0.420526
8.48333,-0.418217
8.5,-0.420922
8.51667,-0.421697
8.53333,-0.427828
8.55,-0.445834
8.56667,-0.456399
8.58333,-0.463973
8.6,-0.454376
8.61667,-0.448458
8.63333,-0.445667
8.65,-0.438641
8.66667,-0.432412
8.68333,-0.425446
8.7,-0.437392
8.71667,-0.441724
8.73333,-0.439516
8.75,-0.441011
8.76667,-0.449193
8.78333,-0.448272
8.8,-0.447725
8.81667,-0.442504
8.83333,-0.44574
8.85,-0.450255
8.86667,-0.448116
8.88333,-0.452623
8.9,-0.440685
8.91667,-0.436928
8.93333,-0.435663
8.95,-0.448115
8.96667,-0.457512
8.98333,-0.458514
9,-0.462413
9.01667,-0.4603
9.03333,-0.452114
9.05,-0.450686
9.06667,-0.457049
9.08333,-0.461883
9.1,-0.466345
9.11667,-0.474516
9.13333,-0.477734
9.15,-0.478313
9.16667,-0.487973
9.18333,-0.485569
9.2,-0.486831
9.21667,-0.493398
9.23333,-0.503246
9.25,-0.507163
9.26667,-0.507312
9.28333,-0.507693
9.3,-0.511447
9.31667,-0.517765
9.33333,-0.526682
9.35,-0.532458
9.36667,-0.531091
9.38333,-0.531685
9.4,-0.539024
9.41667,-0.553825
9.43333,-0.561507
9.45,-0.573052
9.46667,-0.576881
9.48333,-0.580542
9.5,-0.594248
9.51667,-0.614397
9.53333,-0.618254
9.55,-0.615689
9.56667,-0.612872
9.58333,-0.603764
9.6,-0.600235
9.61667,-0.600945
9.63333,-0.622369
9.65,-0.629364
9.66667,-0.633205
9.68333,-0.63675
9.7,-0.644103
9.71667,-0.647806
9.73333,-0.629605
9.75,-0.628968
9.76667,-0.627089
9.78333,-0.643166
9.8,-0.663798
