t_s,red_x_cm,red_y_cm,green_x_cm,green_y_cm,blue_x_cm,blue_y_cm
8.8419,2.067,3.492,0.630,23.618,0.000,0.000
9.0759,2.353,3.494,2.992,23.461,0.000,0.000
9.1085,2.501,3.337,3.779,23.303,0.000,0.000
9.1481,2.807,3.179,4.724,23.146,0.000,0.000
9.1797,3.110,3.022,5.826,22.988,0.000,0.000
9.2143,3.567,2.869,7.400,22.516,0.000,0.000
9.2485,4.019,2.399,9.290,21.886,0.000,0.000
9.2795,4.785,1.935,11.494,20.784,0.000,0.000
9.3173,5.705,0.842,14.171,19.052,0.000,0.000
9.3486,6.778,-0.876,17.320,16.375,0.000,0.000
9.3822,8.010,-3.694,20.469,12.439,0.000,0.000
9.4171,8.612,-7.765,22.988,6.771,0.000,0.000
9.4511,8.911,-14.212,24.405,-0.315,0.000,0.000
9.4811,8.777,-23.041,22.673,-8.345,0.000,0.000
9.5202,8.777,-23.041,17.950,-16.375,0.000,0.000
9.5843,8.777,-23.041,17.950,-16.375,0.000,0.000
9.6171,6.254,-24.958,17.950,-16.375,0.000,0.000
9.6493,-0.361,-19.778,17.950,-16.375,0.000,0.000
9.6803,-6.543,-16.857,17.950,-16.375,0.000,0.000
9.7091,-13.564,-15.047,17.950,-16.375,0.000,0.000
9.7445,-22.365,-11.293,17.950,-16.375,0.000,0.000
9.7750,-30.211,-5.107,17.950,-16.375,0.000,0.000
9.8085,-30.211,-5.107,17.950,-16.375,0.000,0.000
9.8447,-30.211,-5.107,17.950,-16.375,0.000,0.000
9.8739,-30.211,-5.107,17.950,-16.375,0.000,0.000
9.9094,-30.211,-5.107,17.950,-16.375,0.000,0.000
9.9414,-30.211,-5.107,17.950,-16.375,0.000,0.000
9.9742,-30.211,-5.107,17.950,-16.375,0.000,0.000
10.0087,-30.211,-5.107,17.950,-16.375,0.000,0.000
10.0405,-30.211,-5.107,17.950,-16.375,0.000,0.000
10.0744,-30.211,-5.107,17.950,-16.375,0.000,0.000
10.1084,-30.211,-5.107,17.950,-16.375,0.000,0.000
10.1447,-30.211,-5.107,17.950,-16.375,0.000,0.000
10.1775,-30.211,-5.107,11.809,-20.469,0.000,0.000
10.2089,-30.211,-5.107,17.320,-16.218,0.000,0.000
10.2417,-30.211,-5.107,21.099,-11.179,0.000,0.000
