Time,Position (x)
18.6833,-2.03189
18.7,-2.03033
18.7167,-2.02854
18.7333,-2.02652
18.75,-2.0243
18.7667,-2.02192
18.7833,-2.01943
18.8,-2.01722
18.8167,-2.01538
18.8333,-2.01343
18.85,-2.0114
18.8667,-2.00931
18.8833,-2.00707
18.9,-2.0047
18.9167,-2.00215
18.9333,-1.9997
18.95,-1.99737
18.9667,-1.99494
18.9833,-1.99248
19,-1.99
19.0167,-1.98751
19.0333,-1.98499
19.05,-1.98243
19.0667,-1.97984
19.0833,-1.97724
19.1,-1.97463
19.1167,-1.972
19.1333,-1.96936
19.15,-1.96668
19.1667,-1.96398
19.1833,-1.96128
19.2,-1.95862
19.2167,-1.95597
19.2333,-1.95333
19.25,-1.95072
19.2667,-1.94816
19.2833,-1.94559
19.3,-1.94301
19.3167,-1.94045
19.3333,-1.93791
19.35,-1.93538
19.3667,-1.93289
19.3833,-1.93043
19.4,-1.92803
19.4167,-1.92567
19.4333,-1.92334
19.45,-1.92104
19.4667,-1.91876
19.4833,-1.9165
19.5,-1.91427
19.5167,-1.91208
19.5333,-1.90992
19.55,-1.90782
19.5667,-1.90576
19.5833,-1.90373
19.6,-1.90172
19.6167,-1.89977
19.6333,-1.89791
19.65,-1.89613
19.6667,-1.89442
19.6833,-1.89279
19.7,-1.89125
19.7167,-1.88979
19.7333,-1.88838
19.75,-1.88703
19.7667,-1.88573
19.7833,-1.88447
19.8,-1.88329
19.8167,-1.88219
19.8333,-1.88115
19.85,-1.88019
19.8667,-1.87935
19.8833,-1.87857
19.9,-1.87785
19.9167,-1.87717
19.9333,-1.87652
19.95,-1.87592
19.9667,-1.87537
19.9833,-1.8749
20,-1.87451
20.0167,-1.87421
20.0333,-1.87399
20.05,-1.87382
20.0667,-1.8737
20.0833,-1.87361
20.1,-1.87355
20.1167,-1.87353
20.1333,-1.87359
20.15,-1.87371
20.1667,-1.87389
20.1833,-1.87413
20.2,-1.87441
20.2167,-1.87484
20.2333,-1.87546
20.25,-1.87618
20.2667,-1.87693
20.2833,-1.87782
20.3,-1.87888
20.3167,-1.88002
20.3333,-1.88129
20.35,-1.8826
20.3667,-1.88406
20.3833,-1.88568
20.4,-1.88741
20.4167,-1.88884
20.4333,-1.88987
20.45,-1.8909
20.4667,-1.89193
20.4833,-1.89294
20.5,-1.89367
20.5167,-1.89412
20.5333,-1.8945
20.55,-1.8947
20.5667,-1.89472
20.5833,-1.89461
20.6,-1.89436
20.6167,-1.89393
20.6333,-1.89334
20.65,-1.89262
20.6667,-1.89171
20.6833,-1.89064
20.7,-1.88944
20.7167,-1.88811
20.7333,-1.88662
20.75,-1.883
20.7667,-1.87727
20.7833,-1.87176
20.8,-1.86649
20.8167,-1.86116
20.8333,-1.85572
20.85,-1.8501
20.8667,-1.84439
20.8833,-1.83866
20.9,-1.8329
20.9167,-1.82708
20.9333,-1.82119
20.95,-1.81594
20.9667,-1.81141
20.9833,-1.80699
21,-1.80255
21.0167,-1.79806
21.0333,-1.79365
21.05,-1.78934
21.0667,-1.78514
21.0833,-1.78102
21.1,-1.7769
21.1167,-1.77284
21.1333,-1.76886
21.15,-1.76496
21.1667,-1.76115
21.1833,-1.75744
21.2,-1.75386
21.2167,-1.75042
21.2333,-1.74715
21.25,-1.74405
21.2667,-1.74116
21.2833,-1.73851
21.3,-1.73612
21.3167,-1.734
21.3333,-1.73215
21.35,-1.73059
21.3667,-1.72933
21.3833,-1.72845
21.4,-1.72797
21.4167,-1.72634
21.4333,-1.72353
21.45,-1.72131
21.4667,-1.71983
21.4833,-1.71881
21.5,-1.71812
21.5167,-1.7179
21.5333,-1.71821
21.55,-1.7185
21.5667,-1.71888
21.5833,-1.71961
21.6,-1.72071
21.6167,-1.72236
21.6333,-1.72443
21.65,-1.72687
21.6667,-1.7297
21.6833,-1.73279
21.7,-1.73636
21.7167,-1.74048
21.7333,-1.74495
21.75,-1.74984
21.7667,-1.75493
21.7833,-1.76055
21.8,-1.76679
21.8167,-1.77337
21.8333,-1.78041
21.85,-1.78778
21.8667,-1.79555
21.8833,-1.80386
21.9,-1.81263
21.9167,-1.82172
21.9333,-1.83116
21.95,-1.84106
21.9667,-1.85142
21.9833,-1.86206
22,-1.87313
22.0167,-1.88472
22.0333,-1.89654
22.05,-1.90875
22.0667,-1.92142
22.0833,-1.93435
22.1,-1.94767
22.1167,-1.95586
22.1333,-1.95885
22.15,-1.96215
22.1667,-1.96561
22.1833,-1.96928
22.2,-1.9693
22.2167,-1.96555
22.2333,-1.96349
22.25,-1.96312
22.2667,-1.96284
22.2833,-1.96258
22.3,-1.96237
22.3167,-1.96256
22.3333,-1.96311
22.35,-1.96371
22.3667,-1.96449
22.3833,-1.96549
22.4,-1.96661
22.4167,-1.96782
22.4333,-1.96923
22.45,-1.97084
22.4667,-1.97254
22.4833,-1.97227
22.5,-1.96997
22.5167,-1.96771
22.5333,-1.96765
22.55,-1.97053
22.5667,-1.97417
22.5833,-1.97783
22.6,-1.98183
22.6167,-1.98601
22.6333,-1.98926
22.65,-1.99068
22.6667,-1.99117
22.6833,-1.99169
22.7,-1.99205
22.7167,-1.99228
22.7333,-1.99247
22.75,-1.99249
22.7667,-1.99201
22.7833,-1.99115
22.8,-1.99016
22.8167,-1.9891
22.8333,-1.98769
22.85,-1.98597
22.8667,-1.98409
22.8833,-1.98201
22.9,-1.97962
22.9167,-1.97684
22.9333,-1.97388
22.95,-1.97071
22.9667,-1.96729
22.9833,-1.96365
23,-1.95978
23.0167,-1.95578
23.0333,-1.94972
23.05,-1.94168
23.0667,-1.93374
23.0833,-1.9258
23.1,-1.91767
23.1167,-1.90931
23.1333,-1.9008
23.15,-1.8921
23.1667,-1.88333
23.1833,-1.87459
23.2,-1.86582
23.2167,-1.8582
23.2333,-1.85177
23.25,-1.84543
23.2667,-1.83913
23.2833,-1.83283
23.3,-1.82657
23.3167,-1.82021
23.3333,-1.81376
23.35,-1.80743
23.3667,-1.80122
23.3833,-1.79511
23.4,-1.7891
23.4167,-1.78324
23.4333,-1.7775
23.45,-1.77189
23.4667,-1.76643
23.4833,-1.76109
23.5,-1.75592
23.5167,-1.75091
23.5333,-1.74607
23.55,-1.74142
23.5667,-1.73699
23.5833,-1.7328
23.6,-1.72883
23.6167,-1.7251
23.6333,-1.72163
23.65,-1.71843
23.6667,-1.7155
23.6833,-1.71289
23.7,-1.71062
23.7167,-1.7087
23.7333,-1.7071
23.75,-1.70591
23.7667,-1.70516
23.7833,-1.70478
23.8,-1.70483
23.8167,-1.70528
23.8333,-1.70622
23.85,-1.70759
23.8667,-1.70938
23.8833,-1.71174
23.9,-1.71461
23.9167,-1.71577
23.9333,-1.71513
23.95,-1.71477
23.9667,-1.71543
23.9833,-1.71728
24,-1.71963
24.0167,-1.72249
