Time,x,y,omega
410.817,-1.973941333333333,1.5370686666666666,-0.3965118666666667
410.833,-1.970646,1.5384513333333334,-0.3969704
410.85,-1.9674473333333333,1.5399613333333333,-0.39788966666666664
410.867,-1.9642146666666667,1.5412199999999998,-0.39961573333333333
410.883,-1.9609446666666666,1.5420193333333332,-0.40279859999999995
410.9,-1.957776,1.5425213333333334,-0.4060316
410.917,-1.954712,1.5427186666666666,-0.40942186666666663
410.933,-1.9517566666666668,1.54261,-0.4128677333333333
410.95,-1.9489960000000002,1.5422013333333333,-0.41490946666666667
410.967,-1.9465133333333333,1.5414513333333333,-0.4172436666666667
410.983,-1.9443406666666667,1.540456,-0.42050826666666663
411.0,-1.9425106666666667,1.5393773333333334,-0.4233395333333333
411.017,-1.9410106666666667,1.5382479999999998,-0.4251406
411.033,-1.9399146666666667,1.5370979999999999,-0.42575646666666667
411.05,-1.9393106666666666,1.536036,-0.4258632666666667
411.067,-1.939194,1.535112,-0.4258866
411.083,-1.9394653333333334,1.5341506666666667,-0.42337280000000005
411.1,-1.940052,1.5330419999999998,-0.42095026666666674
411.117,-1.940992,1.531838,-0.41851326666666666
411.133,-1.9421713333333335,1.530434,-0.4150226
411.15,-1.9434833333333332,1.528754,-0.4122161333333334
411.167,-1.9449646666666667,1.5268913333333336,-0.4098525333333333
411.183,-1.9466306666666668,1.5249206666666666,-0.4078192666666667
411.2,-1.9485519999999998,1.5228566666666665,-0.404234
411.217,-1.9507660000000002,1.5209426666666668,-0.4012503333333334
411.233,-1.9532213333333333,1.5193406666666667,-0.39818420000000004
411.25,-1.9558933333333333,1.5179393333333333,-0.39587293333333334
411.267,-1.9588006666666666,1.5167500000000003,-0.3947830666666667
411.283,-1.9619026666666668,1.5157306666666668,-0.3935786666666667
411.3,-1.965144,1.5147853333333332,-0.3931306
411.317,-1.9685340000000002,1.5139,-0.39300433333333334
411.333,-1.9719693333333335,1.5131946666666667,-0.39180760000000003
411.35,-1.9753200000000002,1.5127486666666667,-0.39040786666666666
411.367,-1.9785626666666667,1.5125273333333336,-0.38942173333333335
411.383,-1.9816926666666668,1.5124806666666666,-0.3883206
411.4,-1.98469,1.5125799999999998,-0.3868004666666666
411.417,-1.9875273333333334,1.5128033333333333,-0.3850770666666667
411.433,-1.9901933333333333,1.5131086666666667,-0.3839556
411.45,-1.9926753333333336,1.513478,-0.3833858666666667
411.467,-1.99501,1.5138306666666665,-0.38272860000000003
411.483,-1.9972379999999998,1.5140886666666666,-0.3817778
411.5,-1.9993613333333333,1.514262,-0.3809494666666667
411.517,-2.0013813333333332,1.5143506666666664,-0.3804931333333333
411.533,-2.0032966666666665,1.5144066666666667,-0.3801833333333333
411.55,-2.005106666666667,1.5144986666666669,-0.3799382666666667
411.567,-2.0068099999999998,1.5146626666666667,-0.3796097333333333
411.583,-2.0085106666666666,1.5148053333333331,-0.37999666666666665
411.6,-2.0103139999999997,1.5148326666666667,-0.38093893333333334
411.617,-2.0122186666666666,1.5147879999999998,-0.3823064
411.633,-2.0142226666666665,1.5147353333333333,-0.3838324
411.65,-2.016318,1.5147113333333335,-0.3852135333333333
411.667,-2.0184973333333334,1.5147153333333334,-0.38638933333333336
411.683,-2.0207533333333334,1.5148133333333333,-0.38688053333333333
411.7,-2.0230746666666666,1.5150786666666667,-0.38685306666666663
411.717,-2.025438,1.5153853333333336,-0.38653186666666667
411.733,-2.0278193333333334,1.5156133333333335,-0.38592213333333336
411.75,-2.0302113333333334,1.5158066666666665,-0.3852219333333334
411.767,-2.0326106666666663,1.5159880000000001,-0.38447333333333333
411.783,-2.0350099999999998,1.5161586666666664,-0.38404753333333336
411.8,-2.0374019999999997,1.5163186666666666,-0.3840841333333333
411.817,-2.0397833333333333,1.5164626666666665,-0.38444106666666666
411.833,-2.042148666666667,1.51658,-0.38515406666666663
411.85,-2.0444946666666666,1.5166439999999999,-0.38549540000000004
411.867,-2.0468046666666666,1.5166566666666668,-0.3849776
411.883,-2.049058,1.5166326666666665,-0.38415313333333334
411.9,-2.051288,1.5166386666666665,-0.38357413333333334
411.917,-2.053528666666667,1.5167506666666668,-0.3830372666666666
411.933,-2.0557760000000003,1.5169126666666666,-0.38011813333333333
411.95,-2.058026,1.5170526666666668,-0.37698706666666665
411.967,-2.0602953333333334,1.5172053333333333,-0.37372073333333333
411.983,-2.0626026666666664,1.5173986666666663,-0.3704004
412.0,-2.0649553333333333,1.517618,-0.36762233333333333
412.017,-2.0673573333333333,1.5178699999999998,-0.3650572
412.033,-2.069828,1.5181499999999999,-0.3626568666666667
412.05,-2.0723913333333335,1.5184546666666667,-0.36134453333333333
412.067,-2.075058,1.5187899999999999,-0.35965593333333334
412.083,-2.0778393333333334,1.5191640000000002,-0.3577052666666667
412.1,-2.080744,1.5196026666666669,-0.35577806666666667
412.117,-2.083791333333333,1.5201006666666668,-0.3535841333333334
412.133,-2.0870086666666667,1.520642,-0.35237166666666664
412.15,-2.0903726666666667,1.5211586666666668,-0.35154599999999997
412.167,-2.0938213333333335,1.521642,-0.3512118666666667
412.183,-2.0973273333333333,1.5221606666666667,-0.35347439999999997
412.2,-2.100892,1.5227373333333332,-0.3558382666666667
412.217,-2.1044833333333335,1.5233406666666667,-0.35808280000000003
412.233,-2.1080653333333337,1.523936666666667,-0.36012853333333333
412.25,-2.111613333333333,1.5245326666666665,-0.3616486
412.267,-2.115104,1.5251346666666667,-0.36293233333333336
412.283,-2.118524,1.5257673333333335,-0.36416893333333333
412.3,-2.121862666666667,1.5264226666666665,-0.36419840000000003
412.317,-2.1251140000000004,1.527102,-0.3647296666666666
412.333,-2.1282733333333335,1.5278013333333333,-0.36558466666666667
412.35,-2.131338,1.5285246666666665,-0.3664088
412.367,-2.134306,1.5292913333333331,-0.3669440666666667
412.383,-2.1371653333333334,1.5300913333333335,-0.36635633333333334
412.4,-2.1399060000000003,1.5309220000000001,-0.3652224666666667
412.417,-2.1425359999999998,1.5317453333333333,-0.36367726666666667
412.433,-2.145064666666667,1.532524,-0.36176959999999997
412.45,-2.1474973333333334,1.5332846666666666,-0.35995980000000005
412.467,-2.1498506666666666,1.5340513333333332,-0.3583123333333333
412.483,-2.152136,1.5348266666666668,-0.35691806666666664
412.5,-2.1543653333333332,1.535618666666667,-0.3553736666666667
412.517,-2.156550666666667,1.5364353333333334,-0.353865
412.533,-2.1586819999999998,1.5372480000000002,-0.3520217333333333
412.55,-2.160748666666666,1.538046,-0.35086073333333334
412.567,-2.1627439999999996,1.538838,-0.3494232666666667
412.583,-2.164658666666667,1.5396313333333334,-0.3473432666666667
412.6,-2.166478666666667,1.5404226666666667,-0.3442888666666667
412.617,-2.16819,1.5411926666666669,-0.3418674666666667
412.633,-2.1697873333333333,1.5419506666666665,-0.33947106666666665
412.65,-2.171264,1.5427033333333333,-0.3369896666666667
412.667,-2.172633333333333,1.543446,-0.33461386666666665
412.683,-2.173915333333333,1.54419,-0.3327562
412.7,-2.1751080000000003,1.5449313333333334,-0.33133613333333334
412.717,-2.176206,1.545652,-0.33019533333333334
412.733,-2.177212,1.5463573333333334,-0.3291675333333333
412.75,-2.178129333333333,1.5470533333333334,-0.3289847333333333
412.767,-2.178964,1.5477466666666666,-0.3302512
412.783,-2.1797266666666664,1.548438,-0.332639
412.8,-2.1804226666666664,1.5491080000000002,-0.33589066666666667
412.817,-2.181054,1.5497693333333333,-0.33926833333333334
412.833,-2.181626,1.5504453333333332,-0.3444819333333333
412.85,-2.1821479999999998,1.5511366666666668,-0.3507186666666667
412.867,-2.182621333333333,1.551852,-0.356447
412.883,-2.1830473333333336,1.5525886666666666,-0.36221153333333334
412.9,-2.1834273333333334,1.5533433333333333,-0.36788699999999996
412.917,-2.1837653333333336,1.5541173333333336,-0.3746411333333333
412.933,-2.184066,1.5549146666666667,-0.3818642666666667
412.95,-2.184332,1.5557346666666667,-0.38912299999999994
412.967,-2.184562,1.556582,-0.39562746666666665
412.983,-2.1847580000000004,1.5574606666666666,-0.4023972
413.0,-2.1849226666666666,1.558364,-0.4088736
413.017,-2.1850533333333333,1.5592926666666669,-0.4140182
413.033,-2.185148,1.5602306666666665,-0.4186274666666667
413.05,-2.1852,1.561204,-0.42059966666666665
413.067,-2.185365333333334,1.5622406666666668,-0.41816146666666665
413.083,-2.185804666666667,1.5633113333333335,-0.4152269333333333
413.1,-2.1865206666666666,1.5643753333333335,-0.4128811333333333
413.117,-2.187489333333333,1.5654526666666666,-0.41260259999999993
413.133,-2.188687333333333,1.5665846666666667,-0.4137316
413.15,-2.1901213333333334,1.56776,-0.4148647333333333
413.167,-2.1917880000000003,1.5689726666666666,-0.41466159999999996
413.183,-2.193681333333333,1.5702226666666665,-0.4139355333333333
413.2,-2.1957986666666667,1.5715119999999998,-0.4126654666666667
413.217,-2.1981400000000004,1.5728386666666667,-0.41294119999999995
413.233,-2.2007053333333335,1.5742026666666669,-0.4128306666666666
413.25,-2.203486666666667,1.575605333333333,-0.4118783333333333
413.267,-2.2064773333333334,1.57704,-0.41029400000000005
413.283,-2.2096666666666667,1.578522,-0.40812113333333333
413.3,-2.2130486666666664,1.5800453333333333,-0.40676533333333337
413.317,-2.216460666666667,1.5815706666666667,-0.4111104666666667
413.333,-2.219738,1.5831119999999999,-0.4162596666666667
413.35,-2.22287,1.5847126666666667,-0.42067920000000003
413.367,-2.225876,1.586348,-0.4242886
413.383,-2.228775333333333,1.5879826666666665,-0.42717453333333333
413.4,-2.231554666666667,1.5896293333333333,-0.43123906666666667
413.417,-2.234206,1.5912893333333333,-0.4352256666666667
413.433,-2.2367226666666666,1.5929613333333335,-0.4407166666666667
413.45,-2.239094,1.5946446666666667,-0.44620246666666663
413.467,-2.241308666666667,1.596334,-0.4510963333333333
413.483,-2.2433553333333336,1.5980266666666667,-0.458
413.5,-2.2452273333333332,1.5997226666666668,-0.4658931333333333
413.517,-2.246914666666667,1.6014193333333333,-0.47432766666666665
413.533,-2.2484853333333334,1.6031306666666667,-0.48111899999999996
413.55,-2.249995333333333,1.6048453333333335,-0.4871226666666667
413.567,-2.251419333333333,1.606568,-0.49364946666666665
413.583,-2.2527373333333336,1.6083153333333335,-0.4983412666666666
413.6,-2.253938666666667,1.6100486666666667,-0.5032358666666666
413.617,-2.2550073333333334,1.61177,-0.5070294
413.633,-2.255926,1.6134966666666666,-0.5115884
413.65,-2.256684,1.6152093333333333,-0.5147018
413.667,-2.2572959999999997,1.6169046666666667,-0.5174517333333334
413.683,-2.2577760000000002,1.6185586666666667,-0.5191922
